RoleId	Name	RoleIcon	Race	Age	Height	Weight	Wepon	Team	FacePosX	FacePosY
1021001	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Construct|01	17	165	48	Katana	Gray Raven	562.9	-397.9
1031001	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	546	-422
1011001	Lee	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Construct|09	19	178	63	Pokey	Gray Raven	544.7	-343.2
1041001	Nanami	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Construct|09	13	145	45	Saw	? ? ?	475.9	-410.9
1081001	Kamui	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Construct|11	18	180	65	Greatsword	Strike Hawk	507.5	-233.4
1091001	Bianca	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	Construct|01	26	170	52	Bow	Purifying Force	476.5	-385.5
1101001	Watanabe	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	Construct|01	28	184	67	Dagger	Forsaken	453.5	-293
1111001	Karenina	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	490.5	-400.4
500001	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	438.5	-421.3
500002	Vera	Assets/Product/Texture/Image/RoleStory/SuoleiyouNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500003	Yae	Assets/Product/Texture/Image/RoleStory/BachongNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500004	Asimov	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	484.5	-358.5
500005	Human Soldier	Assets/Product/Texture/Image/RoleStory/TongyongrenleibingNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500006	Corrupted Construct	Assets/Product/Texture/Image/RoleStory/GanrangouzaotiNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500007	Chrome	Assets/Product/Texture/Image/RoleStory/KuluomuNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500008	Roland	Assets/Product/Texture/Image/RoleStory/LuolanNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	398.4	-250
500009	Celica [Abandoned]	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500010	Vera 2	Assets/Product/Texture/Image/RoleStory/SuoleiyouNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500011	Hassen	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	564	-251.5
500012	Nikola	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	515.5	-295
500013	Common Corrupted	Assets/Product/Texture/Image/RoleStory/TongyongganrantiNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500014	Camu	Assets/Product/Texture/Image/RoleStory/KamuNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500015	Tifa	Assets/Product/Texture/Image/RoleStory/TifaNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500016	Iron Ball	Assets/Product/Texture/Image/RoleStory/TieqiuNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500017	Sister	Assets/Product/Texture/Image/RoleStory/XiunvNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500018	Nozzle	Assets/Product/Texture/Image/RoleStory/XixiNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500019	Common Construct	Assets/Product/Texture/Image/RoleStory/Tongyonggouzaoti01Nomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500020	Tyrant	Assets/Product/Texture/Image/RoleStory/AnbaoNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500021	Liv - Rank 2	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	500.5	-397
500022	Father	Assets/Product/Texture/Image/RoleStory/SnowNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500023	Male Researcher	Assets/Product/Texture/Image/RoleStory/BoshiNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500024	Sister Bianca	Assets/Product/Texture/Image/RoleStory/BankaNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	503.3	-353.7
500025	Liv - Rank 3	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500026	Lee - Rank 3	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	482.5	-268.5
500027	Koya	Assets/Product/Texture/Image/RoleStory/KeyaNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500028	Construct Leader	Assets/Product/Texture/Image/RoleStory/Tongyonggouzaoti02Nomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500029	Lucia - Rank 2	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	Construct|01	17	165	48	Katana	Gray Raven	483.5	-383
500030	Karenina Side Story	Assets/Product/Texture/Image/RoleStory/KalieqianzhuanNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	492.7	-389.9
500031	Little Luna	Assets/Product/Texture/Image/RoleStory/LunaNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	500	-439.2
500032	Little Lucia Unarmed	Assets/Product/Texture/Image/RoleStory/LuxiyaNomal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501.9	-452.7
500033	Grandpa Side Story	Assets/Product/Texture/Image/RoleStory/KaliegrandNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500034	Katie Side Story	Assets/Product/Texture/Image/RoleStory/KittyNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500035	Tom Side Story	Assets/Product/Texture/Image/RoleStory/TomNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500036	Liv Side Story Lady	Assets/Product/Texture/Image/RoleStory/Lifuqianzhuan2Nomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500037	Murray Side Story	Assets/Product/Texture/Image/RoleStory/MoruiNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500038	Nanami Side Story	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	474.5	-360
500039	Young Nanami	Assets/Product/Texture/Image/RoleStory/Qishiqianzhuan2Nomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501	-436
500040	Nanami Side Story Corrupted	Assets/Product/Texture/Image/RoleStory/Qishiqianzhuan3Nomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500041	Lee Side Story 1	Assets/Product/Texture/Image/RoleStory/LiqianzhuanNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500042	Female Researcher	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500043	Male Researcher 2	Assets/Product/Texture/Image/RoleStory/BoshiNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500044	Lee - Rank 3 Backside	Assets/Product/Texture/Image/RoleStory/R3LiangNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500045	Nithart	Assets/Product/Texture/Image/RoleStory/NiteNomal.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500046	Plush Sheep	Assets/Product/Texture/Image/RoleStory/ItemYang.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500047	Frog Plushie	Assets/Product/Texture/Image/RoleStory/ItemQingwa.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500048	Tifa - Rank 2	Assets/Product/Texture/Image/RoleStory/TifaNomal.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500049	Little Liv	Assets/Product/Texture/Image/RoleStory/LifuNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500050	Liv's Father	Assets/Product/Texture/Image/RoleStory/LifubabaNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500051	Liv's Mother	Assets/Product/Texture/Image/RoleStory/LifujimuNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500052	Liv's Sister	Assets/Product/Texture/Image/RoleStory/LifujiejieNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500053	Liv's Brother	Assets/Product/Texture/Image/RoleStory/LifugegeNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500054	Medic Liv	Assets/Product/Texture/Image/RoleStory/Lifuqianzhuan2Nomal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	527	-402.5
500055	Sister Side Story	Assets/Product/Texture/Image/RoleStory/XiunvqianzhuanNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500056	Little Lucia hugging plush toy	Assets/Product/Texture/Image/RoleStory/LuxiyaNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500057	Little Lucia holding knife	Assets/Product/Texture/Image/RoleStory/LuxiyaNomal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500058	Masked Male Researcher	Assets/Product/Texture/Image/RoleStory/BoshiNomal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500059	Masked Female Researcher	Assets/Product/Texture/Image/RoleStory/YanjiuyuanNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500060	Lee Suit Side Story	Assets/Product/Texture/Image/RoleStory/LiqianzhuanNomal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500061	Graffiti Machine Shaded	Assets/Product/Texture/Image/RoleStory/XixiNomal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500062	Bruce	Assets/Product/Texture/Image/RoleStory/BulusiNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500063	Watanabe Side Story	Assets/Product/Texture/Image/RoleStory/DubianNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500064	Watanabe Instructor	Assets/Product/Texture/Image/RoleStory/JiaoguanNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500065	Kamui - Rank 3	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500066	Lucia - Rank 3 - Black	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500067	Common Corrupted 2	Assets/Product/Texture/Image/RoleStory/TongyongganrantiNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500068	Common Corrupted 3	Assets/Product/Texture/Image/RoleStory/TongyongganrantiNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500069	Sister 2	Assets/Product/Texture/Image/RoleStory/XiunvNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500070	Einsteina	Assets/Product/Texture/Image/RoleStory/AiyinsitannaNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500071	Becky	Assets/Product/Texture/Image/RoleStory/BeiqiNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500072	Condelina	Assets/Product/Texture/Image/RoleStory/KangdelinaNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500073	Guinevere	Assets/Product/Texture/Image/RoleStory/GuiniNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500074	Athmail	Assets/Product/Texture/Image/RoleStory/AsimaiNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500075	Heisen	Assets/Product/Texture/Image/RoleStory/HaisenNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500076	Shakespeare	Assets/Product/Texture/Image/RoleStory/ShashibiyaNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500077	Catherine	Assets/Product/Texture/Image/RoleStory/KaiselinNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500078	Aife	Assets/Product/Texture/Image/RoleStory/AifuNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500079	Cottie	Assets/Product/Texture/Image/RoleStory/AdaifuNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500080	Watanabe - Rank 3	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	539	-253.5
500081	Bruce	Assets/Product/Texture/Image/RoleStory/BulusiNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500082	Serum Full	Assets/Product/Texture/Image/RoleStory/ItemXueqing1.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500083	Serum Empty	Assets/Product/Texture/Image/RoleStory/ItemXueqing2.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500084	Archer	Assets/Product/Texture/Image/RoleStory/IceArchernomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500085	Harbor Boy	Assets/Product/Texture/Image/RoleStory/IceboyNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	484	-464.5
500086	Harbor Fisher	Assets/Product/Texture/Image/RoleStory/IcefishmanNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500087	Sailor	Assets/Product/Texture/Image/RoleStory/IcesailorNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500088	Diana	Assets/Product/Texture/Image/RoleStory/IceguideNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	513.8	-355.5
500090	Corrupted Father	Assets/Product/Texture/Image/RoleStory/SnowNomal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500091	Nanami - Rank 3	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	464.8	-345.6
500092	Nanami 3 Side Story Girl	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	486.6	-293
500093	Nanami 3 Side Story Old Man	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	519.5	-235
500094	Music Box Broken	Assets/Product/Texture/Image/RoleStory/ItemBayinhe1.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500095	Music Box Good	Assets/Product/Texture/Image/RoleStory/ItemBayinhe2.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500096	Fortress	Assets/Product/Texture/Image/RoleStory/bossonline01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	567.3	-247.1
500097	Roseblade	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500098	Rosetta (New editor scrapped)	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	819.5	-314.5
500099	Lucia - Rank 3 - White Hair	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	562.6	-404
500100	Lucia - Rank 3 - Alpha	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	505.6	-365
500101	Gabriel	Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500102	Christmas Gift	Assets/Product/Texture/Image/RoleStory/ItemShengdanliwu1.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500103	Christmas Tree	Assets/Product/Texture/Image/RoleStory/ItemShengdanshu1.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500104	Nanami 3 Side Story Robert	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNPC03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500105	Luna	Assets/Product/Texture/Image/RoleStory/LunaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500106	Cyril	Assets/Product/Texture/Image/RoleStory/XilierNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500107	Spacial Painting	Assets/Product/Texture/Image/RoleStory/ItemHua.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	545.8	-421.7
500108	Selena	Assets/Product/Texture/Image/RoleStory/SailinnaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	498.5	-319.9
500109	Selena Shattered	Assets/Product/Texture/Image/RoleStory/SailinnaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500110	Ayla	Assets/Product/Texture/Image/RoleStory/R2ErrorNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	500.5	-324
500111	Allen	Assets/Product/Texture/Image/RoleStory/AilunNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	526	-252.5
500112	Heteromer Terminal	Assets/Product/Texture/Image/RoleStory/YijuzhongduanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500113	Heteromer Aerial Monitor	Assets/Product/Texture/Image/RoleStory/YijukongzhongjianshiqiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500114	Female Glasses Otaku	Assets/Product/Texture/Image/RoleStory/YanjingzhainvNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500115	Ayla Shaded	Assets/Product/Texture/Image/RoleStory/R2ErrorNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500116	Operator	Assets/Product/Texture/Image/RoleStory/CaozuoyuanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500117	Jamilah Shaded	Assets/Product/Texture/Image/RoleStory/JiamilaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500119	Iron Ball Shaded	Assets/Product/Texture/Image/RoleStory/TieqiuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500120	Teenage Ayla	Assets/Product/Texture/Image/RoleStory/R2ErrorNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	507	-395
500121	Sophia Shaded	Assets/Product/Texture/Image/RoleStory/SufeiyaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500122	Human Soldier A	Assets/Product/Texture/Image/RoleStory/TongyongrenleibingNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500123	Human Soldier B	Assets/Product/Texture/Image/RoleStory/TongyongrenleibingNomal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500124	Changyu	Assets/Product/Texture/Image/RoleStory/ChangyuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	500	-388.5
500125	Jamilah	Assets/Product/Texture/Image/RoleStory/JiamilaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	495	-446
500126	Aston	Assets/Product/Texture/Image/RoleStory/AsidunNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	469.5	-264
