Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory59.jpg																								
2	1000		401							1	5																							
3	2		201							1	500005																							
4	3		301			DialogEnable				1	Soldier	Then, we will be bringing Miss Liv away.	1																					
5	4		201							1	500051																							
6	5		301							1	Mother	Understood.	1																					
7	6		201							1	500005																							
8	7		301							1	Soldier	Aren't you going to... have a few words with her?	1																					
9	8		201							1	500051																							
10	9		301							1	Mother	I've said all there's left to say. Just bring her back after the war ends.	1																					
11	10		201							1	500005																							
12	11		301							1	Soldier	...Al...right.	1																					
13	12		202							1					1																			
14	13		301									...																						
15	14		201							1	500053																							
16	15		301							1	Brother	She's finally gone.	1																					
17	16		201							1	500052																							
18	17		301								Sister	Haha... Just a simple dress to get rid of her.	1																					
19	18		201							1	500051																							
20	19		301		1		AniZhuanchangBegin			1	Mother	Alright, let's go back. No one's going to do your chores for you tomorrow.	1																					
