Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory618.jpg																								
2	2		401							1	36																							
3	3		201							1	500013					1																		
4	4		401							2	819004																							
5	5		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiHitNew.prefab		1																						
6	6		502							PanelActor1Shake																								
7	7		301			DialogEnable				1	Corrupted	Rawrgh!	1																					
8	8		202							1																								
9	9		401							2	2603																							
10	10		401							1	201																							
11	11		301									As the last Corrupted falls, the blue-hued space falls silent once again. Several tropical fish stare at the uninvited "guests" through the thick glass that houses them.																						
12	12		201							1	500394																							
13	13		301							1	Construct A	Threats cleared. No more hostile signals detected.	1																					
14	14		201							1	500498																							
15	15		301							1	Chiko	How is the life detector running?	1																					
16	16		201							1	500405																							
17	17		301							1	Construct B	It's set to upload the scans automatically at set intervals. Look.	1																					
18	18		201							1	500498																							
19	19		301							1		Chiko looks down at her terminal and finds a new imaging document there.																						
20	20		301									However, there are also multiple obstructions interfering with the signals within the detector's range. There is no way to pinpoint the location of a specific target.																						
21	21		301									Chiko nods and continues asking.																						
22	22		301								Chiko	How's the hacking on the surveillance authorization going?	1																					
23	23		301									...She hears no answers, just the sound of the Purifying Force members moving around.																						
24	24		204							1	4																							
25	25		301								Chiko	What's the status on the cameras?	1																					
26	26		301									Chiko raises her voice.																						
27	27		301								???	Why are you kicking me, Norris?																						
28	28		301									She can hear the mumbling from the back of the team.																						
29	29		204							1	14																							
30	30		301									Chiko sighs, frustrated by how badly her team is working together.																						
31	31		204							1																								
32	32		301									Almost every member of the Purifying Force is used to working alone. There has never been an operation that requires a team of more than five ever since the Purifying Force was formed.																						
33	33		301									Not to mention that the Purifying Force has enlisted many members from other squads, as well as new recruits fresh out of school, leading to the current situation.																						
34	34		301								???	I'm sorry. Were you asking for me, Vice-Captain?																						
35	35		301									Chiko takes a deep breath and calms herself, asking the same question the third time.																						
36	36		204							1	4																							
37	37		301								Chiko	Have we gotten access to the cameras?	1																					
38	38		201							1	500028																							
39	39		301							1	???	C-copy that, Vice-Captain. The hacking operation hasn't been completed yet at the moment...	1																					
40	40		301									A brief commotion of panic comes from the back. A young Construct is staring at the terminal, his fingers flying all over the keyboard.																						
41	41		301									His name is printed on the custom terminal—Delapoer.																						
42	42		301								Delapoer	The security system here isn't using the popular encryption method from the Golden Age. It's a bit difficult to crack it from the outside...	1																					
43	43		301								Delapoer	But if you can give me another 15 minutes... no, 10 minutes...	1																					
44	44		201							1	500498	14																						
45	45		301							1		Looking at the corpses on the floor and her injured teammate, Chiko contemplates for a moment.																						
46	46		204							1	4																							
47	47		301								Chiko	That's longer than we can afford. We've encountered five Corrupted attacks already. Who can say when the next one's coming?	1																					
48	48		301								Chiko	How long will it take if we hack it from an access point within the administrative room?	1																					
49	49		201							1	500028																							
50	50		301							1	Delapoer	Copy that, Vice-Captain... If I have access to the administrative room, I can transfer the virus directly to reset the system authorization.	1																					
51	51		201							1	500498	4																						
52	52		301							1	Chiko	I'm adjusting our objective. Prioritize making our way to the administrative room and access to the cameras.	1																					
53	53		301								Chiko	And stop saying "copy that" before every sentence, rookie. We don't need your habits from boot camp in the field.	1																					
54	54		201							1	500028																							
55	55		301							1	Delapoer	Copy—Understood, Vice-Captain.	1																					
56	56		201							1	500394																							
57	57		301							1	Construct A	But our mission here is to search for the Red-Tide-worshipping cult "Scarlet Revelation" that got tricked here by the Ascendants. The higher-ups won't be happy if we get sidetracked and get them killed.	1																					
58	58		201							1	500498	4																						
59	59		301							1	Chiko	If they were indeed tricked here by the Ascendants as the intel said, they could be monitoring us right now.	1																					
60	60		301								Chiko	It's already unusual that this "Copperfield Aquarium" is still running. We should at least get the security cameras on our side.	1																					
61	61		301								Chiko	Pack up, team! Check your ammo and prepare to go.	1																					
62	62		202							1					1																			
63	63		201							1	500019		-600																					
64	64		201							2	500405																							
65	65		201							3	500028		600																					
66	66		301							1	Purifying Force Member	Roger!	1	2	3																			
67	67		202							1	2	3			1																			
68	68		201							1	500028																							
69	69		301							1	Delapoer	...	1																					
70	70		201							2	500019		400																					
71	71		301							1	???	Hey, stop spacing out. Get your stuff and be ready to go.	2																					
72	72		202							1	2				1																			
73	73		201							1	500028		-400				1																	
74	74		201							2	500019		400																					
75	75		301							1	Delapoer	Ah?! Don't startle me, Norris...	1																					
76	76		301							1	Norris	Why on earth did you apply for the Purifying Force if you're so easily scared...	2																					
77	77		301							1	Norris	And what's wrong with you today? You can usually hack into small cameras like this just with your toes! Are you getting stage fright joining a big operation for the first time?	2																					
78	78		301							1	Norris	Or is the customized terminal I gave you not to your liking? I remember that you used to need the same pillow or you couldn't sleep well. Aren't you still using Sleeping Pod 3? Does it apply to terminals as well?	2																					
79	79		301							1	Delapoer	My toes... Stop exaggerating...	1																					
80	80		301							1		Delapoer shakes his head, bombarded by his terrible friend's endless questions.																						
81	81		301							1	Delapoer	The terminal is great. Like I said, the encryption here is uncommon.	1																					
82	82		301							1		Delapoer looks confused as he says that.																						
83	83		301							1	Delapoer	But most assets Copperfield left on the surface use the same encryption method. This is the first time I've seen something like this.	1																					
84	84		301							1	Norris	Maybe the guy was getting creative that day... or perhaps the Ascendants altered the encryption, haha...	2																					
85	85		301							1		Delapoer shivers, quickly covering Norris' mouth.																						
86	86		301							1	Delapoer	Knock on wood! I don't want to see any Ascendants today!	1																					
87	87		301							1	Norris	You're part of the Purifying Force now. Sooner or later you'll run into them.	2																					
88	88		301							1		Norris easily removes his hold and rests a hand on his shoulder instead, speaking to him earnestly.																						
89	89		301							1	Norris	This is part of growing up, you know?	2																					
90	90		301							1	Delapoer	You talk like you had met an Ascendant before...	1																					
