Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory3.jpg																								
2	100		401							1	210																							
3	2		301			DialogEnable						Above the City Central Purification Filter 015, Alpha slowly opens her eyes.																						
4	3		201							1	500100	8																						
5	4		301							1	α	Luna.	1																					
6	5		201							1	500105																							
7	6		301							1	Luna	What's the matter? Lucia?	1																					
8	7		201							1	500100																							
9	8		301							1	α	I want to meet her.	1																					
10	9		201							1	500105																							
11	10		301							1	Luna	...	1																					
12	11		204							1	13																							
13	12		301		1		AniZhuanchangBegin			1	Luna	Cool. Have fun.	1																					
