Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory259.png																								
2	2		401							1	203																							
3	3		301			DialogEnable						Although the Queen Program has been defeated, she does not seem to have taken any damage. You barely see a scratch on her.																						
4	4		201							1	500324																							
5	5		301							1	Queen Program	Your ridiculous struggle<//TRICK> will not prevail—this is my domain! I am its soverign<//ADMINISTRATOR>!	1																					
6	6		301									The Queen Program raises her hand, and Lucia and the group are all frozen. Not only can they not pick up their weapons, they cannot even move a single step.																						
7	7		202							1					1																			
8	8		301								Bugged Bunny	Freeze<//DUMMY>! Freeze<//DUMMY>!																						
9	9		201							1	500325																							
10	10		301							1	???	*****! This is not your ******* domain!	1																					
11	11		301									Following a furious roar, a cannonball explodes next to the Queen Program, and the dust and smoke cloud her vision.																						
12	12		301								???	Nanami, over here!	1																					
13	13		301									Inside the chaos, a hand grabs onto Nanami's arm and drags her out of the smoke.																						
14	14		201							1	500091																							
15	15		301							1	Nanami	Karenina?! What are you doing here?	1																					
16	16		203							1	0.25	-400																						
17	17		201							2	1111001	5	400																					
18	18		301							1	Karenina	Why do you think, you dummy?! I'm here to save you!	2																					
19	19		301									Nanami shakes Karenina's hand off hers and stubbornly turns away.																						
20	20		204							1	5																							
21	21		301								Nanami	That's impossible! You're lying! Nanami won't be tricked that easily!	1																					
22	22		301								Nanami	Everyone thinks Nanami is annoying! Everyone thinks I am trouble! Why... why would anyone wants Nanami back?	1																					
23	23		202							1	2				1																			
24	24		201							1	500324																							
25	25		301							1	Queen Program	Return Nanami<//#%?#%?> to me! She is my necessary tool<//KEY>!	1																					
26	26		401							2	1510																							
27	27		301									The Queen Program rushes toward the two of them, but as her hand is about to reach Nanami, a bullet hits her right in the arm.																						
28	28		201							1	500026																							
29	29		301							1	Lee	Nanami is Nanami... She's not yours...	1																					
30	30		302								Liv, hold her back!																							
31	31		201							1	1031001																							
32	32		301							1	Liv	Roger! You won't move any closer to her!	1																					
33	33		301									Liv's Levi-Gun and Lee's pistols create a dense field of cover fire, forcing the Queen Program back.																						
34	34		201							1	500324																							
35	35		301							1	Queen Program	That is impossible... Why can you move?! Wait—where are the other two?!	1																					
36	36		302								Chrome! Lucia!	37																						
37	37		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiHitNew.prefab	2																							
38	38		401							2	10002001																							
39	39		301									Two sharp blades strike at the Queen Program from her blindsides, sending her flying.																						
40	40		201							1	500166		-400																					
41	41		201							2	500155		400																					
