Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/BgStory0.png																								
2	2		401							1	201																							
3	3		301			DialogEnable						Lucia's M.I.N.D. is shaking violently once again, killing the lights in her surroundings. The Mind Beacon in the distance seems to have grown dimmer, too.																						
4	4		201							1	500166																							
5	5		301							1	Lucia	It's happening again... I need to leave now. I can still stop the merge!	1																					
6	6		305							7	66																							
7	7		202							1					1																			
8	8		301									The pitch darkness returns, but it does not stop Lucia.																						
9	9		301									Shards of memory hover in the air, seemingly luring her to reach out for them.																						
10	10		201							1	500166																							
11	11		301							1	Lucia	The memories before the divergence point are back...	1																					
12	12		301									She reaches out for the shard in front of her, but she stops as she hesitates and looks up at the Mind Beacon.																						
13	13		301								Lucia	It could be a clue, or it could be a trap to stall me...	1																					
14	14		202							1					1																			
15	15		302				AniZhuanchangBegin				(Touches it)	16	(Leaves now)	59																				
16	16		401							1	204																							
17	17		301			AniZhuanchangEnd						Lucia feels much safer seeing the Mind Beacon's soothing light. She reaches out for the shard.																						
18	18		301				AniZhuanchangBegin					Then, Lucia's childhood voice can be heard coming from the depths of the abyss...																						
19	19		101							Assets/Product/Texture/Image/BgCg/Cgqz103.png																								
20	20		504							1																								
21	21		301			AniZhuanchangEnd					Lucia	Once upon a time, an evil king was all by himself. He had the elixir of life, but he never shared it with anyone.																						
22	22		301									In the faded memory, Luna is sitting in Lucia's arms and listening to her reading a story from a magazine she found.	1																					
23	23		301								Lucia	And war broke out one day. A lot of people died.																						
24	24		301								Lucia	He went to his people and shouted, "I can share my elixir of life with you."																						
25	25		301									Lucia holds on to Luna's hand as she reads the book, rubbing the back of her hand.																						
26	26		301								Lucia	Some people said no because they didn't believe him, but some said yes because they were desperate.																						
27	27		301								Lucia	But most of the people who drank the elixir died. Those who survived had scales and horns growing out of their body. They looked like the evil king now.																						
28	28		301								Lucia	People were angry, thinking they'd been tricked. They stopped fighting amongst themselves and tried to fight the evil king and those who'd turned into monsters.																						
29	29		301								Luna	Why did they try to fight those who'd turned into monsters?																						
30	30		301								Lucia	Because those people became immortal monsters. The humans were afraid that they wouldn't be able to fight the monsters if they ever got bullied by them.																						
31	31		301								Luna	Why didn't the humans just drink the elixir themselves?																						
32	32		301								Lucia	Because they were afraid that the elixir would either kill them or turn them into monsters.																						
33	33		301								Luna	...So what happened next?																						
34	34		301								Lucia	The leader of the humans caught one of the monsters. "If you can poison the evil king's drink and kill him, I shall reward you properly," the leader politely said to the monster.																						
35	35		301								Lucia	The monster happily agreed. After the monster passed the poisoned drink to the lonely king, he drank it all with a smile on his face, because it'd been so long since he last spent time with anyone.																						
36	36		301									Lucia picks up the blanket on the floor and covers Luna with it.																						
37	37		301								Luna	Did the evil king die?																						
38	38		301								Lucia	He did, and the humans captured all the monsters. The world was all peaceful again with just humans in it. How wonderful.																						
39	39		301								Luna	But how is it wonderful? Wasn't it the humans who started the war? If they hadn't, the evil king wouldn't have decided to hand out his elixir.																						
40	40		301								Lucia	That's true, but that's how it goes in the story.																						
41	41		301								Luna	Poor evil king...																						
42	42		301								Lucia	Why? A lot of people died because of his elixir!																						
43	43		301								Luna	But he only handed out his elixir because the war had killed a lot of people, no?																						
44	44		301								Luna	Should he just sit around and hope the world would get better?																						
45	45		301									Lucia puts down the magazine. She pats Luna on the back as she thinks about Luna's question.																						
46	46		301								Lucia	But that's still not a good reason for the evil king to go around handing out his evil elixir. There has to be a different solution!																						
47	47		301								Luna	Like what?																						
48	48		301				AniZhuanchangBegin				Lucia	...I don't know, but there has to be!																						
49	49		101							Assets/Product/Texture/Image/BgStory/BgStory0.png																								
50	50		401							1	201																							
51	51		504							0																								
52	52		301			AniZhuanchangEnd						Lucia's M.I.N.D. is now shaking violently again, sending the shards of memories flying in the air.																						
53	53		201							1	500238	4																						
54	54		301							1	Luna	People are always afraid of those different from themselves. They try to get rid of them if they can't use them.	1																					
55	55		301								Luna	So I made myself a promise... I wanted to build a paradise for us, an eternal paradise for just the two of us...	1																					
56	56		202							1					1																			
57	57		301									As the red lights return, Lucia can hear something speaking to her—something that looks like Luna.																						
58	58		301				AniZhuanchangBegin					A paradise for us... with all the monsters...																						
59	59		101							Assets/Product/Texture/Image/BgStory/Bgstory257.png																								
60	60		301			AniZhuanchangEnd						The Mind Beacon is now flashing rapidly, as if calling for Lucia.																						
61	61		201							1	500166	5																						
62	62		301							1	Lucia	These memories won't change a thing no matter how much time I spend looking at them. I should go now. They're waiting for me.	1																					
63	63		301									The pitch darkness clears up. Right above the abyss, a star shines brighter than ever.																						
64	64		301								Lucia	Target found. I'm moving on.	1																					
65	65		202		1		AniZhuanchangBegin			1																								
66	66		202		1		AniZhuanchangBegin			1					1																			
