Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/BgStory19.jpg																								
2	2		401							1	211																							
3	3		201							1	500092																							
4	4		301							1	Amy	...	1																					
5	5		301								Amy	...Nanami?	1																					
6	6		301								Amy	Nanami?	1																					
7	7		204							1	7																							
8	8		301								Amy	Nanami!	1																					
9	9		204							1																								
10	10		203							1	0.25	400																						
11	11		201							2	500093		-400																					
12	12		301							1	Garrison	She's not here.	2																					
13	13		301								Garrison	She's in the hunting grounds already.	2																					
14	14		301								Amy	...	1																					
15	15		301								Amy	All this attacking and robbing... Are we really that different from the Corrupted?	1																					
16	16		301								Garrison	We are humans.	2																					
17	17		301								Amy	We are humans...	1																					
18	18		301								Amy	Robert, and Nanami, what's their difference...? Just because they aren't human, just because of that, doesn't mean they can be sacrificed freely!	1																					
19	19		301								Amy	The hunting grounds... Robert was the first...	1																					
20	20		301								Amy	We were friends... friends... All along... he did so much for us...	1																					
21	21		301								Garrison	...	2																					
22	22		401							1	202																							
23	23		401							2	1503																							
24	24		301			RImgBg1Shake						——!————!																						
25	25		204							1	7																							
26	26		301								Scavenger A	W-what's happening?																						
27	27		301								Scavenger B	An e-earthquake?																						
28	28		401							2	1503																							
29	29		301			RImgBg1Shake						—!																						
30	30		202							1	2				1																			
31	31		201			RImgBg1Shake				1	500096																							
32	32		401							2	1503																							
33	33		401							2	1507																							
34	34		301							1	Fortress	——!——!	1																					
35	35		301								Scavenger A	A military-grade Corrupted? This big?!																						
36	36		301								Scavenger B	Wha-wh-why is it here?!																						
37	37		301								Scavenger A	...From the hunting grounds... the pit... there's a hole there!																						
38	38		301								Scavenger A	Is this our... punishment...?																						
39	39		301								Scavenger B	—Run!!																						
40	40		201							1	500092	7																						
41	41		401							2	1503																							
42	42		301			RImgBg1Shake					Amy	——?!	1																					
43	43		201							1	500093	9																						
44	44		401							2	1503																							
45	45		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiHitNew.prefab		1																						
46	46		401							2	1503																							
47	47		301							1		——!	1																					
48	48		401							1	211																							
49	49		203							1	0.25	400																						
50	50		201							2	500092	7	-400																					
51	51		301							1	Amy	...Leader? Why... are you... saving me...	2																					
52	52		204							2																								
53	53		301							1	Garrison	I never thought that I would be a true savior, Amy.	1																					
54	54		301								Garrison	I...	1																					
55	55		301								Garrison	Go, warn the others. Try and save as many as you can see.	1																					
56	56		301								Garrison	...Now run!	1																					
57	57		301				AniZhuanchangBegin				Amy	...OK!	2																					
58	58		202							1	2				1																			
59	59		101							Assets/Product/Texture/Image/BgStory/BgStory68.jpg																								
60	60		201							1	500092																							
61	61		301			AniZhuanchangEnd				1	Amy	Everyone! Run! Away from the tunnels!	1																					
62	62		301								Scavenger C	Ah... my leg...																						
63	63		204							1	7																							
64	64		401							2	1514																							
65	65		301								Amy	(Pants) Are you okay? Can you still run?	1																					
66	66		204							1																								
67	67		301								Scavenger C	I-I can, thank you!																						
68	68		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiHitNew.prefab		1																						
69	69		401							2	1503																							
70	70		204							1	7																							
71	71		301								Amy	Watch out!	1																					
72	72		204							1																								
73	73		301			RImgBg1Shake	AniZhuanchangBegin				Amy	Nanami... I'm sorry.	1																					
74	74		202							1					1																			
75	75		401							1	112																							
76	76		101							Assets/Product/Texture/Image/BgCg/Cgqz802.jpg																								
77	77		301			AniZhuanchangEnd					Nanami	Haiya, just in time!																						
78	78		301								Amy	...Nanami, how did you...																						
79	79		301								Nanami	I sense that Amy's in danger.																						
80	80		301								Nanami	Just hold on a little though, Nanami's going to deal with this big head first!																						
81	81		401							2	1507																							
82	82		301		1		AniZhuanchangBegin				Fortress	——!																						
