Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/BgStory0.png																								
2	1000		401							1	2																							
3	2		301			DialogEnable	AniZhuanchangBegin					Silence fills the air after the battle ended. Tifa slowly moves toward the Musashi IX, and—																						
4	3		101							Assets/Product/Texture/Image/BgCg/Cg215_2.jpg																								
5	4		301			AniZhuanchangEnd						She easily pulls out Musashi IX's head and raises it up.																						
6	5		301								Tifa	I win.																						
7	6		301								Roland	...																						
8	7		301									Still smiling, Roland remains silent.																						
9	8		301									Tifa stares mesmerized at the mechanoid head. She seems to be immersed in her own world...																						
10	9		301								Tifa	What an amazing feeling... How irresistible...																						
11	10		301								Tifa	Commandant, did you see that?																						
12	11		301								Tifa	I—																						
13	12		301								Tifa	Survived...																						
14	13		301									...																						
15	14		301		1		AniZhuanchangBegin				Roland	What a masterpiece...																						
