Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		701							Assets/Product/Scene/ScenePrefab/Scene01601a.prefab	0|0|0	0|0|0	1|1|1																					
2	2		401							1	211																							
3	3		702							sp1|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0101.prefab|160|194.1|28.1|0|-145|0	sp2|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0102.prefab|160|194.1|28.1|12|-145|0	sp3|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0106.prefab|160|194.1|28.1|0|-165|0	sp4|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0104.prefab|160|194.1|27.1|0|-27|0	sp5|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0101.prefab|183|194.5|29|0|-90|0	sp6|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0102.prefab|160|194.1|28.1|12|-155|0	sp7|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0101.prefab|160|193.8|28.1|0|-145|0	sp8|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0101.prefab|160|194.1|28.1||-155|0	sp9|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0104.prefab|180.5|188.11|9.7|0|-27|0	sp10|Assets/Product/Camera/TrackStroy/OnePeople/TSNum0104.prefab|182.5|187.63|8|0|-27|0															
4	4		703							sp7																								
5	5		704							600014	171.54|193.94|29.47	0|-145|0																						
6	6		704							600015	169.45|193.94|29.48	0|-145|0																						
7	7		704							600016	167.68|193.94|29.55	0|-145|0																						
8	8		704							600004	171.92|193.85|27.27	0|-145|0																						
9	9		704							600005	169.37|193.85|27.57	0|-145|0																						
10	10		704							600006	167.71|193.85|27.87	0|-145|0																						
11	11		704							600017	165.53|194.11|28.41	0|-145|0																						
12	12		704							1000000	160|194.1|28.1	0|-170|0																						
13	13		707						400	1000000	PlotStand1	Face03																						
14	14		708			AniZhuanchangEnd				600001	The last test went well. Thank you, Liv.	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	100000222			1																		
15	15		703							sp1	8																							
16	16		708							1000000	It's my duty. Everyone is counting on me.		100000229																					
17	17		708							600002	...It's our fault that we have to rely on you to do all this alone.	Assets/Product/Texture/Image/RoleCharacter/XibokeladiNormal01.png	100000226			1																		
18	18		707						10000	1000000	UiNewCharActivityStand1																							
19	19		707						10000	1000000	UiNewCharActivityStand2																							
20	20		703						200	sp2	0																							
21	21		703							sp6	40																							
22	22		708							1000000	Someone has to do it. I'm glad that I have earned your trust.		100000230																					
23	23		708							1000000	I know you picked the name Hippocrates to remind your student not to betray the oath they made.		100000231																					
24	24		708							1000000	Just like the day I made my oath, I still wish to dedicate my life to the service of humanity. The well-being of my patients always comes first. I will respect the autonomy and dignity of all lives.		100000232																					
25	25		708							1000000	It is my greatest honor to be your student and grow under everyone's care.		100000233																					
26	26		708							1000000	That's why I will never forget the Hippocratic Oath. Because that is all I wish for.		100000234																					
27	27		708							600002	...It seems like there's nothing else I can teach you.	Assets/Product/Texture/Image/RoleCharacter/XibokeladiNormal01.png	100000227			1																		
28	28		708							600002	...Class dismissed.	Assets/Product/Texture/Image/RoleCharacter/XibokeladiNormal01.png	100000228			1																		
29	29		703							sp8																								
30	30		708							1000000	Thank you... Professor.		100000235																					
31	31		707						400	1000000	PlotTalk1ToStand1																							
32	32		707						400	1000000	PlotStand1																							
33	33		708							600001	You will be landing in the abandoned church where Gray Raven and Chrome are. According to our locators, the twins are also approaching there.	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	100000223			1																		
34	34		707						400	1000000	PlotStand1ToSad1																							
35	35		707						400	1000000	PlotSad1Loop	Face01																						
36	36		703						200	sp3																								
37	37		708							1000000	How are they?		100000236																					
38	38		708							600001	We've successfully established communication. You can talk to them in the transport craft.	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	100000224			1																		
39	39		707						900	1000000	PlotSad1ToStand1	Face02																						
40	40		707						400	1000000	PlotStand1	Face01																						
41	41		708							1000000	Understood.		100000237																					
42	42		708							600001	Liv... you're the hope of humanity. Save them.	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	100000225			1																		
43	43		707						900	1000000	PlotStand1ToSerious1																							
44	44		707						400	1000000	PlotSerious1Loop																							
45	45		708							1000000	I will not let you down.		100000238																					
46	46		703						7000	sp4	10																							
47	47		502		1	AniZhuanchangBegin				AniZhuanchangBegin																								
