Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory233.png																								
2	2		401							1	28																							
3	3		201							1	500230	5																						
4	4		301			DialogEnable				1	Young Lad	Where do you think you're going!	1																					
5	5		202							1					1																			
6	6		301									The young lad blocks the rebels' escape and knocks over their chieftain.																						
7	7		301									Seeing their leader fall, the thieves kneel down in fright and surrender.																						
8	8		301									Only the young lad clad in an black robe stands resolute on the stage to a round of resounding applause.																						
9	9		301				AniZhuanchangBegin					This is just another night in Kowloong, way back in the past...																						
10	10		101							Assets/Product/Texture/Image/BgStory/BgStory67.jpg																								
11	11		301			AniZhuanchangEnd						...																						
12	12		401							2	1515																							
13	13		301								System Notice	Record recovery over.																						
14	14		301								Huaxu	Unable to determine why "she" would want to access such data.																						
15	15		301									Huaxu shows a brief pause in response.																						
16	16		301									It might have been to do with having a new master. Or perhaps Huaxu has yet to adapt to the way she handles things.																						
17	17		301								Huaxu	Even for the purpose of "studying humanity", it is unknown as to why one would access such a wide range of data.																						
18	18		301									At this moment, Huaxu is floating in the center of a virtual space, and in front... are the data nodes that "she" has requested for.																						
19	19		301								Huaxu	But... I will carry out the commands.																						
20	20		301									Huaxu waves, sending data to the place to the output node.																						
21	21		301								Huaxu	Broadcast accessed data.																						
22	22		301									Because Huaxu is an AI.																						
23	23		301									And an AI's prerogative is determined by its creator.																						
24	24		301									As long as this is the master's wish, an AI will do everything to fulfill the master's will.																						
25	25		301		1		AniZhuanchangBegin				Huaxu	Now processing the next command.																						
