Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		401							1	207																							
2	2		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/BgStory28.jpg																								
3	3		201							1	500013																							
4	4		301			DialogEnable				1	Special Corrupted	H...home...I'm going h-...	1																					
5	5		201							1	500166					1																		
6	6		301							1	Lucia	Despite its peculiar behavior, its combat capabilities seem to be in line with other Corrupted forms we've encountered.	1																					
7	7		202							1					1																			
8	8		301									Changyu walks up to next to the Special Corrupted form and picks up one of Zongs, whispering in a voice so low that no one else could hear.																						
9	9		201							1	500124	5				1																		
10	10		301							1	Changyu	It really is Old Man Fu... No one else ties butterfly knots on their Zongs.	1																					
11	11		301								Changyu	I've got some good news for you, Old Man. The Nighter has returned to the home you've longed for. All those wandering souls, adrift for so long, are finally home in Kowloong City.	1																					
12	12		202							1					1																			
13	13		301									The eyes of the Corrupted, normally so dull and lifeless, suddenly glimmer with faint light.																						
14	14		201							1	500013					1																		
15	15		301							1	Special Corrupted	Kow...Loong...	1																					
16	16		201							1	500124	5				1																		
17	17		301							1	Changyu	Old Man, your friends and family on board? They're safe. They're most likely in Kowloong City now, celebrating Duanwu in peace.	1																					
18	18		301								Changyu	One more thing. I don't know if you can hear this, but I still wanted to let you know —	1																					
19	19		204							1	1																							
20	20		301				AniZhuanchangBegin				Changyu	Old Man Fu... Your Zongs are the best in the entire world.	1																					
21	21		202							1					1																			
22	22		101							Assets/Product/Texture/Image/BgStory/BgStory31.jpg																								
23	23		401							1	208																							
24	24		301			AniZhuanchangEnd						— After a period of searching, Watanabe and the group finally locate the missing Forsaken soldier, buried under the rubble.																						
25	25		201							1	1101001	5				1																		
26	26		301							1	Watanabe	Hey! You still with us?	1																					
27	27		203							1	0.25	-400																						
28	28		201							2	500172		400			1																		
29	29		301							1	Forsaken Soldier	M-Mr. Watanabe? And the Gray Raven? Why're you all here?	2																					
30	30		301								Watanabe	I should be asking you that question! Why didn't you fall back with the others?	1																					
31	31		301								Forsaken Soldier	Well... today's the festival, see. I thought to m'self, no way we're celebrating without these Zongs, so...	2																					
32	32		301								Watanabe	Idiot! Who's celebrating if you wind up dead?	1																					
33	33		301								Watanabe	Let go of that container immediately. We. Are. Leaving!	1																					
34	34		301								Forsaken Soldier	No way! The guys are waiting on me to bring the food back!	2																					
35	35		202							1	2				1																			
36	36		201							1	500124	5				1																		
37	37		301							1	Changyu	Then I'll drag you and the container back with us!	1																					
38	38		301								Changyu	I'm not losing anything else today, food or men.	1																					
39	39		202							1					1																			
40	40		301									At the sight of Changyu's somber expression, Watanabe couldn't help but chuckle.																						
41	41		201							1	1101001	1	400			1																		
42	42		201							2	500124	1	-400			1																		
43	43		301							1	Watanabe	Alright, then we're counting on you, Changyu of the Akdelik.	1																					
44	44		301							1	Changyu	I've got it. Leave it to me.	2																					
45	45		202							2					1																			
46	46		203							1	0.25																							
47	47		301								Watanabe	By the way, Commandant, remember when I told you about that guy stupid enough to name himself "Zong"?	1																					
48	53		302								Of course	48	You weren't kidding?	48																				
49	48		301									With a sigh, Watanabe gestures at the Forsaken Soldier cradling the box of food.																						
50	49		301								Watanabe	— Meet the guy.	1																					
51	50		201							1	500172					1																		
52	51		301		1		AniZhuanchangBegin			1	Zong	You calling me?	1																					
