Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory262.png																								
2	2		401							1	201																							
3	3		301			DialogEnable					Yata	V.																						
4	4		301								Valeria	Yes?																						
5	5		301									Climbing onto the wall with her appendages, Yata checks the next waypoint. Valeria soon follows.																						
6	6		301								Yata	I caught our rat's signal. This should be the right way.																						
7	7		301								Valeria	Within sniping distance?																						
8	8		301									Valeria reaches for her back subconsciously.																						
9	9		301								Yata	This is a virtual space inside Gestalt. Your anti-materiel rifle isn't a data weapon.																						
10	10		301								Yata	And the data weapons we have here won't do from this range. Give up.																						
11	11		301								Valeria	...Sorry. Old habits.																						
12	12		301								Yata	It's a long trek to the next waypoint. You'll never get there at your pace, need a ride?																						
13	13		301		1		AniZhuanchangBegin				Valeria	Sure.																						
