Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory283.png																								
2	2		401							1	201																							
3	3		301			DialogEnable						Disconnecting the cable, Nanami's face is veiled behind her upraised arm.																						
4	4		301									And so, Martin and Rohacchi do not catch her saddened expression.																						
5	5		201							2	500211		-700																					
6	6		201							3	500084		650																					
7	7		201							1	500091	1	100																					
8	8		301							1	Nanami	Phew...	1																					
9	9		301								Martin	What happened? You just went silent, so we didn't feel safe disconnecting you from the terminal.	2																					
10	10		301								Rohacchi	Test. Not?	3																					
11	11		301								Nanami	Oh, um... Haha, that mecha babushka just barged in immediately.	1																					
12	12		301								Nanami	But it's okay, it told me everything it wanted to.	1																					
13	13		301								Rohacchi	Now. What. Do?	3																					
14	14		301								Nanami	Now... Let's see...	1																					
15	15		301								Nanami	Oh, right! In that book, the protagonist has three other companions!	1																					
16	16		301								Nanami	But here, we only have... two. So, next up, let's look for the third!	1																					
17	17		301		1		AniZhuanchangBegin				Martin & Rohacchi	...?	2	3																				
