Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/BgStory28.jpg																								
2	2		401							1	201																							
3	3		201							1	1031001																							
4	4		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		1																						
5	5		301			DialogEnable				1	Liv	Commandant... we...	1																					
6	6		301								Liv	Not that we don't trust Watanabe, Commandant, but you should at the very least notify us before you travel to Forsaken territory by yourself...	1																					
7	7		201							1	1021001																							
8	8		301							1	Lucia	Pardon me, Commandant, but that was really unwise.	1																					
9	9		201							1	1011001	10																						
10	10		301							1	Lee	Hmph. Going there all by yourself without bringing anyone of us...	1																					
11	11		204							1																								
12	12		301								Lee	This call would have been your obituary just a few months ago!	1																					
13	13		302								I trust Watanabe.	14	Hey, hey, who's the commandant here?	14																				
14	14		301								Lee	So? What are the coordinates?!	1																					
15	15		201							1	1031001																							
16	16		301							1	Liv	We'll head over immediately. Commandant, please stay safe in the meanwhile.	1																					
17	17		201							1	1021001																							
18	18		301							1	Lucia	We have to get to Commandant before Oasis retracts its dome.	1																					
19	19		302								Watanabe will keep Oasis safe, I'm sure.	20	I know I can count on my squad!	21																				
20	20	23	301								Lucia	Doesn't matter how Oasis react—your safety is still our responsibility, Commandant.	1																					
21	21		201							1	1011001																							
22	22		301							1	Lee	Now we're your squad, huh?!	1																					
23	23		201							1	1031001																							
24	24		301							1	Liv	I've located Commandant's location... Massive Corrupted activity sighted in the area!	1																					
25	25		201							1	1021001																							
26	26		301							1	Lucia	Let's go help the Forsaken for Commandant's sake.	1																					
27	27		201							1	1031001		-450																					
28	28		201							2	1011001		450																					
29	29		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		2																						
30	30		301							1	Liv & Lee	Copy!	1	2																				
31	31		202							1					1																			
32	32		505								Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		1																					
33	33		203							2	0.25																							
34	34		301								Lee	But... what should we say if the people up top ask about it?	2																					
35	35		302								Leave that to me.	36	Relax. I'm the best at doing review reports.	36																				
36	36		202							2					1																			
37	37		505								Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		2																					
38	38		201							1	500080																							
39	39		301							1	Watanabe	Monitor Corrupted signals at all times. Send reinforcement to A-1. Stay in position, C-3.	1																					
40	40		302								Is that a new frame?	100	Is the situation that bad that it requires this frame?	41																				
41	100	42	301								Watanabe	...	1																					
42	41		301								Watanabe	??!	1																					
43	42		301								Watanabe	Why the hell are you here? Get back!	1																					
44	43		302								Let me help you.	44	I'm here for the fireworks—I'm here to help you, duh!	44																				
45	44		301								Watanabe	How is an unarmed human going to help?!	1																					
46	45		301								Watanabe	So just get...	1																					
47	46		203							1	0.25	-450																						
48	47		201							2	1021001		450																					
49	48		301							1	Lucia	Corrupted on the west side are clear. No sign of them converging again.	2																					
50	49		202							2					1																			
51	50		203							1	0.25																							
52	51		301		1		AniZhuanchangBegin				Watanabe	...	1																					
