Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		401			AniZhuanchangEnd				1	202																							
2	2		101							Assets/Product/Texture/Image/BgStory/Bgstory94.png																								
3	3		201							2	1031001		-400																					
4	4		201							3	1091001		400																					
5	5		301			DialogEnable				1	Liv	The trapped person... It's the kid I saw, the one with the picture frame!	2																					
6	6		301							1	Bianca	In the commotion, he ran off towards the playground over there.	3																					
7	7		203							2	0.25	-600																						
8	8		203							3	0.25	600																						
9	9		201							1	500163																							
10	10		301							1	Nanny	That must be... the child the master wants me to find... I must protect him...	1																					
11	11		302								Take five here	12																						
12	12		301							1	Commandant	Search for resources here. Once we are resupplied, continue the chase.																						
13	13		401							1	208																							
14	14		202							1	2	3																						
15	15		201							1	500127																							
16	16		301							1	Sophia	Lots of batteries here. Take a few as backups.	1																					
17	17		203							1	0.25	400																						
18	18		201							2	1011001	6	-400																					
19	19		301							1	Lee	They've got some mechanoids I haven't seen before... What a surprise...	2																					
20	20		202							1																								
21	21		203							2	0.25	400																						
22	22		201							3	1081001	2	-400																					
23	23		301							1	Kamui	Wow! It's Dragoon Quest! I've never played this one before!	3																					
24	24		202							2																								
25	25		203							3	0.25	400																						
26	26		201							1	1021001	6	-400																					
27	27		301							1	Lucia	I... got a Froggie here...	1																					
28	28		202							3																								
29	29		203							1	0.25	400																						
30	30		201							2	1031001	6	-400																					
31	31		301							1	Liv	Now there's a side of Lucia we don't often get to see. Oh, here's a snow globe.	2																					
32	32		202							1	2																							
33	33		302								Wait a bit	34																						
34	34		201							1	500163																							
35	35		301							1	Nanny	If only the child could play with you all...	1																					
36	36		202							1																								
37	37		201							2	1021001		-400																					
38	38		201							3	1091001		400																					
39	39		301							1	Lucia	Can we switch on the power here so that we can better track down the main power source?	2																					
40	40		301							1	Bianca	There also seems to be more and more metal coils around us. Suspicious.	3																					
41	41		203							2	0.25	-600																						
42	42		203							3	0.25	600																						
43	43		201							1	1011001																							
44	44		301							1	Lee	Already on it... It's probably from the sturdy metal insulation present in all the buildings in this district.	1																					
45	45		301							1	Lee	Route plotting suggests we have to pass through a playground to get to the main power source.	1																					
46	46		202							2	3																							
47	47		203							1	0.25	400																						
48	48		201							2	500127		-400																					
49	49		301							1	Sophia	If we can get the power flowing and activate the lighting systems, they will guide us to the playground.	2																					
50	50		203							1	0.25	600																						
51	51		203							2	0.25	-600																						
52	52		201							3	1031001																							
53	53		301							1	Liv	Not a bad idea.	3																					
54	54		202							1	2	3																						
55	55		201							2	1021001		-400																					
56	56		201							3	1091001		400																					
57	57		301							1	Lucia & Bianca	We found a map under a cashier's counter.	2	3																				
58	58		203							2	0.25	-600																						
59	59		203							3	0.25	600																						
60	60		201							1	500163																							
61	61		301							1	Nanny	I remember... the way...	1																					
62	62		302								No time to waste	63																						
63	63		504							0.3	6																							
64	64		301		1		AniZhuanchangBegin			1		As the lights brighten up the place one by one, the prosperous past of this place becomes increasingly visible. Yet the screeches of Constructs also follow...																						
