Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		102							Nameless Island	Day 3	Assets/Product/Texture/Atlas/CommonLogo/BgLogo1.png																						
2	2		502							ThemeEnable																								
3	3		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory305.png																								
4	4		401							1	45																							
5	5		201							1	1031001		-400																					
6	6		201							2	500026		400																					
7	7		301			DialogEnable				1	Liv	I've detected someone... or something with immense Punishing Virus concentration 1.3km south of here!	1																					
8	8		301								Liv	This level of concentration... It can't be a normal Corrupted...	1																					
9	9		301								Lee	Let's go check it out.	2																					
10	10		301									The duo rushes toward the moving target as fast as they can, but they can only barely see the figure from behind.																						
11	11		301								Liv	That's...	1																					
12	12		301								Lee	Roland.	2																					
13	13		204							2	10																							
14	14		301								Lee	Seems like my hunch was correct. Everything always leads back to them.	2																					
15	15		204							2																								
16	16		301								Lee	But Lucia and the commandant are our top priorities right now. Any readings yet?	2																					
17	17		301								Liv	Yes. The commandant's signal is weak, but it's enough to get a reading on the coordinates.	1																					
18	18		301									Liv hands her terminal to Lee.																						
19	19		301								Lee	If this is where they are...	2																					
20	20		301								Lee	I can calculate our route. We'll have to take a slight detour, but at least we'll be fairly safe.	2																					
21	21		301								Lee	Let's go save the commandant.	2																					
22	22		301				AniZhuanchangBegin				Liv	Roger!	1																					
23	23		202							1	2				1																			
24	24		101							Assets/Product/Texture/Image/BgStory/Bgstory186.png																								
25	25		301			AniZhuanchangEnd						Today marks the third day stuck on this island.																						
26	26		301									Surrounded by "attendants," you return to the "palace" and watch a meaningless performance. During which, you are forced to wear the prince's musty costume.																						
27	27		301									You barely manage make it through the unpalatable "banquet" and flee the "palace."																						
28	28		301									In order to find Lucia after "splitting her tail into legs," you have been wandering the beach since last night. Since this behavior does not contradict the prince in the story, the surveillance around you is much more relaxed.																						
29	29		301									During this rare moment of free time while looking for Lucia, you take the opportunity to debug the terminal and repeatedly try to send signals to Lee and Liv.																						
30	30		301									Soon after, the first ray of dawn brings an end to the fleeting summer night.																						
31	31		101							Assets/Product/Texture/Image/BgStory/Bgstory210.png																								
32	32		301									The breaking sun pierces the clouds and reflects silver light on the sea.																						
33	33		301									In your peripheral vision, you see a blue figure slowly emerge.																						
34	34		302								Lucia!	35	(Run toward her)	36																				
35	35		301									Hearing you call out to her, she quickly comes over.																						
36	36		201							1	500347																							
37	37		301							1		Seeing Lucia again, she is as silent as the mermaid princess in the story.	1																					
38	38		302								What's wrong?	39																						
39	39		204							1	1																							
40	40		301									Lucia forces a smile and shakes her head.																						
41	41		302								You can't speak...?	42																						
42	42		301									She nods, then looks at you inquisitively.																						
43	43		302								You want to know if I'm okay?	44																						
44	44		301									Lucia nods again.																						
45	45		302								There have been a few bumps along the way, but I can still handle myself.																							
46	46		201							1	500354																							
47	47		301							1	Attendant	Your Highness!	1																					
48	48		301									Before you have time to say anything more to Lucia, the attendant appears at an inopportune time.																						
49	49		301								Attendant	Ah, what a beautiful lady! Does thou wish to take her back to the palace, Your Highness?	1																					
50	50		301									It reads its lines in an exaggerated tone.																						
51	51		201							1	500347																							
52	52		301				DialogDisable					You return an inquisitive look at Lucia, but she shakes her head.																						
53	53		302								...Now's not the time to fight?	54																						
54	54		302								Then I guess let's just follow the attendant back.	55																						
55	55		301			DialogEnable						She quietly follows you as the attendant leads you back to the palace.																						
56	56		301									You quickly realize something is wrong with Lucia.																						
57	57		301									Although Lucia has a high tolerance for pain, whenever the pain exceeds a certain threshold, she has a habit of gripping the handle of her blade more tightly than usual.																						
58	58		301									Had it not been for your time fighting as comrades on the battlefield, you would have missed such a small detail.																						
59	59		302								(Are you hurt?)	60	...Is it the tips of your feet?	60																				
