Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory155.png																								
2	2		401							1	208																							
3	3		201							1	500445	2																						
4	4		301			DialogEnable				1	Pulao	Whoa! I know this! This... is a mystery box, isn't it?!	1																					
5	5		204							1	5																							
6	6		301								Pulao	I once had to buy six of them to get the finger puppet I wanted... Sob...	1																					
7	7		204							1	1																							
8	8		301								Pulao	Now, let me give it a good shake... Hmm. Feels like something soft and fluffy.	1																					
9	9		301									Pulao opens the box, squinting as she finds a panda plushie dressed as the weaver girl inside. Unlike the perfectly made plushie itself, the dress looks hand-stitched.																						
10	10		204							1	2																							
11	11		301								Pulao	Oh my god! That's so cute! Could this be a secret variant?!	1																					
12	12		302								I think the maker must have made this by hand.	13																						
13	13		301								Pulao	I hereby declare that this is the Limited Double-Seventh-Exclusive Panda plushie! More importantly, it's a gift from Commandant!	1																					
14	14		302								Yeah, this is the only one in the world.	15																						
15	15		204							1	1																							
16	16		301		1		AniZhuanchangBegin				Pulao	Join our Double Seventh Festival celebration next year, Commandant! I also want to prepare a mystery box that will surprise you!	1																					
