Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		401							1	202																							
2	2		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory226.png																								
3	3		201							1	500004					1																		
4	301		501							Assets/Product/Effect/Prefab/FxUi/FxUiStory/FxUiStoryTongxunHalf.prefab	2	1																						
5	4		301			DialogEnable				1	Asimov	【kuroname】, there's good news and bad news. Which one do you want to hear first?	1																					
6	5		302								...	6																						
7	6		301								Asimov	By the look on your face... Forget it. We found Amberia's location. I'm sending you the coordinates now.	1																					
8	7		301								Asimov	However, her integration level is much higher than anticipated. She's approaching 100%, which is near critical mass...	1																					
9	8		301								Asimov	Looks like she has sensed that you are severing the connections with the sub-systems, which has caused her to become enraged.	1																					
10	9		301								Asimov	Other Construct teams are ready for deep diving, but they can't last long without a commandant. So they'll be rotating in and out and supporting you.	1																					
11	1001		505								Assets/Product/Effect/Prefab/FxUi/FxUiStory/FxUiStoryTongxunHalf.prefab		1																					
12	11		201							1	500026																							
13	12		301							1	Lee	We've got a difficult battle ahead.	1																					
14	10		302								Are you guys okay?	13																						
15	13		201							1	500166																							
16	14		301							1	Lucia	Everything's fine.	1																					
17	15		201							1	1031001	1																						
18	16		301							1	Liv	With you here, Commandant, our M.I.N.D.s are stable.	1																					
19	17		302								So...	18																						
20	18		302								Let's rest a moment before we attack.	19																						
21	19		201							1	500166	5																						
22	20		201							2	500026		600																					
23	21		201							3	1031001		-600																					
24	22		301							1	Gray Raven	Roger.	1	2	3																			
25	23		202							1	2	3																						
26	24		301				AniZhuanchangBegin					The familiar Niflheim Lab extends in the space before. Amberia is in the deepest part of the lab.																						
27	25		101						1500	Assets/Product/Texture/Image/BgStory/BgStory0.png																								
28	26		401							1	22																							
29	27		301			AniZhuanchangEnd					???	"Years had come and gone... 50 years, 100 years... Finally, a brave prince heard tales of the princess. He did not fear the bodies within the brambles, and proceeded resolutely to the castle of thorns."																						
30	28		301								???	"The brave prince arrived at the castle's gate and lit a crimson flame with his sword. Thorns surged forward to attack the prince but were frozen in place, and beautiful roses bloomed from every thorn as the prince walked past."																						
31	29		301								???	"Thunder and lightning illuminated the tower. Each of the Prince's firm steps gradually dispelled the darkness from the spiral staircase."																						
32	30		301		1		AniZhuanchangBegin				???	"The prince finally arrived at the room on the top floor. He opened the door to see a beautiful princess sleeping among a bed of roses."																						
