Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory54.jpg																								
2	2		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStorySnowNew.prefab	2																							
3	3		401							1	211																							
4	4		301			DialogEnable						Rosetta takes the CUB to the snowy forest nearby. Like most machines Rosetta is familiar with, CUBs will silently carry out the previous command unless given a new command.																						
5	5		301									—Just like how this CUB has been silently following Rosetta, unresponsive to other external interferences.																						
6	6		201							1	500214																							
7	7		301							1	Rosetta	One more parameter to test. Time to collect data on its maximum speed.	1																					
8	8		301								Rosetta	Here is the route. I'll observe it from here.	1																					
9	9		301									After setting the route, Rosetta stands on a snow-covered bluff.																						
10	10		301								Rosetta	Begin!	1																					
11	11		301				AniZhuanchangBegin					Receiving the command, the CUB stirs its front hooves, kicking up the snow, then quickly gallops along the planned route.																						
12	12		202							1					1																			
13	13		101							Assets/Product/Texture/Image/BgStory/Bgstory105.png																								
14	14		301			AniZhuanchangEnd						Rosetta connects with the CUB to monitor the data and establishes a visual link with its visual module.																						
15	15		301									Through the connection, Rosetta watches the snow fly by at blistering speed.																						
16	16		301									As the CUB charges through the bush, snow falling from the trees is quickly swept off the frame without any chance to accumulate.																						
17	17		301									—Just like how she ran in the past.																						
18	18		201							1	500332																							
19	19		301							1		As the CUB advances along the route, a white figure suddenly dashes by a low-lying patch of bushes off to the side.																						
20	20		301									Following it's alert protocol, the CUB slowly approaches the bushes.																						
21	21		301									Rosetta is unable to discern anything from the various tracks found in the area. As the CUB gets closer, Rosetta subconsciously holds her breath.																						
22	22		301									Right as the CUB cautiously checks the bushes, she sees a snow squirrel.																						
23	23		301									The snow squirrel dashes in front of the CUB and climbs to the top of a tree carrying some kind of nut.																						
24	24		301									Rosetta exhales quietly after confirming that everything is alright.																						
25	25		301									The CUB watches the squirrel disappear into the treetops, then raises its legs as if to jump.																						
26	26		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryLineSpreadNew.prefab	2																							
27	27		301									After jumping once, then twice, the CUB continues galloping onward.	1																					
28	28		301									However, it no longer charges relentlessly through the branches and snow. Instead, it begins to prance briskly.	1																					
29	29		301									The visual module quickly shifts up and down as it jumps and lands.	1																					
30	30		301									As its speed begins to increase, the inertia extends its duration in the air with each jump.																						
31	31		401							2	1514																							
32	32		401					400		2	1514																							
33	33		401					300		2	1514																							
34	34		401					200		2	1514																							
35	35		301									Gallop... Jump... Land... Gallop... Jump... Land...																						
36	36		505								Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryLineSpreadNew.prefab																							
37	37		301									The CUB seems to be deliberately jumping as it makes its way forward.																						
38	38		301									A thought long buried in Rosetta's M.I.N.D. quickly resurfaces.																						
39	39		301									—The meaning behind jumping.																						
40	40		301									It is the momentary thrill of breaking free from the surface—the thrill of freedom.																						
41	41		301									Breaking free... Breaking free... Continuously breaking free from the surface's hold.																						
42	42		301									A tall snow slope appears around the bend. Rather than stopping, the CUB increases speed.	1																					
43	43		301									It quickly ascends the snow slope and leaps high into the sky from its summit. The frame's exterior reflects a striking display of sunlight.	1																					
