Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/BgStory45.jpg																								
2	2		401							1	201																							
3	3		201							1	500012																							
4	4		301			DialogEnable				1	Nikola	A failure! What a catastrophic failure!	1																					
5	5		301								Nikola	Babylonia's reputation is dragged through the mud!	1																					
6	6		301								Nikola	All teams involved in this operation must be held responsible!	1																					
7	7		301								Nikola	I recommend those present in this meeting start considering a candidate for the judge of the upcoming court-martial.	1																					
8	8		301								Nikola	I hope you will provide a list of suitable candidates. I have some recommendations here as well.	1																					
9	9		201							1	500011		-400																					
10	10		301							1	Hassen	Commander Nikola! You don't have to blame yourself.	1																					
11	11		201							2	500012		400																					
12	12		301							1	Nikola	(Notices that everyone is looking away) ...	2																					
13	13		202							2					1																			
14	14		301								Hassen	It's always a possibility for a military operation to go wrong.	1																					
15	15		201							2	500012		400																					
16	16		301							1	Nikola	(Glances at other officers' expressions) ...	2																					
17	17		202							2					1																			
18	18		301								Hassen	The plan-makers don't always know the situation on the ground.	1																					
19	19		301								Hassen	A shame, that is! Even I don't know what's on the ground, haha!	1																					
20	20		301								Hassen	Speaking of, I've almost forgotten the smell of fresh mud... That unique scent of soil mixed with decomposed, organic materials.	1																					
21	21		201							2	500012		400																					
22	22		301							1	Nikola	Then, President Hassen, this is a meeting for...	2																					
23	23		202							2					1																			
24	24		301								Hassen	A rescue operation.	1																					
25	25		301								Hassen	Our soldiers are still trapped in the Golden Vortex.	1																					
26	26		301								Hassen	Our top priority is to get them out of there.	1																					
27	27		201							2	500012		400																					
28	28		301							1	Nikola	The situation is critical on all fronts around the globe. Even with an emergency mobilization, we won't have enough troops for a rescue operation...	2																					
29	29		301								Nikola	Those aren't ordinary soldiers in there. Maybe we should give them some time to... (shrugs) improvise.	2																					
30	30		202							2					1																			
31	31		301								Hassen	They're running out of time.	1																					
32	32		301								Hassen	Commander, you're better at mobilizing troops than me.	1																					
33	33		301								Hassen	I mean, all I do is bother you all, don't I?	1																					
34	34		301									Those in the meeting chuckle at Hassen's quip.																						
35	35		201							1	500012																							
36	36		301							1	Nikola	(Stands up) I'll head to the Strategic Intelligence Unit to coordinate a rescue operation.	1																					
37	37		202							1					1																			
38	38		301			RImgBg1Disable	AniZhuanchangBegin			1		————																						
39	39		502							DialogDisable																								
40	40		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory64.jpg																								
41	41		502							RImgBg1Enable																								
42	42		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiHuijinNew.prefab	2																							
43	43		201							1	500001																							
44	44		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		1																						
45	45		401							2	1515																							
46	46		301			DialogEnable				1	Celica	How are you doing? I just received orders from the Strategic Intelligence Unit. We're deploying reconnaissance aircraft from Europe now.	1																					
47	47		401							2	1515																							
48	48		301								Celica	They don't have enough firepower for air combat, so you must destroy the surface-to-air missiles first.	1																					
49	49		505								Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		1																					
50	50		201							1	1021001		-400																					
51	51		301							1	Lucia	We're climbing up the Golden Vortex from outside. It'll take us a while to reach the top.	1																					
52	52		201							1	500001																							
53	53		501							Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		1																						
54	54		301							1	Celica	Understood. The aircraft will match your timing for its arrival.	1																					
55	55		505								Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab		1																					
56	56		202							1					1																			
57	57		301			RImgBg1Shake				1		!!!!!!																						
58	58		201							1	500045																							
59	59		301							1	Nat	It is all because of you!	1																					
60	60		301			PanelActor1Shake					Nat	(Screams) If it were not for you... the Golden Vortex would never have fallen!	1																					
61	61		301									Nat rides on the back of her royal guard...																						
62	62		201							1	500017																							
63	63		401							2	1508																							
64	64		301			RImgBg1Shake				1		The rampaging royal guards approach you all from all directions...	1																					
65	65		202							1					1																			
66	66		201							1	1021001	4	-400																					
67	67		201							2	500013		400																					
68	68		301							1	Lucia	There are guards coming our way from the top of the building!	1																					
69	69		202							1	2				1																			
70	70		201							1	1011001		-400																					
71	71		301							1	Lee	(Blows up the wall) Get inside through the hole! We can't scale the wall from outside anymore...	1																					
72	72		202							1					1																			
73	73		301			RImgBg1Disable	AniZhuanchangBegin			1		————																						
74	74		101							Assets/Product/Texture/Image/BgStory/BgStory82.jpg																								
75	75		502							RImgBg1Enable																								
76	76		201							1	1021001		-400																					
77	77		301			AniZhuanchangEnd				1	Lucia	We have to stop her royal guards...	1																					
78	78		201							1	1091001	4	400																					
79	79		401							2	1508																							
80	80		301							1	Bianca	They are blowing up more openings and coming inside...	1																					
81	81		201							1	1011001		-400																					
82	82		301							1	Lee	Karenina, how long until it's unlocked?	1																					
