Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/BgStory18.jpg																								
2	1000		401							1	202																							
3	2		301			DialogEnable					Sensor	Beep, beep, beep-beep!																						
4	3		201							1	500054																							
5	4		301							1	Liv	It's... somewhere near... Remember the teachings from tactics class... First, analyze the geography, and if the rescue target is an adult male, walk a sloped path according to the size ratio...	1																					
6	5		301								Liv	Continue crawling...	1																					
7	6		201							1	500005																							
8	7		301							1	Soldier	...Ugh... agh...	1																					
9	8		203							1	0.25	400																						
10	9		201							2	500054		-400																					
11	10		301							1	Liv	Don't panic, medic's here.	2																					
12	11		301								Liv	Where are your wounds? And your pain scale?	2																					
13	12		301								Soldier	Medic? Haven't they all retreated?	1																					
14	13		301								Liv	Please answer my question.	2																					
15	14		301								Soldier	L-left rib...	1																					
16	15		301								Soldier	Augh—ah...	1																					
17	16		301								Liv	Treatment's done—	2																					
18	17		301								Soldier	It's pointless, medic. The ground forces have all retreated, and when the Corrupted move in here, no one's going to live.	1																					
19	18		301								Soldier	It's an honor to have met you in my last moments, but... please just run, you'll save more people if you live longer...	1																					
20	19		301								Liv	...	2																					
21	20		301								Liv	Please don't forget to apply direct pressure to the wound for the next thirty seconds.	2																					
22	21		301									Liv turns silently and climbs toward the next wounded soldier.																						
23	22		301								Soldier	(This girl...)	1																					
24	23		301								Soldier	Dammit...	1																					
25	24		301								Soldier	This world is, too cruel...	1																					
26	25		202							1	2				1																			
27	26		301									...																						
28	27		301									After a while, the Construct squads finally arrive at the battlefield.																						
29	28		201							1	500019																							
30	29		301							1	Construct Soldier	Push forward!	1																					
31	30		301								Construct Soldier	Wait, isn't this area already abandoned? Why are there so many life signals?	1																					
32	31		301								Construct Soldier	Reporting to HQ, we've found...	1																					
33	32		301								Construct Soldier	1 heavily wounded medic, and... 35 treated soldiers...	1																					
34	33		201							1	500054																							
35	34		301							1	Liv	...	1																					
36	35		201							1	500019																							
37	36		301							1	Construct Soldier	They were all... treated by this one medic?	1																					
38	37		301				AniZhuanchangBegin				Construct Soldier	Quick... We have to save her.	1																					
39	38		202							1					1																			
40	39		101							Assets/Product/Texture/Image/BgStory/BgStory00.png																								
41	40		301			AniZhuanchangEnd						………………………………																						
42	41		301									...																						
43	42		301									...																						
44	43		301								Researcher	Her vitals are stable now. The temporary consciousness container is also active. Wake her.																						
45	44		301				AniZhuanchangBegin				Researcher	Liv, can you hear me?																						
46	46		101							Assets/Product/Texture/Image/BgCg/Cgqz206.png																								
47	47		301			AniZhuanchangEnd					Liv	...																						
48	48		301								Experiment Researcher	In order to save you, we'll need to modify you into a Construct.																						
49	49		301								Researcher	We need your consent. Based on data I collected from your cognitive analysis—																						
50	50		301								Liv	...Why save me?																						
51	51		301								Experiment Researcher	...																						
52	52		301								Researcher	(This child... is...)																						
53	53		301								Researcher	It's simple—																						
54	54		301									The researcher speaks up as if Liv is having trouble hearing.																						
55	55		301								Experiment Researcher	Because we... Humanity needs you.																						
56	56		301								Liv	Is that so...																						
57	57		301								Experiment Researcher	Yes, you deserve to live more than so many people. That's it. Any other questions?																						
58	58		301								Liv	...It's okay. I accept.																						
59	59		301								Experiment Researcher	Very well.																						
60	60		301				AniZhuanchangBegin				Researcher	Construct Model: BPN-08?Memory: Liv?Beginning modification.																						
61	62		101							Assets/Product/Texture/Image/BgStory/Bgstory59.jpg																								
62	63		201							1	500005																							
63	64		301			AniZhuanchangEnd				1		Knock... knock... knock...																						
64	65		201							1	500051																							
65	66		301							1	Mother	A... soldier?	1																					
66	67		201							1	500005																							
67	68		301							1	Soldier	Hello, ma'am. Pardon me, but is this Liv's home?	1																					
68	69		201							1	500051																							
69	70		301							1	Mother	...Yes, but... Dear, get over here...	1																					
70	71		203							1	0.25	-400																						
71	72		201							2	500050		400																					
72	73		301							1	Father	What is it?	2																					
73	74		301								Mother	I think it's about Liv...	1																					
74	75		301								Father	...	2																					
75	76		301								Father	The battle's over. What's a soldier doing here...	2																					
76	77		301								Mother	Is it a... death notification...?	1																					
77	78		202							1	2				1																			
78	79		201							1	500005																							
79	80		301							1	Soldier	No, ma'am. Liv was seriously wounded in battle and was in critical condition... but she is making a stable recovery.	1																					
80	81		201							1	500050																							
81	82		301							1	Father	Critical condition...	1																					
82	83		301									The man says solemnly, rubbing his head.																						
83	84		201							1	500005																							
84	85		301							1	Soldier	During the battle, Miss Liv saved dozens of lives on her own—	1																					
