Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101			AniZhuanchangEnd				Assets/Product/Texture/Image/BgStory/Bgstory261.png																								
2	2		401							1	102																							
3	3		301			DialogEnable						When an infiltration devolves into a game of cat and mouse, the one at a disadvantage is always the one with fewer preparations.																						
4	4		301									—Just like Murray right now, and the pursuer behind him.																						
5	5		301									Murray chucks another defensive program behind him, marking the imminent end of the weapon stock he prepared.																						
6	6		301									The only one left is a virtual grenade, but Murray knows better than to rely on a measly grenade to get rid of his pursuer.																						
7	7		301									Not to mention that the pursuer is at a close five-meter distance behind him.																						
8	8		301									That is not Murray's only concern. His terminal also shows a M.I.N.D. signal closing in from his left.																						
9	9		201							1	500146																							
10	10		301							1	Murray	Whoever you are, you must be professionals.	1																					
11	11		301								Murray	Either I escape in a minute, or I get caught...	1																					
12	12		301									Suddenly, the path before Murray collapses and transforms.																						
13	13		301									A concrete pipe is now jutting out of the wall, presenting an entryway to Murray.																						
14	14		202							1					1																			
15	15		301									Without a second thought, Murray leaps into the pipe and slides into the unknown depths beneath.																						
16	16		301									The pursuer, not one to give up, immediately dives for Murray, but—																						
17	17		401							2	10007502																							
18	18		301			RImgBg1Shake						A massive explosion flattens the entrance of the concrete pipe, completely burying the path.																						
19	19		301									With the target lost, the pursuer can only roll to the side to slow down.																						
20	20		301									Beside her, air flickers in scale-like shadows, slowly revealing a humanoid shape.																						
21	21		301								Yata	What do we do? Should we just blow up everything down there?																						
22	22		301								Valeria	...That's not in our mission. Let's retreat for now.																						
23	23		301								Yata	...Roger.																						
24	24		301				AniZhuanchangBegin				Valeria	If the invader is leaving virtual space through the place we know about, then we can intercept in person.																						
25	25		101							Assets/Product/Texture/Image/BgStory/Bgstory264.png																								
26	26		301			AniZhuanchangEnd						Intelligence Agency Archives.																						
27	27		301									Sweating profusely, Murray rips the sweat-soaked mask terminal from his face.																						
28	28		201							1	500146																							
29	29		301							1	Murray	Phew... Good thing I made it.	1																					
30	30		301									He removes the memory drive from the terminal and pockets it.																						
31	31		301									In a camera blind spot, Murray silently kicks another memory drive to an inconspicuous corner.																						
32	32		301								Murray	If our two big fellas are going to duke it out on an info war, then I'll even the playing field for both of you. Treat it as my thanks for all the troubles you gave me.	1																					
33	33		301				AniZhuanchangBegin					Kicking the terminal inside another hidden spot, Murray stands and leaves.																						
34	34		202							1					1																			
35	35		101							Assets/Product/Texture/Image/BgStory/BgStory45.jpg																								
36	5660		401							1	209																							
37	36		201							1	500011		-400																					
38	37		201							2	500001		400																					
39	38		301			AniZhuanchangEnd				1	Celica	I've given Murray the thing you wanted to give him.	2																					
40	39		301								Celica	But... why do it in Commander Nikola's name?	2																					
41	40		301								Hassen	It's okay. He'll gladly accept it.	1																					
42	41		301								Celica	What are the two of you planning...?	2																					
43	42		301				AniZhuanchangBegin				Celica	Wait, forget it... I don't think I want to know.	2																					
44	43		202							1	2				1																			
45	44		101							Assets/Product/Texture/Image/BgStory/BgStory17.jpg																								
46	5661		401							1	201																							
47	45		301			AniZhuanchangEnd						Humming a little tune in his memories, Murray strolls through the vast corridor of Babylonia.																						
48	46		201							1	500146																							
49	47		301							1	Murray	A few accidents, but, looks like I made it.	1																					
50	48		301									The pale blue hologram of Earth glimmers on the ceiling. Tiny specks of light are crawling around on the globe.																						
51	49		301									Playing around with a silver data chip, Murray's eyes quickly scan through the corridor.																						
52	50		301									A series of rooms, all with holographic labels on their doors, enter his vision.																						
53	51		301								Murray	Strike Hawk, Cerberus, Egret...	1																					
54	52		301								Murray	Ouroboros, Swallowtail...	1																					
55	53		301									Silently going through the squad names and passing by countless doors, Murray finally reaches his destination and stops.																						
56	54		301								Murray	Gray Raven, there you are.	1																					
57	55		301									Murray's humming shifts in tone. The calm, minor chord trickles down into a low and resonant buzz.																						
58	56		301									He swipes the chip before the door, and it opens with a light beep.																						
59	57		203							1	0.25	-400																						
60	58		201							2	500019		400																					
61	59		301							1	Liaison Officer	Mr. Murray? What brings you here?	2																					
62	60		204							1	1																							
63	61		301								Murray	End of your shift, Officer.	1																					
64	62		301								Liaison Officer	Huh? But I didn't receive any orders from President Hassen.	2																					
65	63		301								Murray	Of course, because this is a direct order from Commander Nikola.	1																					
66	64		301									Murray sends an encrypted file to the terminal of the liaison officer. After reading through the file, the officer salutes Murray and leaves the room silently.																						
67	65		202							2					1																			
68	66		203							1	0.25																							
