Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]
1	1		101				AniZhuanchangEnd			Assets/Product/Texture/Image/BgStory/Bgstory157.png																								
2	2		401							1	205																							
3	3		301									After defeating the mechanical guards, a large number of grubs pour out of their bellies and pile up all over the stage.																						
4	4		201							1	500145																							
5	5		301							1	Pulao	Ah... all the money... gone...	1																					
6	6		301									She falls to the ground, defeated.																						
7	7		302								(Hand over the ticket to Pulao)	8																						
8	8		301								Pulao	...What's this?	1																					
9	9		302								I don't need grubs.	10																						
10	10		204							1	1																							
11	11		301								Pulao	You don't want it?	1																					
12	12		302								Share it with the people on this ship.	133																						
13	133		204							1																								
14	13		301								Pulao	Really?	1																					
15	14		302								Yeah.	15																						
16	15		301								Pulao	Could I... keep some of it? If Akdilek and the others find out... Sob...	1																					
17	16		302								Fine.	17	Next time, put the fine print in a bigger font.	17																				
18	17		301								Pulao	Sob...Thanks, I'll make sure it's big and obvious next time.	1																					
19	18		201							1	500026																							
20	19		301							1	Lee	Next time, learn your lesson and stop pulling these little tricks.	1																					
21	20		201							1	500145																							
22	21		301							1	Pulao	I'll try...	1																					
23	22		302								Let's get everyone back.	23																						
24	23		301									She nods in dejection and stands, then quickly disappears behind the curtain of light.																						
25	24		202							1																								
26	25		302								Looks like Pulao still has a lot to learn about business.	26																						
27	26		201							1	1031001	1																						
28	27		301							1	Liv	Well... I think she did pretty good.	1																					
29	28		201							1	500026																							
30	29		301							1	Lee	Merchants not only have to curate events and promote them, but they also need to be ready for unexpected emergencies.	1																					
31	30		301								Lee	She hasn't been exposed to any of these. It's understandable that she didn't know to register the tickets with real names.	1																					
32	31		301								Lee	But...	1																					
33	32		302								Changyu didn't remind her, either.	33	Sophia didn't remind her, either.	33																				
34	33		301								Lee	That's right.	1																					
35	34		302								Did they miss it as well?	35	Is there some other agenda?	35																				
36	35		201							1	500166																							
37	36		301							1	Lucia	There's too little information at present to know for sure.	1																					
38	37		201							1	1031001	1																						
39	38		301							1	Liv	I see... there's more to commerce and business than I imagined.	1																					
40	39		301								Liv	But... is it okay to give up the prize just like that?	1																					
41	40		302								Of course.	41	At least it was fun this time.	41																				
42	41		201							1	500026	10																						
43	42		301							1	Lee	Don't blame me for reminding you, there's a report to write when you get back.	1																					
44	43		201							1	1031001	7																						
45	44		301							1	Liv	Ah... a momentary rise is detected in the commandant's blood pressure...	1																					
46	45		201							1	500166	1																						
47	46		301		1		AniZhuanchangBegin			1	Lucia	Let's gather some more information before leaving the Nighter. We'll all help.	1																					
