Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]	Level[36]	Level[37]	Level[38]	Level[39]	Level[40]	Level[41]	Level[42]	Level[43]	Level[44]	Level[45]	Level[46]	Level[47]	Level[48]	Level[49]	Level[50]	Level[51]	Level[52]	Level[53]	Level[54]	Level[55]	Level[56]	Level[57]	Level[58]	Level[59]	Level[60]	Level[61]	Level[62]	Level[63]	Level[64]	Level[65]	Level[66]	Level[67]	Level[68]	Level[69]	Level[70]	Level[71]	Level[72]	Level[73]	Level[74]	Level[75]	Level[76]	Level[77]	Level[78]	Level[79]	Level[80]
100000	AddBuff	100000
100999	AddTimeScaleBuff	0.1
100001	AddBuff	100001
100998	SetCameraRotation	5|-100|0|0.3|0.3|1|0
100006	AddBuff	100006
100997	PlayScreenEffect	100010
100007	AddBuff	100007
100996	SetCameraPosition	0.5|-0.1|-2.4|0.3|0.3
100011	AddBuff	100011
100995	HideJoint	ModelCase
100016	AddBuff	100016
100994	SetCameraPositionOffset	0|0|1|0.2|0.2|1
100021	AddBuff	100021
100993	SetDOFFocus
100022	ShakeCamera	3|0.1|-0.1|3|0.25|10
100091	AddBuff	100091
100992	AddNpcState	26
100093	AddBuff	100093
100991	AddNpcState	32
715678	AddBuff	715678
715999	AddNpcState	1
800094	AddBuff	800094
5000001	AddBuff	5000001
5000999	AddBehavior	5000
5000002	AddBuff	5000002
5000998	AddTimeScaleBuff	0
5000003	AddBuff	5000003
5000997	PlayScreenEffect	100010
5000004	AddBuff	5000004
5000996	PlayScreenEffect	200002
5010000	AddBuff	5010000
5010999	SetLowSaturation	0
599013	AddBuff	599013
5990130	AddBuff	5990130
5990131	AddBuff	5990131
