Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]	Level[36]	Level[37]	Level[38]	Level[39]	Level[40]	Level[41]	Level[42]	Level[43]	Level[44]	Level[45]	Level[46]	Level[47]	Level[48]	Level[49]	Level[50]	Level[51]	Level[52]	Level[53]	Level[54]	Level[55]	Level[56]	Level[57]	Level[58]	Level[59]	Level[60]	Level[61]	Level[62]	Level[63]	Level[64]	Level[65]	Level[66]	Level[67]	Level[68]	Level[69]	Level[70]	Level[71]	Level[72]	Level[73]	Level[74]	Level[75]	Level[76]	Level[77]	Level[78]	Level[79]	Level[80]
1000000	AddBuff	1000000
1000001	AddBuff	1000001
1000002	AddBuff	1000002
1000003	AddBuff	1000003
1000004	AddBuff	1000004
1000005	AddBuff	1000005
1000006	AddBuff	1000006
1000999	SetNPCColliderGroup	1
1000007	AddBuff	1000007
1000008	AddBuff	1000008
1000009	AddBuff	1000009
1000998	AddBehavior	1000009
1000010	AddBuff	1000010
1000997	AddBall	0|1
1000011	AddBuff	1000011
1000996	AddBehavior	1000011
1000012	AddBuff	1000012
1000995	AddBehavior	1000012
1000013	AddBuff	1000013
1000014	AddBuff	1000014
1000994	SetNPCCollider	1|0|0|0|0,0,0
1000015	AddBuff	1000015
1000016	AddBuff	1000016
1000993	AddBehavior	1000016
1000017	AddBuff	1000017
1000992	AddBehavior	1000017
1000018	AddBuff	1000018
1000991	AddBehavior	1000018
1000019	AddBuff	1000019
1000990	SetCameraPositionOffset	-0.75|1|2|0.2|0.2|1
1000020	AddBuff	1000020
1000989	SetCameraRotationModify	12|0|0|0.2|0.2
1000021	AddBuff	1000021
1000988	AddBehavior	1000021
1000022	AddBuff	1000022
1000987	AddBehavior	1000022
1000023	AddBuff	1000023
1000986	AddBehavior	1000023
1000024	AddBuff	1000024
1000985	AddBehavior	1000024
1000025	AddBuff	1000025
1000984	AddBehavior	1000025
1000026	AddBuff	1000026
1000983	AddBehavior	1000026
1000027	AddBuff	1000027
1000982	AddBehavior	1000027
1000028	AddBuff	1000028
1000981	AddBehavior	1000028
1000029	ChangeTimeScale	0.1|0.2|0|0.05
1000030	AddBuff	1000030
1000980	AddBehavior	1000030
1000031	AddBuff	1000031
1000979	AddBehavior	1000031
1000032	AddBuff	1000032
1000978	PlayCameraTrack	CTLuxiya01SpearQteIn|0.2|0.5
1000033	AddBuff	1000033
1000034	AddBuff	1000034
1000035	AddBuff	1000035
1000036	AddBuff	1000036
1000037	AddBuff	1000037
1000038	AddBuff	1000038
1000039	AddBuff	1000039
1000040	AddBuff	1000040
1000041	AddBuff	1000041
1000977	AddBehavior	1000041
1000042	AddBuff	1000042
1000976	AddBehavior	1000042
1000043	AddBuff	1000043
1000975	SetCameraFov	30|0.3|0.1
1000044	AddBuff	1000044
1000974	SetCameraFov	30|0.1|0
1000045	AddBuff	1000045
1000973	AddBehavior	1000045
1000046	AddBuff	1000046
1000972	AddBehavior	1000046
1000047	AddBuff	1000047
1000971	AddBehavior	1000047
1000048	AddBuff	1000048
1000970	AddBehavior	1000048
1000049	AddBuff	1000049
1000969	AddNpcState	27
1000050	AddBuff	1000050
1000051	AddBuff	1000051
