Id	Content
71585001	Assets/Product/Texture/Image/UiArchiveWeaponAchievement/UiArchiveWeapon023.png
71585002	Assets/Product/Texture/Image/UiArchiveWeaponAchievement/UiArchiveWeapon033.png
71585003	Assets/Product/Texture/Image/UiArchiveWeaponAchievement/UiArchiveWeapon022.png
71585004	Assets/Product/Texture/Image/UiArchiveWeaponAchievement/UiArchiveWeapon032.png
710300110	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png
710300111	Assets/Product/Texture/Image/UiFight/1N.png
710300112	Assets/Product/Texture/Image/UiFight/1I.png
710300113	Assets/Product/Texture/Image/UiFight/2N.png
710300114	Assets/Product/Texture/Image/UiFight/2I.png
710300115	Assets/Product/Texture/Image/UiFight/3N.png
710300116	Assets/Product/Texture/Image/UiFight/3I.png
710300117	Assets/Product/Texture/Image/UiFight/4N.png
710300118	Assets/Product/Texture/Image/UiFight/4I.png
710300119	Assets/Product/Texture/Image/UiFight/5N.png
710300120	Assets/Product/Texture/Image/UiFight/5I.png
710300121	Assets/Product/Texture/Image/UiFight/6N.png
710300122	Assets/Product/Texture/Image/UiFight/6I.png
710300123	Assets/Product/Texture/Image/UiFight/7N.png
710300124	Assets/Product/Texture/Image/UiFight/7I.png
710300125	Assets/Product/Texture/Image/UiFight/8N.png
710300126	Assets/Product/Texture/Image/UiFight/8I.png
710300127	Assets/Product/Texture/Image/UiFight/9N.png
710300128	Assets/Product/Texture/Image/UiFight/9I.png
710300129	Assets/Product/Texture/Image/UiFight/FightDeng02.png
710300130	Assets/Product/Texture/Image/UiFight/UiFightProgressR2Bianka.png
710300131	Assets/Product/Texture/Image/UiFight/FightBtnNier.png
710300132	Assets/Product/Texture/Image/UiFight/FightButtonExitNor.png
710300133	Assets/Product/Texture/Image/UiFight/FightBtnfuhuo.png
710300134	Assets/Product/Texture/Image/UiFight/FightBtnfuhuo1.png
710300151	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png
710300152	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2S.png
710300153	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna2.png
710300154	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila2.png
710300155	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian2.png
710300156	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal01.png
710300157	Assets/Product/Texture/Image/RoleStory/Lifuqianzhuan2Nomal02.png
710300158	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png
710300159	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png
710300160	Assets/Product/Texture/Image/RoleStory/DubianNomal01.png
74840701	Assets/Product/Texture/Image/UiFight/FightSkillCheck.png
74840702	Assets/Product/Texture/Image/UiFight/FightSkillInteractive.png
74840703	Assets/Product/Texture/Image/UiFight/FightSkillProhibit.png
74840704	Assets/Product/Texture/Image/UiFight/FightSkillTalk.png
74840705	Assets/Product/Texture/Image/UiFight/FightSkillSailBoat01.png
74840706	Assets/Product/Texture/Image/UiFight/FightSkillPhonograph01.png
74840707	Assets/Product/Texture/Image/UiFight/FightSkillVase01.png
74840708	Assets/Product/Texture/Image/UiFight/UiFightMovieTalk.png
74840709	Assets/Product/Texture/Image/UiFight/FightSkillgear1.png
74840710	Assets/Product/Texture/Image/UiFight/FightSkillgear2.png
74840711	Assets/Product/Texture/Image/UiFight/FightSkillgear3.png
74840712	Assets/Product/Texture/Image/UiFight/FightSkillgear4.png
74840713	Assets/Product/Texture/Image/UiFight/FightSkillgear5.png
74840714	Assets/Product/Texture/Image/UiFight/FightSkillEmpty.png
