Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	BornPosition[6]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	LookPosition[6]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
999700100	Scene07005	90090001	PB1						B101													
999700200	Scene07005	90090001	PB1						B101													
999700300	Scene07005	90090001	PB1						B101													
999700400	Scene07005	90090001	PB1						B101													
999700500	Scene07005	90090001	PB1						B101													
999700600	Scene07005	90090001	PB1						B101													
999700700	Scene07005	90090001	PB1						B101													
999700800	Scene07005	90090001	PB1						B101													
999701200	Scene07005	90090001	PB1						B101													
999701300	Scene07005	90090001	PB1						B101													
999811000	Scene07005	90090001	PB1						B101													
999811100	Scene07005	90090001	PB1						B101													
999812000	Scene07005	90090001	PB1						B101													
999813000	Scene07005	90090001	PB1						B101													
999813100	Scene07005	90090001	PB1						B101													
999814000	Scene07005	90090001	PB1						B101													
999814010	Scene07005	90090001	PB1						B101													
999814100	Scene07005	90090001	PB1						B101													
999814200	Scene07005	90090001	PB1						B101													
999814300	Scene07005	90090001	PB1						B101													
999815000	Scene07005	90090001	PB1						B101													
999816000	Scene07005	90090001	PB1						B101													
999817000	Scene07005	90090001	PB1						B101													
999818000	Scene07005	90090001	PB1						B101													
999819000	Scene07005	90090001	PB1						B101													
999821000	Scene07005	90090001	PB1						B101													
999201000	Scene07005	90090001	PB1						B101													
999201100	Scene07005	90090001	PB1						B101													
999821300	Scene07005	90090001	PB1						B101													
999821400	Scene07005	90090001	PB1						B101													
999821500	Scene07005	90090001	PB1						B101													
999821600	Scene07005	90090001	PB1						B101													
999831000	Scene07005	90090001	PB1						B101													
999831100	Scene07005	90090001	PB1						B101													
999831110	Scene07005	90090001	PB1						B101													
999831020	Scene07005	90090001	PB1						B101													
999870100	Scene07005	90090001	PB1						B101													
999870200	Scene07005	90090001	PB1						B101													
999870300	Scene07005	90090001	PB1						B101													
999870500	Scene07005	90090001	PB1						B101													
999900000	Scene07005	90090001	PB1						B101													
999900010	Scene07005	90090001	PB1						B101													
999900020	Scene07005	90090001	PB1						B101													
999900200	Scene07005	90090001	PB1						B101													
999900400	Scene07005	90090001	PB1						B101													
999900600	Scene07005	90090001	PB1						B101													
999902300	Scene07005	90090001	PB1						B101													
999900300	Scene07005	90090001	PB1						B101													
999900900	Scene07005	90090001	PB1						B101													
999901000	Scene07005	90090001	PB1						B101													
999901100	Scene07005	90090001	PB1						B101													
999901200	Scene07005	90090001	PB1						B101													
999901300	Scene07005	90090001	PB1						B101													
999901400	Scene07005	90090001	PB1						B101													
999901500	Scene07005	90090001	PB1						B101													
999901600	Scene07005	90090001	PB1						B101													
999901700	Scene07005	90090001	PB1						B101													
999901800	Scene07005	90090001	PB1						B101													
999901900	Scene07005	90090001	PB1						B101													
999902000	Scene07005	90090001	PB1						B101													
999902100	Scene07005	90090001	PB1						B101													
999902200	Scene07005	90090001	PB1						B101													
999902500	Scene07005	90090001	PB1						B101													
999902600	Scene07005	90090001	PB1						B101													
999903300	Scene07005	90090001	PB1						B101													
999903400	Scene07005	90090001	PB1						B101													
999903500	Scene07005	90090001	PB1						B101													
999903600	Scene07005	90090001	PB1						B101													
999903700	Scene07005	90090001	PB1						B101													
999903800	Scene07005	90090001	PB1						B101													
999903900	Scene07005	90090001	PB1						B101													
999904000	Scene07005	90090001	PB1						B101													
999904100	Scene07005	90090001	PB1						B101													
999904200	Scene07005	90090001	PB1						B101													
999904300	Scene07005	90090001	PB1						B101													
999904400	Scene07005	90090001	PB1						B101													
999910300	Scene07005	90090001	PB1						B101													
999910900	Scene07005	90090001	PB1						B101													
999911000	Scene07005	90090001	PB1						B101													
999911100	Scene07005	90090001	PB1						B101													
999911200	Scene07005	90090001	PB1						B101													
999911300	Scene07005	90090001	PB1						B101													
999911400	Scene07005	90090001	PB1						B101													
999911500	Scene07005	90090001	PB1						B101													
999911600	Scene07005	90090001	PB1						B101													
999911700	Scene07005	90090001	PB1						B101													
999911800	Scene07005	90090001	PB1						B101													
999911900	Scene07005	90090001	PB1						B101													
999912000	Scene07005	90090001	PB1						B101													
999912100	Scene07005	90090001	PB1						B101													
999912500	Scene07005	90090001	PB1						B101													
999912600	Scene07005	90090001	PB1						B101													
999913300	Scene07005	90090001	PB1						B101													
999913400	Scene07005	90090001	PB1						B101													
999913500	Scene07005	90090001	PB1						B101													
999913600	Scene07005	90090001	PB1						B101													
999913700	Scene07005	90090001	PB1						B101													
999913800	Scene07005	90090001	PB1						B101													
999913900	Scene07005	90090001	PB1						B101													
999914000	Scene07005	90090001	PB1						B101													
999914100	Scene07005	90090001	PB1						B101													
999914200	Scene07005	90090001	PB1						B101													
999914300	Scene07005	90090001	PB1						B101													
999914400	Scene07005	90090001	PB1						B101													
999914900	Scene07005	90090001	PB1						B101													
999920300	Scene07005	90090001	PB1						B101													
999920900	Scene07005	90090001	PB1						B101													
999921000	Scene07005	90090001	PB1						B101													
999921100	Scene07005	90090001	PB1						B101													
999921200	Scene07005	90090001	PB1						B101													
999921300	Scene07005	90090001	PB1						B101													
999921400	Scene07005	90090001	PB1						B101													
999921500	Scene07005	90090001	PB1						B101													
999921600	Scene07005	90090001	PB1						B101													
999921700	Scene07005	90090001	PB1						B101													
999921800	Scene07005	90090001	PB1						B101													
999921900	Scene07005	90090001	PB1						B101													
999922000	Scene07005	90090001	PB1						B101													
999922100	Scene07005	90090001	PB1						B101													
999922500	Scene07005	90090001	PB1						B101													
999922600	Scene07005	90090001	PB1						B101													
999923300	Scene07005	90090001	PB1						B101													
999923400	Scene07005	90090001	PB1						B101													
999923500	Scene07005	90090001	PB1						B101													
999923600	Scene07005	90090001	PB1						B101													
999923700	Scene07005	90090001	PB1						B101													
999923800	Scene07005	90090001	PB1						B101													
999923900	Scene07005	90090001	PB1						B101													
999924000	Scene07005	90090001	PB1						B101													
999924100	Scene07005	90090001	PB1						B101													
999924200	Scene07005	90090001	PB1						B101													
999924300	Scene07005	90090001	PB1						B101													
999924400	Scene07005	90090001	PB1						B101													
999971100	Scene07005	90090001	PB1						B101													
999976100	Scene07005	90090001	PB1						B101													
999976200	Scene07005	90090001	PB1						B101													
999971200	Scene07005	90090001	PB1						B101													
999960800	Scene07005	90090001	PB1						B101													
999910310	Scene07005	90090001	PB1						B101													
999911110	Scene07005	90090001	PB1						B101													
999904500	Scene07005	90090001	PB1						B101													
999904600	Scene07005	90090001	PB1						B101													
999914500	Scene07005	90090001	PB1						B101													
999914600	Scene07005	90090001	PB1						B101													
999924500	Scene07005	90090001	PB1						B101													
999924600	Scene07005	90090001	PB1						B101													
999906000	Scene07005	90090001	PB1						B101													
999906100	Scene07005	90090001	PB1						B101													
999906200	Scene07005	90090001	PB1						B101													
999906300	Scene07005	90090001	PB1						B101													
999906400	Scene07005	90090001	PB1						B101													
999906500	Scene07005	90090001	PB1						B101													
999906600	Scene07005	90090001	PB1						B101													
999906700	Scene07005	90090001	PB1						B101													
999906800	Scene07005	90090001	PB1						B101													
999835000	Scene07005	90090001	PB1						B101													
999835200	Scene07005	90090001	PB1						B101													
999906900	Scene07005	90090001	PB1						B101													
999907000	Scene07005	90090001	PB1						B101													
999906910	Scene07005	90090001	PB1						B101													
999907400	Scene07005	90090001	PB1						B101													
999907100	Scene07005	90090001	PB1						B101													
999907200	Scene07005	90090001	PB1						B101													
999907300	Scene07005	90090001	PB1						B101													
999837000	Scene07005	90090001	PB1						B101													
999836000	Scene07005	90090001	PB1						B101													
999837100	Scene01304	10130401	PB1						B101													
999907600	Scene01304	10130401	PB1						B101													
999907700	Scene01304	10130401	PB1						B101													
999907800	Scene01304	10130401	PB1						B101													
999907500	Scene01304	10130401	PB1						B101													
999838000	Scene01404	99919917	PB1						S1													
999907900	Scene01304	10130401	PB1						B101													
999908100	Scene01304	10130401	PB1						B101													
999980100	Scene01304	10130401	PB1						B101													
999908000	Scene01304	10130401	PB1						B101													
999908200	Scene01304	10130401	PB1						B101													
999841000	Scene01304	10130401	PB1						B101													
999908300	Scene01304	10130401	PB1						B101													
999908400	Scene01304	10130401	PB1						B101													
999843000	Scene01801	18010101	PB1						B101													
999843100	Scene01801	18010101	PB1						B101													
999842000	Scene01304	10130401	PB1						B101													
999908900	Scene01304	10130401	PB1						B101													
999909000	Scene01304	10130401	PB1						B101													
999909500	Scene01304	10130401	PB1						B101													
999909300	Scene01304	10130401	PB1						B101													
999909400	Scene01304	10130401	PB1						B101													
999984400	Scene01907	99984400	PB1						B101						innerCircle				SceneShield			
999909600	Scene01304	10130401	PB1						B101													
999909700	Scene07005	90090001	PB1						B101													
999909800	Scene02002	15010606	ST						PB1													
999909900	Scene07005	90090001	PB1						B101													
999930100	Scene07005	90090001	PB1						B101													
999930200	Scene07005	90090001	PB1						B101													
999847000	Scene01304	10130401	PB1						B101													
999847010	Scene01304	10130401	PB1						B101													
999847020	Scene01304	10130401	PB1						B101													
999847030	Scene01304	10130401	PB1						B101													
999847040	Scene02202	10160113	PB1						B101													
999930300	Scene07005	90090001	PB1						B101													
999930700	Scene07005	90090001	PB1						B101													
999930500	Scene07005	90090001	PB1						B101													
999930600	Scene07005	90090001	PB1						B101													
999930610	Scene07005	90090001	PB1						B101													
999849000	Scene02408	96991504	PB1						B101													
999930800	Scene02406	96991503	PB1						B101													
999930810	Scene07005	90090001	PB1						B101													
999311010	Scene07005	90090001	PB1						B101													
999931000	Scene07005	90090001	PB1						B101													
999931200	Scene07005	90090001	PB1						B101													
999931300	Scene07005	90090001	PB1						B101													
999850010	Scene02202	10160113	PB1						B101													
999931400	Scene07005	90090001	PB1						B101													
999931600	Scene02504	30090700	PB1						B101													
