Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
10240102	伤害子弹	1	3	5		2	0			4			0.1						-1		FxR4BiankaAtk01Hit						-1			1					0	0	0										0							0	3	30	0.1	0.08	102401021	102402						102401022			1			0						0	1													
10240105	闪现	2	0.3				0			4			5						-1						FxR4BiankaHide02		-1			1					0	0	0										0							0	3		0.2	0.1											1	HitCase		0						0	1													
10240202	横斩子弹	3	4	180			0			4			0.1						-1		FxR4BiankaAtk02Hit001						-1			1					0	0	0										0							0	3	330	0.2	0.1	102402021	102403						102402022			1.25			0						0	1													
10240203	特效1	2	0.3				0			4			3						-1						FxR4BiankaAtk02Slash01		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		0						0	1													
10240204	假受击	2	0.3				0			4			3						-1								-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		0						0	1													
10240302	迅斩1子弹	3	4	180			0			4			0.1						-1		FxR4BiankaAtk03Hit001						-1			1					0	0	0										0							0	3	30	0.2	0.1	102403021	102404						102403022			1			0						0	1													
10240303	迅斩2子弹	3	4	180			0			4			0.1						-1		FxR4BiankaAtk03Hit002						-1			1					0	0	0										0							0	3	330	0.2	0.1	102403031	102404						102403032			1.3			0						0	1													
10240304	回斩子弹	3	6	180			0			4			0.1						-1		FxR4BiankaAtk03Hit003						-1			1					0	0	0										0							0	3	30	0.2	0.1	102403041	102405						102403042			1.1			0						0	1													
10240305	特效2	2	0.3				0			4			3						-1						FxR4BiankaAtk03Slash01		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		0						0	1													
10240306	特效1	2	0.3				0			4			3						-1						FxR4BiankaAtk03Slash02		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		0						0	1													
