Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
11090702		2	0.3				0			4			10						999						FxR2WanshiAtk07		-1			1																								0																																									
11090810		2	0.3			1	0			4			10						999						FxR2WanshiAtk11Dimian		-1			1																								0																																									
11090910		2	0.3			1	0			4			10						999						FxR2WanshiAtk11Dimian		-1			1																								0																																									
11091010		2	0.3			1	0			4			10						999						FxR2WanshiAtk11Dimian		-1			1																								0																																									
11091101		2	0.3				0			4			10						999						FxR2WanshiAtk21		-1			1																								0																																									
11091201		2	0.3				0			4			10						999						FxR2WanshiAtk21		-1			1																								0																																									
11091301		2	0.3				0			4			10						999						FxR2WanshiAtk21		-1			1																								0																																									
11091403		2	0.3				0			4			10						999						FxR2WanshiAtk31		-1			1																								0																																									
11091407		2	0.3				0			4			10						999						FxR2WanshiAtk31Canying		-1			1																								0																																									
11091503		2	0.3				0			4			10						999						FxR2WanshiAtk31		-1			1																								0																																									
11091507		2	0.3				0			4			10						999						FxR2WanshiAtk31Canying		-1			1																								0																																									
11091603		2	0.3				0			4			10						999						FxR2WanshiAtk31		-1			1																								0																																									
11091607		2	0.3				0			4			10						999						FxR2WanshiAtk31Canying		-1			1																								0																																									
11091704		2	0.3				0			4			10						999						FxR2WanshiAtkQte		-1			1																								0																																									
11092302		2	0.3				0			4			10						999						FxR2WanshiAtk42		-1			1																								0																																									
11092402		2	0.3				0			4			10						999						FxR2WanshiAtk43		-1			1																								0																																									
11092607		2	0.3				0			4			10						999						FxR2WanshiAtk51		-1			1																								0																																									
11092702		2	0.3				0			4			10						999						FxR2WanshiAtk41Lizi		-1			1																								0																																									
11093003		2	0.3				0			4			10						999						FxR2WanshiAtk31		-1			1																								0																																									
11093007		2	0.3				0			4			10						999						FxR2WanshiAtk31Canying		-1			1																								0																																									
