Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame	SlopeTargetJoint	IgnoreCollideType
853099		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
853199		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
853299		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
853399		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
853499		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
855099		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
855199		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
855299		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
855399		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
855499		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
853599		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
853699		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
853899		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
855799		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
855899		0											5						-1					Root	FxDeath01New		-1			1																																										1																									
