Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic
13030101	普攻1 -1 子弹	1	1.5	15	0.1	7.5	0			4			0.3						-1		FxR2TwentyoneAtk01Hit						-1			1																	0							1	3		0.2	0.1	130301011	130301									1.1			0						0	1												130301012
13030104	普攻1 -4 复制攻击子弹	1	1.5	15	0.1	7.5	0			4			0.3						-1		FxR2TwentyoneAtk01Hit						-1			1																	0							1	3		0.2	0.07	130301041	130301									1.1			0						0	1												130301042
13030105	普攻1 -5 复制攻击特效	2	0.3		0.3	0.1	0			4			0.3						-1					Weaponcase1	FxR2TwentyoneAtk01		-1			1																	0							0	3		0.2	0.1											1.1	HitCase		0						0	1												
13030201	普攻2 -1 子弹	1	2.5	1.5			24			4			0.38						-1		FxR2TwentyoneAtk01Hit						-1			1																	0							1	3		0.2	0.1	130302011	130302	130342								1			0						0	1												
13030204	普攻2 -4 复制攻击子弹	1	2.5	1.5			24			4			0.36						-1		FxR2TwentyoneAtk01Hit						-1			1																	0							1	3		0.2	0.1	130302041	130302	130342								1			0						0	1												
13030205	普攻2 -5 复制攻击特效	2	0.3				0			4			0.7						-1						FxR2TwentyoneAtk02		-1			1																	0	0.15		1	13030204			0	3		0	0											0	HitCase		0						0	1												
13030207	普攻2 -7 切割伤害	2	0.4				0			4			0.1						1		FxR2TwentyoneAtk01Hit						-1			1																	1							0	3		0.1	0.05	130302071	130303									1			1						0	1												
13030217	普攻2 -17 吸引框1	1	0.8	1			23			4			0.16						-1	1			0.05				-1			1																	0							1	3		0	0	130302171		130337								0	HitCase		0						0	1												
13030218	普攻2 -18 吸引框2	1	0.8	1	-0.8		23			4			0.16						-1	1			0.05				-1			1																	0							1	3		0	0	130302181		130337								0	HitCase		0						0	1												
13030219	普攻2 -19 吸引框3	1	0.8	1	0.8		23			4			0.16						-1	1			0.05				-1			1																	0							1	3		0	0	130302191		130337								0	HitCase		0						0	1												
