Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic
42070202	物理1-2	2	1				25			4			3						-1		FxPet2YangonAtkHit02				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0							0	1		0.2	0.1	420702021	410704					410755				0.8			0						0	1												
42070302	火1-2	2	1				25			4			3						-1		FxPet2YangonAtkHit02				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0							0	1		0.2	0.1	420703021	410705					410755				0.8			0						0	1												
42070402	雷1-2	2	1			2.5	25			4			3						-1		FxPet2YangonAtkHit02				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0		9999	1	42070403	1		1	1		0.2	0.1	420704021	410706	410714	410715			410755				0.8			0						0	1												
42070403	雷1-3爆炸震屏子弹	2	1				25			4			3						1								-1			1	4				0	0	0										2							3	3		0.2	0.1		410761									0	HitCase		0						0	1												
42070502	冰1-2	2	1				25			4			3						-1		FxPet2YangonAtkHit02				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0							0	1		0.2	0.1	420705021	410707					410755				0.8			0						0	1												
42070602	暗1-2	2	1				25			4			3						-1		FxPet2YangonAtkHit02				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0							0	1		0.2	0.1	420706021	410708					410755				0.8			0						0	1												
42070702	物理2-2	2	1				25			4			5						1		FxPet2YangonAtkHit				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0							0	1		0.2	0.1	420707021	410709					410755				0.8			0						0	1												
42070802	火2-2	2	1				25			4			5						1		FxPet2YangonAtkHit				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0							0	1		0.2	0.1	420708021	410710					410755				0.8			0						0	1												
42070902	雷2-2	2	1			2.5	25			4			5						1		FxPet2YangonAtkHit				FxPet2YangonAtk11Dandao		-1			1	4				0	0	0										0		9999	1	42070903	1		1	1		0.2	0.1	420709021	410711	410714	410715			410755				0.8			0						0	1												
42070903	雷2-3	2	1				25			4			5						1								-1			1	4				0	0	0										2							3	3		0.2	0.1		410761									0	HitCase		0						0	1												
