Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
11050101		2	0.3				0			4			10						999						FxR3LuosaitaAtk01		-1			1																								0																																						
11050202		2	0.3				0			4			10						999						FxR3LuosaitaAtk02Dilie		-1			1																								0																																						
11050304		2	0.3				0			4			10						999						FxR3LuosaitaAtk03Dilie01		-1			1																								0																																						
11050403		2	0.3				0			4			10						999						FxR3LuosaitaAtk04Dilie		-1			1																								0																																						
11050503		2	0.3				0			4			10						999						FxR3LuosaitaAtk05Dilie		-1			1																								0																																						
11050603		2	0.3				0			4			10						999						FxR3LuosaitaAtk0601		-1			1																								0																																						
11050604		2	0.3				0			4			10						999						FxR3LuosaitaAtk0602		-1			1																								0																																						
11051308		2	0.3				0			4			10						999						FxR3LuosaitaAtk31		-1			1																								0																																						
11051408		2	0.3				0			4			10						999						FxR3LuosaitaAtk31		-1			1																								0																																						
11051508		2	0.3				0			4			10						999						FxR3LuosaitaAtk33		-1			1																								0																																						
11051601		2	0.3				0			4			10						999						FxQte		-1			1																								0																																						
11051602		2	0.3				0			4			10						999						FxQte		-1			1																								0																																						
11051908		2	0.3			5	0			4			10						999						FxR3LuosaitaAtk51Zha		-1			1																								0																																						
11052501		2	0.3				0			4			10						999						FxR3LuosaitaAtk01		-1			1																								0																																						
11052902		2	0.3				0			4			10						999						FxR3LuosaitaAtk44		-1			1																								0																																						
11053003		2	0.3				0			4			10						999						FxR3LuosaitaAtk45		-1			1																								0																																						
11053308		2	0.3				0			4			10						999						FxR3LuosaitaAtk33		-1			1																								0																																						
11053403		2	0.3				0			4			10						999						FxR3LuosaitaAtk46		-1			1																								0																																						
11053705		2	0.3				0			4			10						999						FxR3WeilaAtk4101		-1			1																								0																																						
11053706		2	0.3				0			4			10						999						FxR3WeilaAtk4101Dian		-1			1																								0																																						
11053707		2	0.3				0			4			10						999						FxR3WeilaAtk4102		-1			1																								0																																						
11053807		2	0.3				0			4			10						999						FxR3WeilaAtk4101		-1			1																								0																																						
11053808		2	0.3				0			4			10						999						FxR3WeilaAtk4101Dian		-1			1																								0																																						
