Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
13040103		2	0.3			0.5	0			4			10						999						FxR2PulaoAtk01Dilie		-1			1																								0			0	0																																					
13040502		2	0.3				0			4			10						999						FxR2PulaoAtk05		-1			1																								0			0	0																																					
13040803		2	0.3			0.5	0			4			10						999						FxR2PulaoAtk01Dilie		-1			1																								0			0	0																																					
13040906		2	0.3				0			4			10						999						FxR2PulaoAtk40Dilie		-1			1																								0			0	0														1																							
13041006		2	0.3				0			4			10						999						FxR2PulaoAtk40Dilie		-1			1																								0			0	0											0.4			1																							
13041009		2	0.3				0			4			10						999						FxR2PulaoAtk40Qiliu		-1			1																								0			0	0											0.3			1																							
13042508		2	0.3				0			4			10						999						FxR2PulaoAtk2201Dilie		-1			1																								0			0	0																																					
13042602		2	0.3			2	0			4			5						999						FxR2PulaoAtk31Dilie		-1			1																								0			0	0																																					
13042702		2	0.3			2	0			4			5						999						FxR2PulaoAtk31Dilie		-1			1																								0			0	0																																					
13042802		2	0.3			2	0			4			5						999						FxR2PulaoAtk31Dilie		-1			1																								0			0	0																																					
13042906		2	0.3			2.5	0			4			1						999						FxR2PulaoAtk31Zi01		-1			1																								0			0	0																																					
13043006		2	0.3			2.5	0			4			0.9						999						FxR2PulaoAtk31Zi02		-1			1																								0			0	0																																					
13043101		2	0.3				0			4			10						999						FxR2PulaoAtk31Dash		-1			1																								0			0	0														1																							
13043102		2	0.3			-1.5	0			4			10						999						FxR2PulaoAtk31Dragon		-1			1																								0			0	0																																					
13043103		2	0.3			0.8	0			4			10						999						FxR2PulaoAtk31ZiFinal		-1			1																								0			0	0																																					
