Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame	SlopeTargetJoint	IgnoreCollideType
96010800	齿轮射击预警	2	1.5				0			4			1.5						-1						FxYujing1M15S		-1			1	0				0	0	0										1	1		1	96010801			0	3														0.1	HitCase	1	0		1				0																			
96010801	齿轮射击弹道	2	0.1				0			4			1						-1						FxMe1UnknownDandao		-1			1					0	0	0										3	0.5		1	96010802			1	3		0.3	0.1	960108011	745006	745002	745004							0	HitCase		0		1				0																			
96010802	齿轮射击伤害	2	1.5				0			4			15						-1	1			0.3		FxMe1UnknownBaozha		-1			1					0	0	0										3							0	3					745001	745011								0.1	HitCase		0		1				0																			
96010803	万事狙击表演子弹	2	1.2				0			4			0.5						1		FxR2WanshiAtk31Hit				FxR2WanshiAtk31Hit		1			1					0	0	0										1							0	3					745000	745003	745005							0.1	HitCase		0		1				0																			
96010804	万事狙击空子弹	2	1				0			4			0.5						1		FxR2WanshiAtk12Hit01				FxR2WanshiAtk12Hit01		1			1					0	0	0										1							0	3														2	HitCase		0		1				0																			
96010805	救护车爆炸	2	1				0			2			5						1	1			0.3		FxAmbulanceFire		1			1					0	0	0										0							0	3		0.3	0.1	960108051	745032									0	HitCase		0		1				0																			
96010806	死亡特效	2	1				0			4			1						1						FxDead		1			1					0	0	0										3							0	3														0	HitCase		0		1				0																			
96010807	风击飞	1	2	20			0			2			1						-1								-1			1					0	0	0										3							0	3				960108071	745045	745053								0	HitCase		0		1				0																			
96010808	表演子弹	1	2	20			0			2			1						-1								-1			1					0	0	0										3							0	3				960108081										0	HitCase		0		1				0																			
96010809	超长风击飞	1	2	30			0			2			1						-1								-1			1					0	0	0										3							0	3				960108091	745049	745053								0	HitCase		0		1				0																			
96010810	风击飞2	1	2	15			0			2			1						-1								-1			1					0	0	0										3							0	3				960108101	745051	745053								0	HitCase		0		1				0																			
96010811	光幕墙 15米	1	15	1			3			4			12		1				1						FxTongyongDataBoxLoop01		1		FxTongyongDataBoxOut01	1					0	0	0										3							4	3					744064	744065								1	HitCase	1	0		1	1			0																			
96010812	光幕墙 12米	1	12	1			3			4			12		1				1						FxTongyongDataBoxLoop01		1		FxTongyongDataBoxOut01	1					0	0	0										3							4	3					744064	744065								1	HitCase	1	0		1	1			0																			
96010813	光幕 3米	1	5	1			0			4			9999		1				-1						FxTongyongDataBoxLoop01		-1		FxTongyongDataBoxOut01	1					0	0	0										3							0	3						744065								1	HitCase	1	6		1	1			0																			
96010814	阻断墙，16倍平行X轴	1	16	2			0		90	4			9999						1						FxFlashWallloop		-1			1					0	0	0										3							0	3														0	HitCase	1	0		1	1			0																			
96010815	阻断墙，6.7倍平行X轴	1	6.7	2			0		90	4			9999						1						FxFlashWallloop		-1			1					0	0	0										3							4	3														0	HitCase	1	0		1	1			0																			
96010816	阻断墙，5.45倍平行X轴	1	5.4	2			0		90	4			9999						1						FxFlashWallloop		-1			1					0	0	0										3							4	3														0	HitCase	1	0		1	1			0																			
96010817	全屏减攻击子弹	2	100				0			4			0.3						-1								-1			1					0	0	0										0							0	3					741403									0	HitCase		0		0	0			0		1																	
96010819	风预警	1	80	60		30	0			1			3						-1						FxWindYujing01		-1			1					0	0	0										3							1	3														0	HitCase	1	1		0				0																			
96010820	平移用子弹	2	50				0			1			2						-1	1			0.02				-1			1					0	0	0										3							5	2					741411									0	HitCase		0		1				0																			
96010821	北风标记子弹	1	80	60		30	0			2			1						-1	1			0.02				-1			1					0	0	0										3							1	3					741413									0	HitCase		1		0				0																			
96010822	南风标记子弹	1	80	60		30	0			2			1						-1	1			0.02				-1			1					0	0	0										3							1	3					741414									0	HitCase		1		0				0																			
96010823	西风标记子弹	1	80	60		30	0			2			1						-1	1			0.02				-1			1					0	0	0										3							1	3					741415									0	HitCase		1		0				0																			
96010824	东风标记子弹	1	80	60		30	0			2			1						-1	1			0.02				-1			1					0	0	0										3							1	3					741416									0	HitCase		1		0				0																			
96010818	北风击飞	1	80	60		30	0			4			2						-1	1			0.02		FxBattleWindEx		-1			1					0	0	0										3							1	3					741407									0	HitCase	1	1		0				0																			
96010825	南风击飞	1	80	60		30	0			4			2						-1	1			0.02		FxBattleWindEx		-1			1					0	0	0										3							1	3					741417									0	HitCase	1	1		0				0																			
96010826	西风击飞	1	80	60		30	0			4			2						-1	1			0.02		FxBattleWindEx		-1			1					0	0	0										3							1	3					741418									0	HitCase	1	1		0				0																			
96010827	东风击飞	1	80	60		30	0			4			2						-1	1			0.02		FxBattleWindEx		-1			1					0	0	0										3							1	3					741419									0	HitCase	1	1		0				0																			
96010828	爆炸方块伤害子弹	2	5.25				0			4			0.1						-1	0	FxTongyongFireShouji			Root	FxJianZuBaoZha		-1			1					0	0	0										0							0	2				960108281	741453	741456	741474							0	HitCase		0		0	0			1		1																	
96010829	红区方块预警特效子弹6s	1	10.5	10.5			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0							4	3														0	HitCase	1	6		1	1			0																			
96010830	红区方块效果子弹	1	10.5	10.5			0			6			15						-1	1			0.02	Root	FxRedZone01		-1			1					0	0	0										0							4	3					741432	741451								0	HitCase	1	2		1	0			0																			
96010831	激光方块预警特效子弹6s	1	3.5	80		40	0			1			6						-1					Root	FxJiguangBiaojiYujing01		-1			1					0	0	0										0							0	3														0	HitCase	1	6		1	1			0		1																	
96010832	激光方块伤害子弹	1	3.5	160			0			4			0.1						-1	0	FxTongyongFireShouji				FxJiguangBiaojiAttack01		1			1					0	0	0										0							0	2				960108321	741454	741457	741473							0.8	HitCase		0		0	0			1																			
96010843	爆炸方块预警特效子弹6s	2	5.25				0			1			6						-1					Root	FxBaozhaBiaojiYujing01		-1			1					0	0	0										0							0	3														0	HitCase	1	6		1	1			0		1																	
96010845	红区方块预警特效子弹8s	1	10.5	10.5			0			1			8						-1					Root	FxWeixianBiaojiYujing8s		-1			1					0	0	0										0							4	3														0	HitCase	1	6		1	1			0																			
96010846	激光方块预警特效子弹8s	1	3.5	80		40	0			1			8						-1					Root	FxJiguangBiaojiYujing8s		-1			1					0	0	0										0							0	3														0	HitCase	1	6		1	1			0		1																	
96010847	爆炸方块预警特效子弹8s	2	5.25				0			1			8						-1					Root	FxBaozhaBiaojiYujing8s		-1			1					0	0	0										0							0	3														0	HitCase	1	6		1	1			0		1																	
96010833	红区蔓延子弹预警方形1*1	1	3.5	3.5			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010872			0	3														0	HitCase	1	2		1	0			0																			
96010834	红区蔓延子弹预警方形3*2	1	10.5	7			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010873			0	3														0	HitCase	1	2		1	0			0																			
96010858	红区蔓延子弹预警方形4*2	1	14	7			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010874			0	3														0	HitCase	1	2		1	0			0																			
96010849	红区蔓延子弹预警方形5*2	1	17.5	7			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010875			0	3														0	HitCase	1	2		1	0			0																			
96010848	红区蔓延子弹预警方形6*2	1	21	7			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010876			0	3														0	HitCase	1	2		1	0			0																			
96010836	红区蔓延子弹预警方形7*2	1	24.5	7			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010877			0	3														0	HitCase	1	2		1	0			0																			
96010835	红区蔓延子弹预警方形8*2	1	28	7			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010878			0	3														0	HitCase	1	2		1	0			0																			
96010860	红区蔓延子弹预警方形9*2	1	31.5	7			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010879			0	3														0	HitCase	1	2		1	0			0																			
96010859	红区蔓延子弹预警方形3*3	1	10.5	10.5			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010880			0	3														0	HitCase	1	2		1	0			0																			
96010837	红区蔓延子弹预警方形4*3	1	14	10.5			0			1			6						-1					Root	FxWeixianBiaojiYujing01		-1			1					0	0	0										0	6		1	96010881			0	3														0	HitCase	1	2		1	0			0																			
