Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
42060201	AOE物理-特效	2	0.3				0			4			5						-1						FxPet3MaoonAtk11All02		-1			1																	0							0	3		0.2	0.1											0	HitCase		0		0				0	1																
42060203	AOE物理-爆炸伤害	2	5				0			4			0.2						-1		FxPet3MaoonAtk11Hit					1.4	-1			1																	0							0	3		0.2	0.1	420602031	420676									0	HitCase		0		0				0	1																
42060205	AOE物理-落地特效	2	0.3				0			4			1						-1						FxPet3MaoonAtk11Luodi		-1			1																	0							0	3		0.2	0.1											0	HitCase		0		0				0	1																
42060212	多段伤害	1	2	10	1.5		0		52	4			0.2						-1		FxPet3MaoonAtk11Hit						-1			1																	0							0	3		0.2	0.1	420602121	420686									0	HitCase		0		0				0	1																
42060213	多段伤害	1	2	8	-1.5		0		-80	4			0.2						-1		FxPet3MaoonAtk11Hit					0.15	-1			1																	0							0	3		0.2	0.1	420602131	420686									0	HitCase		0		0				0	1																
42060214	多段伤害	1	2	12		-1	0		-60	4			0.2						-1		FxPet3MaoonAtk11Hit					0.3	-1			1																	0							0	3		0.2	0.1	420602141	420686									0	HitCase		0		0				0	1																
42060215	多段伤害	1	2	20			0		-80	4			0.2						-1		FxPet3MaoonAtk11Hit					0.5	-1			1																	0							0	3		0.2	0.1	420602151	420686									0	HitCase		0		0				0	1																
42060216	多段伤害	1	2	15			0		-30	4			0.2						-1		FxPet3MaoonAtk11Hit					0.2	-1			1																	0							0	3		0.2	0.1	420602161	420686									0	HitCase		0		0				0	1																
42060301	AOE火-特效	2	0.3				0			4			5						-1						FxPet3MaoonAtk11All02		-1			1																	0							0	3		0.2	0.1											0	HitCase		0		0				0	1																
42060303	AOE火-爆炸伤害	2	5				0			4			0.2						-1		FxPet3MaoonAtk11Hit					1.4	-1			1																	0							0	3		0.2	0.1	420603031	420677									0	HitCase		0		0				0	1																
