Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame	SlopeTargetJoint	IgnoreCollideType
90010101	机枪扫射-1	2	3				0		0	4			2.3						-1	1	FxDibingShouji		0.1				-1			1					0	0	0										1							0	1					900101									0	HitCase		0		1				1																			
90010107	机枪扫射-7	2	1				0		0	4			5.5						-1	1			0.1				-1			1					0	0	0										1							0	1														0	HitCase		0		1				0																			
90010108	机枪扫射-8	2	3				0		0	4			2.3						-1	1			0.1				-1			1					0	0	0										1							0	1					100000									0	HitCase		0		1				0																			
90010202	弹射-2	2	3				0		0	4			0.2						-1		FxDibingShouji						-1			1					0	0	0										0							0	1				900102021	900102									0	HitCase		1		1				1																			
90010203	弹射-3	2	6				0		0	4			0.1						-1		FxDibingShouji						-1			1					0	0	0										0							0	1					900103									0	HitCase		1		1				1																			
90010205	弹射-5	1	4	20		10	0		0	4			0.2						-1								-1			1					0	0	0										0							0	1					100000									0	HitCase		0		1				0																			
90010301	光束炮击-1	1	2	20		10	0		0	4			2						-1	1	FxDibingShouji		0.2				-1			1					0	0	0										0							0	1				900103011	900104									0	HitCase		0		1				1																			
90010303	光束炮击-1	1	3	24		12	0		0	4			2						-1	1			0.2				-1			1					0	0	0										0							0	1					100000									0	HitCase		0		1				0																			
90010401	跺脚-1	2	2		-0.85	0.5	0		0	4			0.1						-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0										0							0	1					900105									0	HitCase	1	0		1				1																			
90010402	跺脚-2	2	2		0	-1	0		0	4			0.1						-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0										0							0	1					900105									0	HitCase	1	0		1				1																			
90010403	跺脚-3	2	2		0.85	0.5	0		0	4			0.1						-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0										0							0	1					900105									0	HitCase	1	0		1				1																			
