Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
93100103	藤蔓发射-特效子弹	2	2				10			4			1		1				1								1			1	10				0	0	0										3	1	0	1	93100104	1		4	1														0	HitCase		0		1			1	0														
93100104	藤蔓穿刺-伤害	2	2				0			4			0.1		1				1		FxMo1ShujingAtk0101	FxMo1ShujingMd010001Atk01Hit					1			1					0	0	0										2							2	2		0.2	0.1	931001041	801030	745170								0	ROOT	1	0		1				1														
93100105	藤蔓穿刺-地面预警	2	2				0			4			0.6						1						FxYujing1M06S		1			1					0	0	0										3					1		4	1														0	ROOT	1	0		1			1	0														
93100401	劈砍二连-左劈	1	6	4	0	2.5	0		0	4			0.1						-1		FxMo1ShujingMd010001Atk04Hit02						-1			1					0	0	0										0							0	1				931004011	801030	745179								0	HitCase		1		1				1														
93100403	劈砍二连-右砍	1	6	4	0	2.5	0		0	4			0.1						-1		FxMo1ShujingMd010001Atk04Hit01						-1			1					0	0	0										0							0	1				931004031	801030	745179								0	HitCase		1		1				1														
93100502	砸地-攻击子弹	2	3.5				0			4			1						1		FxMo1ShujingMd010001Atk01Hit						1			1					0	0	0										0							0	1				931005021	801050									0	HitCase		1		1			1	1														
93100604	精灵炮击-预警子弹	2	2.5				0			8			5		1				-1						FxYujing1M07S		-1			1					0	0	0										3					1		4	1														0	HitCase		1		0				0														
93100606	精灵炮击-精灵炮弹	2	0.7			1.5	12			8			9999		1				-1						FxMo1ShujingMd010001Atk06Fly		-1		FxMo1ShujingMd010001Atk06Dilie	3	-12	0	8		0	0	0										3	9999		2	93100607|93100608	1		4	1														2	HitCase		0		0				0														
93100607	精灵炮击-二次弹射	2	0.7				8			8			9999		1				-1						FxMo1ShujingMd010001Atk06Fly		-1		FxMo1ShujingMd010001Atk06Dilie	3	-8	0	10	1	0	0	0										2	9999		1	93100609	1		3	1														0	HitCase		0		0				0														
93100608	精灵炮击-一次爆炸范围伤害	2	2.5				0			8			1						1								1			1					0	0	0										2							3	1				931006081	801030									0	HitCase		1					1	1														
