Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
13060102		1	5	4		1.5	0			4			0.1						-1		FxR2NuoanAtk01Hit						-1			1					0	0	0										0							0	3		0.2	0.1	130601021	130601									0	HitCase		0						1	1												130601022				
13060202		1	5	4		1.5	0			4			0.1						-1		FxR2NuoanAtk0201Hit						-1			1					0	0	0										0							0	3	330	0.2	0.1	130602021	130602									0	HitCase		0						1	1												130602022				
13060203		1	5	4		1.5	0			4			0.1						-1		FxR2NuoanAtk0202Hit						-1			1					0	0	0										0							0	3	330	0.2	0.1	130602031	130602									0	HitCase		0						1	1												130602032				
13060302		1	4	5		2.5	0			4			0.1						-1								-1			1					0	0	0										0							0	3	30	0.2	0.1	130603021	130603	200004				130607				1			0						1	1												130603022				
13060403		1	4	5		1.5	0			4			0.1						-1		FxR2NuoanAtk0302Hit						-1			1					0	0	0										0							0	3	30	0.2	0.1	130604031	130603	200004				130607				1			0						1	1												130604032				
13060412	喷溅特效	2	0.3			0	0			4			1						-1						FxR2NuoanAtk0402		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		1		1				0	1																
13060413	喷溅特效	1	4	5		1.2	0			4			999		1				1								1			1					0	0	0										0	999		1	13060412	1		0	3		0.2	0.1											0	HitCase		0		1	1			0	1									0							
13060414	伤害	1	4	5		1.2	0			4			0.1						-1		FxR2NuoanAtk04Hit						-1			1					0	0	0										0							0	3	270	0.2	0.1	130604141	130604									1			1						1	1												130604142				
13060415	扯怪	1	5	7		1.2	0			4			0.15						-1	1			0.05				-1			1					0	0	0										0							0	3		0.2	0.1		930463									0	HitCase		1						0	1																
13060502		1	4	5		2	0			4			0.3						-1	1	FxR2NuoanAtk0501Hit		0.1				-1			1					0	0	0										0							0	3	330	0.2	0.12	130605021	130614	130605								1			1						1	1												130605022				
13060503		3	4.5	240		-1	0			4			0.1						-1		FxR2NuoanAtk0502Hit						-1			1					0	0	0										0							0	3		0.2	0.1	130605031	130620	130612				130612				1.1			0						1	1												130605032				
13060509		2	6			1.5	0			4			0.3						-1	1			0.05				-1			1					0	0	0										0							0	3		0.2	0.1		930486									0	HitCase		0						0	1																
13060602		1	4	6		2.8	0			4			0.1						-1		FxR2NuoanAtk06Hit						-1			1					0	0	0										0							0	3	90	0.2	0.1	130606021	130621	200102				200102				0.8			1						1	1												130606022				
13060713	起始吸附攻击盒	2	8			-2	0			4			0.1						-1	1			0.05				-1			1					0	0	0										0							0	3		0.2	0.1				130609							0	HitCase		1		1				0	1																
