Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame	SlopeTargetJoint	IgnoreCollideType
13020101	普攻1-1	1	4	3		1.5	0			4			0.1						-1		FxR2LuolanAtk01Hit						-1			1					0	0	0										0							0	3	270	0.2	0.1	130201011	130200									0.9			0						1	1												130201012						
13020201	普攻2-1	1	5	3		1.5	0			4			0.1						-1		FxR2LuolanAtk02Hit						-1			1					0	0	0										0							0	3	30	0.2	0.1	130202011	130201									1			0						1	1												130202012						
13020301	普攻3-1	1	2.5	3		1.5	0			4			0.1						-1		FxR2LuolanAtk03Hit						-1			1					0	0	0										0							0	3	330	0.2	0.1	130203011	130202									1.3			0						1	1												130203012						
13020401	普攻4-1	1	5	3		1.5	0			4			0.1						-1		FxR2LuolanAtk04Hit						-1			1					0	0	0										0							0	3	90	0.2	0.15	130204011	130203									0.9			0						1	1												130204012						
13020402	普攻4-2	1	5	3		1.5	0			4			0.1						-1								-1			1					0	0	0										0							0	2	0	0	0											0	HitCase		0						0	1																		
13020501	连段技1-1	1	5	3		1.5	0			4			0.1						-1		FxR2LuolanAtk0501Hit						-1			1					0	0	0										0							0	3	90	0.1	0.15	130205011	130210									1.2			1						1	1																		
13020502	连段技1-2	1	3	3		1.5	0			4			0.1						-1		FxR2LuolanAtk0502Hit						-1			1					0	0	0										0							0	3	30	0.1	0.15	130205021	130210									1.3			1						1	1												130205022						
13020602	连段技2-2	2	3				50			4			0.1						-1		FxR2LuolanAtk0601Hit						-1			1					0	0	0										0							0	1	90	0.1	0.1	130206021	130211									1			1						1	1												130206022						
13020603	连段技2-3	2	3				50			4			0.1						-1		FxR2LuolanAtk0602Hit						-1			1					0	0	0										0							0	1	270	0.1	0.1	130206031	130211									1			1						1	1												130206032						
13020604	连段技2-4	2	3				50			4			0.1						-1		FxR2LuolanAtk0603Hit						-1			1					0	0	0										0							0	1	90	0.1	0.15	130206041	130211									0.9			1						1	1												130206042						
13020701	连段技3-1	1	3	3			50		180	4			0.25						-1		FxR2LuolanAtk0701Hit						-1			2	-1200	0	1.5	1.5	0	0	0										0							0	1	270	0.15	0.1	130207011	130212									0.8			1						1	1																		
13020702	连段技3-2	1	3	6		3	0			4			0.1						-1		FxR2LuolanAtk0702Hit						-1			1					0	0	0										0							0	1	330	0.2	0.15	130207021	130212									1.2			0						1	1																		
13020703	连段技3-3	1	3.5	7		3.5	50			4			0.15						-1		FxR2LuolanAtk0703Hit						-1			1					0	0	0										0							0	1	30	0.05	0.15	130207031	130212									1.2			1						1	1																		
13020704	连段技3-4	1	3.5	7		3.5	50			4			0.15						-1		FxR2LuolanAtk07DilieHit						-1			1					0	0	0										0							0	1	30	0.2	0.2	130207041	130212									1.2			1						1	1																		
13020801	常态球（红球）-1	1	3.5	3		1.5	50			4			0.3						-1		FxR2LuolanAtk11Hit						-1			1					0	0	0										0							0	1	330	0.2	0.1	130208011	130220									1			1						1	1																		
13020802	常态球（红球）-2	1	5	3		1.5	50			4			0.15						-1		FxR2LuolanAtk1102Hit					0.05	-1			1					0	0	0										0							0	1	270	0.2	0.15	130208021	130220									0.7			1				0.05		1	1												130208022						
