Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic
84820107	击退	2	25				0			4			1						-1	1			0.02				-1			1					0	0	0										0							0	1					478021									0	HitCase		0		1				0													
84820108	脚下横条攻击子弹	1	20	2			2		10	4			0.5						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201081	848152	801050	848179			478252				0	HitCase		0		0				1													
84820109	BOSS左前方子弹1	1	13	2	-2	8	4		-70	4			1.3						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201091	848152	801050	848179			478252				0	HitCase		0		0				1													
84820110	BOSS左前方子弹1	1	8	1.8	5	10	6		-52	4			1						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201101	848152	801050	848179			478252				0	HitCase		0		0				1													
84820111	BOSS左前方子弹3	1	1.8	3	-8.7	14	11		15	4			2						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201111	848152	801050	848179			478252				0	HitCase		0		0				1													
84820112	BOSS左前方第二发子弹1	1	6	1.8	5	12	6		-52	4			1						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201121	848152	801050	848179			478252				0	HitCase		0		0				1													
84820113	BOSS左前方第二发子弹1	2	0.1				0			4			5						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit			FxMb1Punishdata2Atk0402		-1			1					0	0	0										0							0	1					848152	801050	848179			478252				-2	HitCase		0		0				1													
84820114	BOSS左前方第二发子弹2	1	9	2.5	3	14.8	5		-16	4			0.9						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201141	848152	801050	848179			478252				0	HitCase		0		0				1													
84820115	BOSS左前方第二发子弹3	1	2	3	-9	18.5	6		32	4			4						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201151	848152	801050	848179			478252				0	HitCase		0		0				1													
84820116	BOSS右前方子弹1	1	11	2.5	-2	24.2	5		34	4			0.9						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201161	848152	801050	848179			478252				0	HitCase		0		0				1													
84820117	BOSS左前方子弹3	1	2.5	5	24.8	11	11		-54	4			2						-1		FxMb1PunishdataHc0205Hit	FxMb1Punishdata2Atk0101Hit					-1			1					0	0	0										0							0	1				848201171	848152	801050	848179			478252				0	HitCase		0		0				1													
84820118	摄像机改变-拉远和拉低	2	60				0			4			1						-1								-1			1					0	0	0										0							0	1														0	HitCase		0		1				0													
84820119	摄像机改变-推开拉近和fov	2	60				0			4			1						-1								-1			1					0	0	0										0							0	1					478025	478026								0	HitCase		0		1				0													
84820121	子弹时间-玩家	2	80				0			4			1						-1								-1			1					0	0	0										0							0	1					478027	478028	478029							0	HitCase		0		1				0													
84820123	子弹时间-玩家	2	80				0			4			1						-1								-1			1					0	0	0										0							0	1					478030									0	HitCase		0		1				0													
84820137	子弹时间-玩家	2	80				0			4			1						-1								-1			1					0	0	0										0							0	1					478296									0	HitCase		0		1				0													
84820138	音效子弹	2	0.1				15			4			6						-1						FxMb1Punishdata2Dandao03Sound		-1			1					0	0	0										0							0	1														0	HitCase		0		0				0													
84820139	音效子弹	2	0.1				15			4			6						-1						FxMb1Punishdata2Dandao03Sound		-1			1					0	0	0										0							0	1														0	HitCase		0		0				0													
84820202	刀锋魅影一	1	1.2	2.5	-0.2		32		0	4			4						-1		FxMb1Punishdata2Atk0801Hit				FxMb1Punishdata2Atk0302		-1			1					0	0	0										0							0	1				848202021	848102	848179	801015							1.3	HitCase		0		0				1													
84820203	刀锋魅影一	1	1.2	2.5	-0.23		32		2	4			4						-1		FxMb1Punishdata2Atk0801Hit				FxMb1Punishdata2Atk0302		-1			1					0	0	0										0							0	1				848202031	848102	848179	801015							1.3	HitCase		0		0				1													
84820204	刀锋魅影一	1	1.2	2.5	-0.21		32		5	4			4						-1		FxMb1Punishdata2Atk0801Hit				FxMb1Punishdata2Atk0302		-1			1					0	0	0										0							0	1				848202041	848102	848179	801015							1.3	HitCase		0		0				1													
84820205	刀锋魅影一	1	1.2	2.5	-0.18		32		0	4			4						-1		FxMb1Punishdata2Atk0801Hit				FxMb1Punishdata2Atk0302		-1			1					0	0	0										0							0	1				848202051	848102	801015	848179	478244		478036				1.3	HitCase		0		0				1													
