Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic
10270102	普通攻击1-2伤害	1	5	4		1.5	0			4			0.1						-1		FxR4KalieninaAtk01Hit						-1			1					0	0	0										0							0	3	90	0.2	0.1	102701021	103701									1.2		1	0						1	1												102701022
10270103	普通攻击1-2特效	2	0.3				0			4			1.5						-1						FxR4KalieninaAtk01		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		2		1	1			0	1												
10270202	普通攻击2-2伤害	1	6	7		1.5	0			4			0.1						-1		FxR4KalieninaAtk02Hit						-1			1					0	0	0										0							0	3	270	0.2	0.1	102702021	103702									1.2		1	0						1	1												102702022
10270203	普通攻击2-3伤害	1	6	7		1.5	0			4			0.1						-1		FxR4KalieninaAtk02Hit						-1			1					0	0	0										0							0	3	270	0.2	0.13	102702031	103702	100706				100706				1.2		1	0						1	1												102702032
10270204	普通攻击1-2特效	2	0.3				0			4			1.5						-1						FxR4KalieninaAtk02		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		2		1	1			0	1												
10270205	普通攻击1-2地面特效	2	0.3				0			4			3						-1						FxR4KalieninaAtk02Dilie		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		0		0	1			0	1												
10270302	普通攻击3-2伤害	1	5	8		-0.5	0		180	4			0.1						-1		FxR4KalieninaAtk03Hit						-1			1					0	0	0										0							0	3	270	0.2	0.1	102703021	103703	100705				100705				1.2		1	0						1	1												102703022
10270303	普通攻击1-2特效	2	0.3				0			4			1.5						-1						FxR4KalieninaAtk03		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		2		1	1			0	1												
10270304	普通攻击1-2地面特效	2	0.3				0			4			3						-1						FxR4KalieninaAtk02Dilie		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		0		0	1			0	1												
10270305	普通攻击1-2冲刺特效	2	0.3				0			4			1.5						-1						FxR4KalieninaAtk03Burst		-1			1					0	0	0										0							0	3		0.2	0.1											0	HitCase		2		1	1			0	1												
