Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic
99410001	子弹发射器伤害子弹-直线	2	0.4				10			4			2		1				1		FxJiaojingAttack01Shouji				FxJiaojingAttack01		1		FxJiaojingAttack01Shouji	1					0	0	0										3							4	1				994100011	730104	801008								1	HitCase		0		1			1	0													
99410002	角鲸导弹发射	2	1				0			4			10						-1						FxJiaojingAttack02		-1			1					0	0	0										0							0	1														-2	HitCase		0		1				0													
99410003	角鲸导弹下落爆炸特效	2	1				0			4			10						-1						FxJiaojingAttack03		-1			1					0	0	0										3							0	1														0	HitCase		0		1				0													
99410004	角鲸导弹预警	2	1				0			4			0.7						-1						FxNpcYujing01		-1			1					0	0	0										3							0	1														0	HitCase		0		1				0													
99410005	角鲸导弹伤害子弹	2	1				0			1			0.1						-1		FxJiaojingAttack03Shouji						-1			1					0	0	0										3							0	1				994100051	801005									0	HitCase	1	0		1				0													
99410006	三阶露西亚击倒子弹	2	0.1				0			4			0.1						-1								-1			1					0	0	0										0							0	1				994100061										0	HitCase		0		1				0													
99410007	子弹发射器伤害子弹-阿基米德曲线	2	0.4				8			4			1.5		1				1		FxJiaojingAttack01Shouji				FxJiaojingAttack01		1			2	45	10	0	10	0	0	0										0							4	1				994100071	730104	801008								1	HitCase		0		1			1	0													
99410008	角鲸的角受击	2	0.1				0			4			1						-1						FxJiaojingShoujiLight1		-1			1					0	0	0										0							0	1														1.5	HitCase		0		1				0													
99410009	角鲸子弹发射器受击	2	0.1				0			4			1						-1						FxJiaojingShoujiLight2		-1			1					0	0	0										0							0	1														1.5	HitCase		0		1				0													
99410010	扇形预警子弹	2	0.1				0			4			0.1						-1						FxYujingShan01		-1			1					0	0	0										0							0	1														0	HitCase		0		1				0													
