Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
47001401	4-1：石化面朝自身八米内目标持续6秒，易伤20-1	2	8				0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1		470047									0	HitCase		0						0	1																
47001402	4-1：石化面朝自身八米内目标持续6秒，易伤20-2	2	8				0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1		470051									0	HitCase		0						0	1																
47001403	4-1：石化面朝自身八米内目标持续6秒，易伤20-3	2	8				0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1		470055									0	HitCase		0						0	1																
47001404	4-1：石化面朝自身八米内目标持续6秒，易伤20-4	2	8				0			4			0.2						-1								-1			1					0	0	0										0							0	3		0.2	0.1		470059									0	HitCase		0						0	1																
47001702	5-1：5米内每秒选5个敌人造成200%伤害-2	2	0.3				0			4			5						-1		FxR3LifuAttack11Shouji				FxCizhuiHuolizhiyuan		-1			1					0	0	0										3	0	1	1	47001703			4	3		0.2	0.1											0	HitCase		0						0	1																
47001703	5-1：5米内每秒选5个敌人造成200%伤害-3	2	1.5				0			4			0.6						-1								-1			1					0	0	0										2							2	3		0	0	470017031	470064									0	HitCase		0						0	1																
47001802	5-2：5米内每秒选5个敌人造成240%伤害-2	2	0.3				0			4			5						-1		FxR3LifuAttack11Shouji				FxCizhuiHuolizhiyuan		-1			1					0	0	0										3	0	1	1	47001803			4	3		0.2	0.1											0	HitCase		0						0	1																
47001803	5-2：5米内每秒选5个敌人造成240%伤害-3	2	1.5				0			4			0.6						-1								-1			1					0	0	0										2							2	3		0	0	470018031	470067									0	HitCase		0						0	1																
47001902	5-3：5米内每秒选5个敌人造成280%伤害-2	2	0.3				0			4			5						-1		FxR3LifuAttack11Shouji				FxCizhuiHuolizhiyuan		-1			1					0	0	0										3	0	1	1	47001903			4	3		0.2	0.1											0	HitCase		0						0	1																
47001903	5-3：5米内每秒选5个敌人造成280%伤害-3	2	1.5				0			4			0.6						-1								-1			1					0	0	0										2							2	3		0	0		470070									0	HitCase		0						0	1																
