Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
11120101	普攻1攻击盒	1	2	4		2	0			4			0.4						-1	1	FxR3KuluomuAtk01Hit		0.1				-1			1																	0							0	3	1	0.2	0.1	111201011					111230					1.2	###		0		1	1			1	1												111201012				
11120201	普攻2攻击盒1	3	3	135			0			4			0.1						-1		FxR3KuluomuAtk0201Hit						-1			1																	0							0	3	1	0.2	0.1	111202011					111231					1.2	###		0		1	1			1	1												111202012				
11120202	普攻2攻击盒2	3	3	135			0			4			0.1						-1		FxR3KuluomuAtk0202Hit						-1			1																	0							0	3	1	0.2	0.1	111202021	111299				111231	111299				1.2	###		0		1	1			1	1												111202022				
11120301	普攻3攻击盒	1	2	4		2	0			4			0.1						-1		FxR3KuluomuAtk03Hit						-1			1																	0							0	3	1	0.2	0.1	111203011	111298				111232	111298				1.2	###		0						1	1												111203012				
11120401	普攻4攻击盒1	3	6	60			0			4			0.1						-1		FxR3KuluomuAtk04Hit						-1			1																	0							0	3	1	0.2	0.1	111204011	111299				111233	111299				1.2	###		0						1	1												111204012				
11120402	普攻4攻击盒2	3	6	60			0			4			0.1						-1		FxR3KuluomuAtk04Hit						-1			1																	0							0	3	1	0.2	0.1	111204021	111299				111233	111299				1.2	###		0						1	1												111204022				
11120501	普攻5攻击盒	1	2	4		2	0			4			0.1						-1		FxR3KuluomuAtk05Hit						-1			1																	0							0	3	1	0.2	0.1	111205011	111296				111234	111299				1.2	###		0						1	1												111205012				
11120502	普攻5攻击盒2	1	2	4		2	0			4			0.1						-1		FxR3KuluomuAtk05Hit						-1			1																	0							0	3	1	0.2	0.1	111205021	111296				111234	111299				1.2	###		0						1	1												111205022				
11120601	普攻6攻击盒	3	4	180			0			4			0.1						-1		FxR3KuluomuAtk06Hit						-1			1																	0							0	3	1	0.2	0.1	111206011	111297				111235	111297				2	###		0						1	1												111206012				
11129101	普攻1突进版攻击盒	1	2	4		2	0			4			0.4						-1	1	FxR3KuluomuAtk01Hit		0.1				-1			1																	0							0	3	1	0.2	0.1	111291011					111230					1.2	###		0						1	1												111291012				
11120701	红球1攻击盒1	3	3	120			0			4			0.1						-1		FxR3KuluomuAtk12Hit						-1			1																	0							0	3	1	0.2	0.1	111207011	111292				111236	111292				1.2	###		0						1	1												111207012				
11120702	红球1攻击盒2	3	4	180			0			4			0.1						-1		FxR3KuluomuAtk12Hit02						-1			1																	0							0	3	1	0.2	0.1	111207021	111293				111237	111293				1.2	###		0						1	1												111207022				
11120801	红球2攻击盒1	3	3	120			0			4			0.1						-1		FxR3KuluomuAtk12Hit						-1			1																	0							0	3	1	0.2	0.1	111208011	111292				111238	111292				1.2	###		0						1	1												111208012				
