Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
11130101	普攻1-1	2	3				0			4			0.1						-1		FxR3WeilaAtk01Hit						-1			1					0	0	0										0							0	3		0.2	0.1	111301011	111301									1			0						0	1												111301012	
11130201	普攻2-戳刺	1	4	4		1.5	0			4			0.1						-1		FxR3WeilaAtk0201Hit						-1			1					0	0	0										0							0	3		0.2	0.1	111302011	111302	111374				111374				1			1						0	1												111302012	
11130203	普攻2-拽	1	4	5		1.5	50			4			0.1						-1		FxR3WeilaAtk0202Hit						-1			1					0	0	0										0							0	3		0.3	0.2	111302031	111302									1			1						0	1												111302032	
11130204	普攻2-拽吸怪	1	4	5		1.5	50			4			0.15						-1	1			0.05				-1			1					0	0	0										0							0	3		0.2	0.1		111307									0	HitCase		1		1				0	1													
11130205	普攻2-戳推怪	1	4	4		1.5	50			4			0.1						-1	1			0.05				-1			1					0	0	0										0							0	3		0.2	0.1		111308									0	HitCase		1		1				0	1													
11130301	普攻3-1	1	4	5		1.5	0			4			0.1						-1		FxR3WeilaAtk03Hit						-1			1					0	0	0										0							0	3		0.2	0.1	111303011	111303	111376				111376				1			0						0	1													
11130401	普攻4-1	1	4	3		1.5	0			4			0.1						-1		FxR3WeilaAtk0401Hit						-1			1					0	0	0										0							0	3		0.2	0.1	111304011	111304									1			0						0	1												111304012	
11130402		2	2				0			4			0.1						-1	1	FxR3WeilaAtk0402Hit		0.05				-1			1					0	0	0										0							0	3		0.2	0.1	111304021	111304									1			1						0	1												111304022	
11130405		2	3				0			4			0.1						-1		FxR3WeilaAtk0403Hit						-1			1					0	0	0										0							0	3		0.2	0.1	111304051	111304	119334				119334				1			1						0	1												111304052	
11130501	普攻5-1	2	2.5				0			4			0.1						-1		FxR3WeilaAtk0501Hit						-1			1					0	0	0										0							0	3		0.2	0.1	111305011	111305									1			1						0	1													
