Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
13010408		2	0.3			1.2	0			4			10						999						FxR3SailinnaAtk04Down		-1			1																								0																																						
13011304		2	0.3				0			4			10						999						FxR3SailinnaAtk31Rush		-1			1																								0																																						
13011404		2	0.3				0			4			10						999						FxR3SailinnaAtk31Rush		-1			1																								0																																						
13011504		2	0.3				0			4			10						999						FxR3SailinnaAtk31Rush		-1			1																								0																																						
13012302		2	0.3				0			4			10						999						FxQte		-1			1																								0																																						
13012303		2	0.3				0			4			10						999						FxQte		-1			1																								0																																						
13013010		2	0.3				0			4			10						999						FxR3SailinnaAtkMove1XMesh		-1			1																								0																																						
13013718		2	0.3				0			4			10						999						FxR3SailinnaAtkMove1XMesh		-1			1																								0																																						
13013819		2	0.3				0			4			10						999						FxR3SailinnaAtkMove1XMesh		-1			1																								0																																						
13014019		2	0.3				0			4			10						999						FxR3SailinnaAtkMove1XMesh		-1			1																								0																																						
