Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
10330104		2	0.3		-0.8	-0.1	0			4			10						999						FxR4LifuAtk0101		-1			1																								0			0	0											2.1																										
10330105		2	0.3		0.77	-0.1	0			4			10						999						FxR4LifuAtk0101		-1			1																								0			0	0											2.1																										
10330204		2	0.3		-1.2	0.5	0			4			10						999					WeaponCase3	FxR4LifuAtk0201		-1			1																								0			0	0																																					
10330205		2	0.3		1.1	0.5	0			4			10						999					WeaponCase2	FxR4LifuAtk0201		-1			1																								0			0	0																																					
10330303		2	0.3			1	0			4			10						999						FxR4LifuAtk0301Dilie		-1			1																								0			0	0																																					
10330304		2	0.3			1	0			4			10						999						FxR4LifuAtk0301Trail		-1			1																								0			0	0																																					
10330403		2	0.3				0			4			10						999						FxR4LifuAtk0401Dile		-1			1																	1							0			0	0																																					
10330504		2	0.3				0			4			1						999						FxR4LifuAtk0501Dilie		-1			1																	1							0			0	0																																					
10330603		2	0.3				0			4			10						999						FxR4LifuAtk0601Dilie		-1			1																	1							0			0	0																																					
10332011		2	0.3				0			4			10						999						FxR4LifuAtk1201Bo		-1			1																								0			0	0																																					
10332107		2	0.3				0			4			4						999						FxR4LifuAtk1301Bo		-1			1																								0			0	0																																					
10332311		2	0.3				0			4			10						999						FxR4LifuAtk1201Bo		-1			1																								0			0	0																																					
10332407		2	0.3				0			4			10						999						FxR4LifuAtk1301Bo		-1			1																								0			0	0																																					
10332611		2	0.3				0			4			10						999						FxR4LifuAtk1201Bo		-1			1																								0			0	0																																					
10332707		2	0.3				0			4			10						999						FxR4LifuAtk1301Bo		-1			1																								0			0	0																																					
10333502		2	0.3				0			4			10						999						FxQte		-1			1																								0			0	0											2.2																										
10333508		2	0.3				0			4			10						999						FxR4LifuAtkQteBuff		-1			1																								0			0	0																																					
