Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
11120303		2	0.3				0			4			10						999						FxR3KuluomuAtk03Dilie		-1			1																								0																																									
11120403		2	0.3				0			4			10						999						FxR3KuluomuAtk04		-1			1																								0																																									
11120404		2	0.3				0			4			10						999						FxR3KuluomuAtk04Dilie		-1			1																								0																																									
11120405		2	0.3				0			4			10						999						FxR3KuluomuAtk0401		-1			1																								0																																									
11120406		2	0.3				0			4			10						999						FxR3KuluomuAtk04Dilie		-1			1																								0																																									
11120507		2	0.3				0			4			10						999						FxR3KuluomuAtk05Dilie		-1			1																								0																																									
11120602		2	0.3				0			4			10						999						FxR3KuluomuAtk06		-1			1																								0																																									
11120704		2	0.3				0			4			10						999						FxR3KuluomuAtk12Dilie		-1			1																								0																																									
11120804		2	0.3				0			4			10						999						FxR3KuluomuAtk12Dilie		-1			1																								0																																									
11120905		2	0.3				0			4			10						999						FxR3KuluomuAtk11Dilie		-1			1																								0																																									
11121004		2	0.3				0			4			10						999						FxR3KuluomuAtk22Dilie		-1			1																								0																																									
11121104		2	0.3				0			4			10						999						FxR3KuluomuAtk22Dilie		-1			1																								0																																									
11121205		2	0.3				0			4			10						999						FxR3KuluomuAtk21Dilie		-1			1																								0																																									
11121308		2	0.3				0			4			10						999						FxR3KuluomuAtk32Dilie		-1			1																								0																																									
11121408		2	0.3				0			4			10						999						FxR3KuluomuAtk32Dilie		-1			1																								0																																									
11121507		2	0.3				0			4			10						999						FxR3KuluomuAtk31Dilie		-1			1																								0																																									
11121602		2	0.3				0			4			10						999						FxR3KuluomuAtk41		-1			1																								0																		0																							
11121702		2	0.3				0			4			10						999						FxR3KuluomuAtk42		-1			1																								0																		0																							
11121703		2	0.3				0			4			10						999						FxR3KuluomuAtk42Dilie		-1			1																								0																																									
11121803		2	0.3				0			4			10						999						FxR3KuluomuAtk43		-1			1																								0																																									
11122201		2	0.3				0			4			10						999						FxR3KuluomuAtk51Dilie		-1			1																								0																																									
11122304		2	0.3				0			4			10						999						FxR3KuluomuAtk12Dilie		-1			1																								0																																									
11122404		2	0.3				0			4			10						999						FxR3KuluomuAtk22Dilie		-1			1																								0																																									
11122508		2	0.3				0			4			10						999						FxR3KuluomuAtk32Dilie		-1			1																								0																																									
11122708		2	0.3				0			4			10						999						FxR3KuluomuAtk32Dilie		-1			1																								0																																									
11123104		2	0.3				0			4			10						999						FxR3KuluomuAtkQteDilie		-1			1																								0																																									
11123107		2	0.3				0			4			10						999						FxQte		-1			1																								0																																									
