Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame	SlopeTargetJoint	IgnoreCollideType
10220205		2	0.3				0			4			10						999						FxR3LuxiyaAttack0201		-1			1																								0																																											
10220206		2	0.3				0			4			10						999						FxR3LuxiyaAttack0202		-1			1																								0																																											
10220306		2	0.3				0			4			10						999						FxR3LuxiyaAttack0301		-1			1																								0																																											
10220307		2	0.3				0			4			10						999						FxR3LuxiyaAttack0301Dilie		-1			1																								0																																											
10220510		2	0.3				0			4			10						999						FxR3LuxiyaAttack0501		-1			1																								0																																											
10221001		2	0.3				0			4			10						999						FxR3LuxiyaAttack21		-1			1																								0																																											
10221101		2	0.3				0			4			10						999						FxR3LuxiyaAttack21		-1			1																								0																																											
10221201		2	0.3				0			4			10						999						FxR3LuxiyaAttack21		-1			1																								0																																											
10221605		2	0.3				0			4			10						999						FxR3LuxiyaAttack51Eye		-1			1																								0																																											
10221616		2	0.3				0			4			10						999						FxR3LuxiyaAttack5101		-1			1																								0																																											
10221617		2	0.3				0			4			10						999						FxR3LuxiyaAttack5102		-1			1																								0																																											
10221701		2	0.3				0			4			10						999						FxR3LuxiyaMove01		-1			1																								0																																											
10221801		2	0.3				0			4			10						999						FxR3LuxiyaMove02		-1			1																								0																																											
10222801		2	0.3				0			4			10						999						FxR3LuxiyaAttack03Dilie		-1			1																								0																																											
10222809		2	0.3				0			4			10						999						FxR3LuxiyaAttack0301		-1			1																								0																																											
10222810		2	0.3				0			4			10						999						FxR3LuxiyaAttack0301Dilie		-1			1																								0																																											
10223102		2	0.3				0			4			10						999						FxR1LuxiyaAttack10		-1			1																								0																																											
10150417		2	0.3				0			4			10						999						FxR3YongyechaoAttack0402		-1			1																								0																																											
10151103		2	0.3				0			4			10						999						FxR3YongyechaoAttack31Dilie01		-1			1																								0																																											
10151104		2	0.3				0			4			10						999						FxR3YongyechaoAttack31Dilie01		-1			1																								0																																											
10151203		2	0.3				0			4			10						999						FxR3YongyechaoAttack31Dilie01		-1			1																								0																																											
10151204		2	0.3				0			4			10						999						FxR3YongyechaoAttack31Dilie01		-1			1																								0																																											
10151303		2	0.3				0			4			10						999						FxR3YongyechaoAttack31Dilie01		-1			1																								0																																											
10151304		2	0.3				0			4			10						999						FxR3YongyechaoAttack31Dilie02		-1			1																								0																																											
10151312		2	0.3				0			4			10						999						FxR3YongyechaoAttack3102		-1			1																								0																																											
10151414		2	0.3				0			4			10						999						FxR3YongyechaoAttack51		-1			1																								0																																											
10152110		2	0.3			2	0			4			10						999						FxR3YongyechaoQte		-1			1																								0																																											
10152617		2	0.3				0			4			10						999						FxR3YongyechaoAttack0402Ex		-1			1																								0																																											
