Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic
83500114		2	0.3				0			4			10						999						FxMb1MelodyAttack0102		-1			1																								0																		1																			
83500115		2	0.3				0			4			10						999						FxMb1MelodyAttack0103		-1			1																								0																		1																			
83500116		2	0.3				0			4			10						999						FxMb1MelodyAttack0104		-1			1																								0																		1																			
83500117		2	0.3				0			4			10						999						FxMb1MelodyAttack0105		-1			1																								0																		1																			
83505208		2	0.3				0			4			10						999						FxMb1MelodyAttack5201		-1			1																								0																																					
83505209		2	0.3				0			4			10						999						FxMb1MelodyAttack5202		-1			1																								0																																					
83505210		2	0.3				0			4			10						999						FxMb1MelodyAttack5203		-1			1																								0																																					
83506001		2	0.3				0			4			10						999						FxMb1MelodySmokeGudianHitCase		-1			1																								0															1																						
83506005		2	0.3				0			4			10						999						FxMb1MelodySmokeGudianHitCase		-1			1																								0															1																						
83506702		2	0.3				0			4			10						999						FxMb1MelodySmokeGudianHitCase		-1			1																	0							0															1																						
83521305		2	0.3				0			4			10						999						FxMb1MelodyhuaxuMd10001Attack13Dilie		-1			1																								0															1																						
