Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
11130206		2	0.3				0			4			10						999						FxR3WeilaAtk0202		-1			1																								0																																						
11130302		2	0.3			1	0			4			10						999						FxR3WeilaAtk03Xuli		-1			1																								0																																						
11130303		2	0.3				0			4			10						999						FxR3WeilaAtk03		-1			1																								0																																						
11130304		2	0.3				0			4			10						999						FxR3WeilaAtk03Dilie		-1			1																								0																																						
11130604		2	0.3				0			4			10						999						FxR3WeilaAtk06Dilie		-1			1																								0																																						
11130705		2	0.3				0			4			10						999						FxR3WeilaAtk1102Dilie		-1			1																								0																																						
11130706		2	0.3				0			4			10						999						FxR3WeilaAtk1104Dilie		-1			1																								0																																						
11130710		2	0.3				0			4			10						999						FxR3WeilaAtk1104		-1			1																								0																																						
11130805		2	0.3				0			4			10						999						FxR3WeilaAtk1102Dilie		-1			1																								0																																						
11130806		2	0.3				0			4			10						999						FxR3WeilaAtk1104Dilie		-1			1																								0																																						
11130810		2	0.3				0			4			10						999						FxR3WeilaAtk1104		-1			1																								0																																						
11130905		2	0.3				0			4			10						999						FxR3WeilaAtk1102Dilie		-1			1																								0																																						
11130906		2	0.3				0			4			10						999						FxR3WeilaAtk1104Dilie		-1			1																								0																																						
11130910		2	0.3				0			4			10						999						FxR3WeilaAtk1104		-1			1																								0																																						
11131305		2	0.3			0.5	0			4			10						999						FxR3WeilaAtk3101		-1			1																								0																																						
11131307		2	0.3				0			4			10						999						FxR3WeilaAtk3102		-1			1																								0																																						
