Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic
900399		0											5						-1					Root	FxMo1BraveMd010031Death		-1			1																																										1																			
900999		0											5						-1					Root	Mo1BraveMd030011Death		-1			1																																										1																			
901099		0											5						-1					Root	FxMoCaMd030010AttackDeath		-1			1																																										1																			
901199		0											5						-1					Root	FxMe1BioMd030061Death		-1			1																																										1																			
901299		0											5						-1					Root	FxMoActMd010010Death		-1			1																																										1																			
901399		0											5						-1					Root	FxMe1BraveMd020021Death		-1			1																																										1																			
901599		0											5						-1					Root	FxMo1BraveMd010031Death		-1			1																																										1																			
901699		0											5						-1					Root	FxMo1BioMd030051Death		-1			1																																										1																			
901799		0											5						-1					Root	FxMo1BioMd010141Death		-1			1																																										1																			
901899		0											5						-1					Root	FxMo1BioMd010121Death		-1			1																																										1																			
901999		0											5						-1					Root	FxMo1ArmorMd010071Death		-1			1																																										1																			
902099		0											5						-1					Root	FxMo1BraveMd010131Death		-1			1																																										1																			
902199		0											5						-1					Root	FxMe1ArmorMd010091Death		-1			1																																										1																			
902599		0											5						-1					Root	FxMo1SsjkMd000004Death		-1			1																																										1																			
903699		0											5						-1					Root	FxMe1BioMd004030Death		-1			1																																										1																			
904299		0											5						-1					Root	FxMe1RocketMd002002Death		-1			1																																										1																			
960199		0											5						-1						FxDeath01		-1			1																																										1																			
960499		0											5						-1						FxDeath01		-1			1																																										1																			
960599		0											5						-1						FxDeath01		-1			1																																										1																			
960699		0											5						-1						FxDeath01		-1			1																																										1																			
960799		0											5						-1						FxDeath01		-1			1																																										1																			
960899		0											5						-1						FxDeath01		-1			1																																										1																			
961099		0											5						-1						FxDeath01		-1			1																																										1																			
961499		0											5						-1						FxDeath01		-1			1																																										1																			
961599		0											5						-1						FxDeath01		-1			1																																										1																			
961799		0											5						-1						FxDeath01		-1			1																																										1																			
