Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame
42090205	物理伤害子弹	1	0.5	1.5			0			4			2.3		1				1								1			1																	0							0	3		0.2	0.1			410931				420910				0	HitCase		1					1	0	1																
42090305	火伤害子弹	1	0.5	1.5			0			4			2.3		1				1								1			1																	0							0	3		0.2	0.1			410931				420910				0	HitCase		1					1	0	1																
42090405	雷伤害子弹	1	0.5	1.5			0			4			2.3		1				1								1			1																	0							0	3		0.2	0.1			410931				420910				0	HitCase		1					1	0	1																
42090505	冰伤害子弹	1	0.5	1.5			0			4			2.3		1				1								1			1																	0							0	3		0.2	0.1			410931				420910				0	HitCase		1					1	0	1																
42090605	暗伤害子弹	1	0.5	1.5			0			4			2.3		1				1								1			1																	0							0	3		0.2	0.1			410931				420910				0	HitCase		1					1	0	1																
42090702	物理1单体-2	2	0.8				0			4			0.2						-1	1	FxPet2CiweionAtkHit02		0.2				-1			1																	0	0.1		1	42090703			0	3		0.2	0.1	420907021	410904	410931								0	HitCase		1						0	1																
42090703	物理1单体-3	2	0.8				0			4			0.2						-1	1			0.2				-1			1																	0	0.1		1	42090704			0	3		0.2	0.1	420907031	410904									0	HitCase		1						0	1																
42090704	物理1单体-4	2	0.8				0			4			0.2						-1	1			0.2				-1			1																	0	0.1		1	42090705			0	3		0.2	0.1	420907041	410904									0	HitCase		1						0	1																
42090705	物理1单体-5	2	0.8				0			4			0.2						-1	1			0.2				-1			1																	0	0.1		1	42090706			0	3		0.2	0.1	420907051	410904									0	HitCase		1						0	1																
42090706	物理1单体-6	2	0.8				0			4			0.2						-1	1			0.2				-1			1																	0							0	3		0.2	0.1	420907061	410904									0	HitCase		1						0	1																
