Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame	SlopeTargetJoint	IgnoreCollideType
85550205	法阵内效果(减速855570+大招能量减少855626）	2	9				0			4			0.1						-1								-1			1					0	0	0										1							1	1					855570	855622								0	HitCase		0		1	1			0																			
85550207	减速子弹1（故障特效+顿帧+木偶化+黑屏）	2	9				0			4			5						-1						FxMb1MaidmasterMd010001Atk0202		-1			1					0	0	0										1	0.48		1	85550208|85550217			1	1					855533	855535	855545	855604						0.2	HitCase		0		1	1			0																			
85550208	减速子弹2（大招能量减少-855626)	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550209			4	1					855536	855622	855570							0	HitCase		0		1	1			0																			
85550209	减速子弹3	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550210			4	1					855537	855622	855570							0	HitCase		0		1	1			0																			
85550210	减速子弹4	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550211			4	1					855538	855622	855570							0	HitCase		0		1	1			0																			
85550211	减速子弹5(隐藏消球栏-855624）	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550212			4	1					855539	855622	855570	855624						0	HitCase		0		1	1			0																			
85550212	减速子弹6	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550213			4	1					855540	855622	855570	855624						0	HitCase		0		1	1			0																			
85550213	减速子弹7	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550214			4	1					855541	855622	855570	855624						0	HitCase		0		1	1			0																			
85550214	减速子弹8	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550215			4	1					855542	855622	855570	855625						0	HitCase		0		1	1			0																			
85550215	减速子弹9	2	9				0			4			0.5						-1								-1			1					0	0	0										3	0.5		1	85550216			4	1					855543	855622	855570	855625						0	HitCase		0		1	1			0																			
85550216	减速子弹10（命中隐藏UI+855549-木偶化）	2	9				0			4			0.5						-1								-1			1					0	0	0										3							4	1					855544	855549	855546	855570						0	HitCase		0		1	1			0																			
85550217	环形子弹（圈外去除木偶化+顿帧+故障特效）	4	9	50			0			4			5						-1	1			0.5				-1			1					0	0	0										3							4	1					855547	855623								0	HitCase		0		1	1			0																			
85550304	黑屏+伤害+缩放判断行为树	1	4.5	3		2	0			4			0.1						-1								-1			1					0	0	0										0	0.1	999	1	85550305			0	1					855577		855534			855578				0	HitCase		1		1	1			0																			
