Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType
85300104	伤害子弹	3	5	180			0			4			0.1						-1		FxMb1MoonguyHit02						-1			1					0	0	0										0							0	1				853001041	801020									0	HitCase		0		1	1			1										4				
85300107	攻击特效1	2	0.1				0			4			5						-1						FxMb1MoonguyAtk01		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300204	伤害子弹	3	5	180			0			4			0.1						-1		FxMb1MoonguyHit1R						-1			1					0	0	0										0							0	1				853002041	801030									0	HitCase		0		1	1			1										4				
85300207	攻击特效1	2	0.1				0			4			5						-1						FxMb1MoonguyAtk01		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300302	攻击特效1	2	0.1				0			4			5						-1						FxMb1MoonguyAtk0301		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300303	攻击特效1加烟	2	0.1				0			4			5						-1						FxMb1MoonguyAtk03Smoke		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300305	特效2地面	2	0.1				0			4			5						-1						FxMb1MoonguyAtk03Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300306	特效3	2	0.1				0			4			5						-1						FxMb1MoonguyAtk0303		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300310	攻击子弹1	1	5	5		2.5	0			4			0.1						-1		FxMb1MoonguyHit1D						-1			1					0	0	0										0							0	1				853003101	801020									0	HitCase		0		1	1			1														
85300311	攻击子弹2	1	5	5		2.5	0			4			0.1						-1		FxMb1MoonguyHit1U						-1			1					0	0	0										0							0	1				853003111	801025									0	HitCase		0		1	1			1														
85300312	攻击子弹3	2	5				0			4			0.1						-1		FxMb1MoonguyHit02						-1			1					0	0	0										0							0	1				853003121	801035									0	HitCase		0		1	1			1										4				
85300503	特效3	2	0.1				0			4			5						-1						FxMb1MoonguyAtk0303		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300504	攻击子弹3	2	5				0			4			0.1						-1		FxMb1MoonguyHit02						-1			1					0	0	0										0							0	1				853005041	801035									0	HitCase		0		1	1			1										4				
85300610	地面特效1	2	0.1				0			4			5						-1						FxMb1MoonguyAtk06Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300611	地面特效2	2	0.1				0			4			5						-1						FxMb1MoonguyAtk06Ground02		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85300612	烟雾特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk06Smoke		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85300613	伤害判定1	3	5	180			0			4			0.1						-1		FxMb1MoonguyHit1R						-1			1					0	0	0										0							0	1				853006131	801020									0	HitCase		0		1	1			1										4				
85300614	伤害判定2	3	5	180			0			4			0.1						-1		FxMb1MoonguyHit1L						-1			1					0	0	0										0							0	1				853006141	801020									0	HitCase		0		1	1			1										4				
85300703	地面特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk07Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85300705	攻击子弹1	1	5	5		2.5	0			4			0.1						-1		FxMb1MoonguyHit1D						-1			1					0	0	0										0							0	1				853007051	801030									0	HitCase		0		1	1			1														
85301002	攻击特效1	2	0.1				0			4			5						-1						FxMb1MoonguyAtk1001		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301003	攻击特效2	2	0.1				0			4			5						-1						FxMb1MoonguyAtk1002		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85301004	地面特效1	2	0.1				0			4			5						-1						FxMb1MoonguyAtk10Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301005	地面特效2	2	0.1				0			4			5						-1						FxMb1MoonguyAtk10Ground02		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85301009	位移子弹	3	5	180			0			4			0.2						-1	1			0.05				-1			1					0	0	0										0							0	1					853013									0	HitCase		0		1	1			0														
85301010	伤害子弹1	3	5	180			0			4			0.1						-1		FxMb1MoonguyHit1R						-1			1					0	0	0										0							0	1				853010101	801020									0	HitCase		0		1	1			1														
85301011	伤害子弹2	3	5	180			0			4			0.1						-1		FxMb1MoonguyHit1L						-1			1					0	0	0										0							0	1				853010111	801020									0	HitCase		0		1	1			1														
85301106	砸地攻击子弹	2	3			3	0			4			0.1						-1		FxMb1MoonguyHit02						-1			1					0	0	0										0							0	1				853011061	801025									0	HitCase		0		1	1			1														
85301107	砸地特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk11Ground		-1			1					0	0	0										0							0	1														-0.2	HitCase		0		1	1			0														
85301204	炸弹爆炸	2	0.1				0			4			4						-1		FxMo1MoonlighterHit08				FxMo1MoonlighterAtk08		-1			1					0	0	0			1	0	1.3					0			1	85301205			0	1														0.5	HitCase		0		1	1			0														
85301205	炸弹爆炸伤害判定	2	3.5				0			4			0.1						-1								-1			1					0	0	0										2							2	3				853012051	801025									0	HitCase		0		1	1			1														
85301303	地面烟尘效果	2	0.1				0			4			5						-1						FxMb1MoonguyAtk13Smoke		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301304	地面爆炸子弹1	2	1		-0.5	7.5	0			4			0.7						-1		FxMo1MoonlighterHit08				FxMb1MoonguyAtk13Ground02		-1			1					0	0	0			1	0	1.5					0							0	1				853013041	801030									0	HitCase		0		1	1			1														
85301305	地面爆炸子弹2	2	1		1	9	0			4			0.7						-1		FxMo1MoonlighterHit08				FxMb1MoonguyAtk13Ground02		-1			1					0	0	0			1	0	1.5					0							0	1				853013051	801030									0	HitCase		0		1	1			1														
85301306	地面爆炸子弹3	2	1		3.5	11	0			4			0.5						-1		FxMo1MoonlighterHit08				FxMb1MoonguyAtk13Ground01		-1			1					0	0	0			1	0	1.5					0							0	1				853013061	801030									0	HitCase		0		1	1			1														
85301307	地面爆炸子弹4	2	1		-1	10	0			4			0.5						-1		FxMo1MoonlighterHit08				FxMb1MoonguyAtk13Ground01		-1			1					0	0	0			1	0	1.5					0							0	1				853013071	801030									0	HitCase		0		1	1			1														
85301308	地面爆炸子弹5	2	1		-0.5	7	0			4			1.5						-1		FxMo1MoonlighterHit08				FxMb1MoonguyAtk13Ground02		-1			1					0	0	0			1	0	2					0							0	1				853013081	801030									0	HitCase		0		1	1			1														
85301309	地面爆炸子弹6	2	1		0	3.5	0			4			1.5						-1		FxMo1MoonlighterHit08				FxMb1MoonguyAtk13Ground02		-1			1					0	0	0			1	0	1.5					0							0	1				853013091	801030									0	HitCase		0		1	1			1														
85301310	背部定位子弹	2	0.1				0			4			8						-1					Bip001Spine2			-1			6					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301315	小爆炸特效子弹	2	3				0			3			5						-1						FxMb1MoonguyHit05		-1			1					0	0	0										0							0	1					801090									1	HitCase		0		1	1			0														
85301407	地面特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk14Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301408	伤害子弹1	1	5	5		2.5	0			4			0.1						-1		FxMb1MoonguyHit1R						-1			1					0	0	0										0							0	1				853014081	801020									0	HitCase		0		1	1			1										4				
85301409	伤害子弹2	1	5	5		2.5	0			4			0.1						-1		FxMb1MoonguyHit1L						-1			1					0	0	0										0							0	1				853014091	801020									0	HitCase		0		1	1			1										4				
85301414	地面特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk14Smoke		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301506	砸地攻击子弹	2	3			3	0			4			0.1						-1		FxMb1MoonguyHit02						-1			1					0	0	0										0							0	1				853015061	801025									0	HitCase		0		1	1			1														
85301507	砸地特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk15Ground		-1			1					0	0	0										0							0	1														-0.2	HitCase		0		1	1			0														
85301603	攻击子弹	3	7	180			0			4			0.1						-1		FxMb1MoonguyHit1L						-1			1					0	0	0										0							0	1				853016031	801010									0	HitCase		0		1	1			1														
85301605	地面特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk16Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301608	标红特效子弹	2	0.1				0			4			3						-1						FxMb1MoonguyAtk16Arm		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0		1												
85301703	攻击子弹	3	7	180			0			4			0.1						-1		FxMb1MoonguyHit1R						-1			1					0	0	0										0							0	1					801010									0	HitCase		0		1	1			1														
85301705	地面特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk17Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301708	标红特效子弹	2	0.1				0			4			3						-1						FxMb1MoonguyAtk17Arm		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0		1												
85301805	砸地特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk18Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301806	攻击子弹1	2	3			3	0			4			0.1						-1		FxMb1MoonguyHit1D						-1			1					0	0	0										0							0	1				853018061	801030									0	HitCase		0		1	1			1										4				
85301904	烟特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk19Smoke		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301906	烟特效2	2	0.1				0			4			5						-1						FxMb1MoonguyAtk19Smoke02		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85301907	攻击子弹1	3	3.5	180			0		30	4			0.1						-1		FxMb1MoonguyHit1L						-1			1					0	0	0										0							0	1				853019071	801020									0	HitCase		0		1	1			1														
85302005	烟特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk20Ground		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85302006	攻击子弹1	3	4	180			0			4			0.1						-1								-1			1					0	0	0										0							0	1				853020061	801020									0	HitCase		1		1	1			1										4				
85302103	地面摩擦特效	2	0.1		-0.6	-2.5	0			4			5						-1						FxMb1MoonguyLegRub		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85302105	攻击判定	3	7	180			0		180	4			0.1						-1		FxMb1MoonguyHit1L						-1			1					0	0	0										0							0	1				853021051	801010									0	HitCase		0		1	1			1														
85302107	腿部高亮特效	2	0.1				0			4			5						-1						FxMb1MoonguyLegtip		-1			1					0	0	0										0							0	1														0	HitCase		1		1	1			0														
85302110	攻击特效	2	0.1				0		30	4			5						-1						FxMb1MoonguyAtk3101		-1			1					0	0	0										0							0	1														0	HitCase		1		1	1			0														
85302203	地面摩擦特效	2	0.1		0.6	-2.5	0			4			5						-1						FxMb1MoonguyLegRub02		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85302205	攻击判定	3	7	180			0		180	4			0.1						-1		FxMb1MoonguyHit1R						-1			1					0	0	0										0							0	1				853022051	801010									0	HitCase		0		1	1			1														
85302207	腿部高亮特效	2	0.1				0			4			5						-1						FxMb1MoonguyLegtip02		-1			1					0	0	0										0							0	1														0	HitCase		1		1	1			0														
85302210	攻击特效	2	0.1				0		-30	4			5						-1						FxMb1MoonguyAtk3102		-1			1					0	0	0										0							0	1														0	HitCase		1		1	1			0														
85302307	地面痕迹	2	0.1				0			4			5						-1						FxMb1MoonguyAtk3503		-1			1					0	0	0			1	0	0.7					0							0	1														0	HitCase		0		1	1			0														
85302407	地面痕迹	2	0.1				0			4			5						-1						FxMb1MoonguyAtk3703		-1			1					0	0	0			1	0	0.7					0							0	1														0	HitCase		0		1	1			0														
85310104	镰刀划地-地裂特效	2	0.1				0			4			5						-1						FxMb1MoonguyAtk2103Dilie		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85310105	攻击子弹1	3	6	240			0			4			0.1						-1		FxMb1MoonguyAtk2101Hit						-1			1					0	0	0										0							0	1				853101051	801020									0	HitCase		0		1	1			1										4				
85310106	攻击子弹2	2	6.3				0			4			0.1						-1		FxMb1MoonguyAtk2102Hit						-1			1					0	0	0										0							0	1				853101061	801025									0	HitCase		0		1	1			1										4				
85310207	攻击判定1	1	3	6		3	0			4			0.1						-1		FxMb1MoonguyAtk2201Hit						-1			1					0	0	0										0							0	1				853102071	801020									0	HitCase		0		1	1			1														
85310208	攻击判定2	3	6	180			0			4			0.1						-1		FxMb1MoonguyAtk2102Hit						-1			1					0	0	0										0							0	1				853102081	801020									0	HitCase		0		1	1			1										4				
85310209	推开子弹	3	6	180			0			4			0.5						-1	1			0.05				-1			1					0	0	0										0							0	1					853114									0	HitCase		1		1	1			0														
85310304	镰刀划地-地裂特效	2	0.1				0			4			10						-1						FxMb1MoonguyAtk2303Dilie		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1			0														
85310308	攻击判定1	3	6	180			0			4			0.1						-1		FxMb1MoonguyAtk2101Hit						-1			1					0	0	0										0							0	1				853103081	801020									0	HitCase		0		1	1			1										4				
85310309	攻击判定2	1	3	6		3	0			4			0.1						-1		FxMb1MoonguyAtk2302Hit						-1			1					0	0	0										0							0	1				853103091	801015									0	HitCase		0		1	1			1														
85310310	攻击判定3	1	4	6		3	0			4			0.1						-1		FxMb1MoonguyAtk2303DilieHit						-1			1					0	0	0										0							0	1				853103101	801020									0	HitCase		0		1	1			1														
85310408	地裂特效2	2	0.1				0			4			10						-1						FxMb1MoonguyAtk2402Dilie		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85310409	攻击判定	1	6	15			0		-30	4			0.1						-1		FxMb1MoonguyAtk2401Hit						-1			1					0	0	0										0							0	1				853104091	801030									0	HitCase		0		1	1			1														
85310410	地裂特效1	2	0.1				0			4			10						-1						FxMb1MoonguyAtk2401Dilie		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85310413	攻击判定2	1	4	6		-3	0			4			0.1						-1		FxMb1MoonguyAtk2303DilieHit						-1			1					0	0	0										0							0	1				853104131										0	HitCase		0		1	1			1														
85310504	怪物头部特效	2	0.1		-0.3	2.1	0			4			5						-1					eyeballBonesM3	FxMb1MoonguyAtk25Jiguang02		-1			1					0	0	0										0							0	1														0	HitCase		1		1	1			0														
85310507	攻击判定1	1	2	50	-0.3	25	0			4			2.2						-1	1	FxMb1MoonguyAtk25JiguangHit		0.3				-1			1					0	0	0										0							0	1					801020					853122				0	HitCase		1		1	1			0										4				
85310508	击飞子弹-左	2	10				0		-120	4			0.1						-1								-1			1					0	0	0										1							0	3				853105081										0	HitCase		1		1	1			0														
85310509	击飞子弹-右	2	10				0		120	4			0.1						-1								-1			1					0	0	0										1							0	3				853105091										0	HitCase		1		1	1			0														
85310604	扬尘特效	2	0.1			0.5	0			4			10						-1						FxMb1MoonguyAtk2602Shazi		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85310609	攻击判定1	3	6	180			0			4			0.1						-1		FxMb1MoonguyAtk2102Hit						-1			1					0	0	0										0							0	1				853106091	801030									0	HitCase		0		1	1			1										4				
85310610	攻击判定2	3	6	180			0			4			0.1						-1		FxMb1MoonguyAtk2102Hit						-1			1					0	0	0										0							0	1				853106101	801025									0	HitCase		0		1	1			1										4				
85310611	扬尘特效附加1	2	0.1		-3	-3	0			4			10						-1						FxMb1MoonguyAtk2602Shazi		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85310612	扬尘特效附加2	2	0.1		3	-3	0			4			10						-1						FxMb1MoonguyAtk2602Shazi		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85310613	残肢特效	2	0.1			0.5	0			4			10						-1						FxMb1MoonguyAtk2602Canzhi		-1			1					0	0	0										0							0	1														0	HitCase		0		0	1			0														
85310704	终结爆炸	2	0.1				0			4			5						-1						FxMb1MoonguyAtk2703Baozha		-1			1					0	0	0										0							0	1					801095									0	HitCase		0		1	1			0														
85310705	吸人子弹	2	50				0			4			5						-1	1			0.05				-1			1					0	0	0										0							0	1					853123									0	HitCase		0		1	1			0														
85310706	终结爆炸伤害判定	2	13				0			4			0.2						-1		FxMb1MoonguyAtk27Hit						-1			1					0	0	0										0							0	1				853107061	853124	801050								0	HitCase		0		1	1			1														
85310707	中心高能持续伤害	2	5				0			4			3						-1	1	FxMb1MoonguyAtk27Hit		0.3				-1			1					0	0	0										0							0	1					801005									0	HitCase		0		1	1			0														
85310714	爆炸分层打表	2	1		-0.5		0			4			5		1				-1						FxMb1MoonguyAtk2703Baozha02		-1			1					0	0	0										0							0	1														0	HitCase		0		1	1		1	1														
