Role	Layer	State	Target	TransitionDuration
R3KuluomuMd010021	0		Born	0
R3KuluomuMd010021	0		Stand1	0.1
R3KuluomuMd010021	0		Stand2	0.1
R3KuluomuMd010021	0		Stand3	0.1
R3KuluomuMd010021	0		Death	0.1
R3KuluomuMd010021	0		Standchange	0.1
R3KuluomuMd010021	0		Run	0.1
R3KuluomuMd010021	0		Walk	0.1
R3KuluomuMd010021	0		Runb	0.2
R3KuluomuMd010021	0		Runl	0.2
R3KuluomuMd010021	0		Runr	0.2
R3KuluomuMd010021	0		Walkb	0.1
R3KuluomuMd010021	0		Walkl	0.1
R3KuluomuMd010021	0		Walkr	0.1
R3KuluomuMd010021	0		TurnLeft	0.1
R3KuluomuMd010021	0		TurnRight	0.1
R3KuluomuMd010021	0		Move1	0.1
R3KuluomuMd010021	0		Move2	0.1
R3KuluomuMd010021	0		Move3	0.1
R3KuluomuMd010021	0		RunStart	0.1
R3KuluomuMd010021	0		RunStartEnd01	0.1
R3KuluomuMd010021	0		Hit1	0.05
R3KuluomuMd010021	0		Hit2	0.05
R3KuluomuMd010021	0		Hit3	0.05
R3KuluomuMd010021	0		Hit4	0.05
R3KuluomuMd010021	0		Behitfly	0.05
R3KuluomuMd010021	0		Hoverhit	0.05
R3KuluomuMd010021	0		Falldown	0.1
R3KuluomuMd010021	0		Hitdown	0.05
R3KuluomuMd010021	0		Lieonfloor	0.1
R3KuluomuMd010021	0		Standup	0.1
R3KuluomuMd010021	0		Straight	0.1
R3KuluomuMd010021	0		Stun	0.1
R3KuluomuMd010021	0		StraightBefore	0.1
R3KuluomuMd010021	0		StraightAfter	0.1
R3KuluomuMd010021	0		Win	0
R3KuluomuMd010021	0		Win2	0.1
R3KuluomuMd010021	0		Stop	0.1
R3KuluomuMd010021	0		Fail	0.1
R3KuluomuMd010021	0		Save	0.1
R3KuluomuMd010021	0		AttackQte	0
R3KuluomuMd010021	0		Caught	0.1
R3KuluomuMd010021	0		RunStartEnd02	0.1
R3KuluomuMd010021	0		StopR	0.1
R3KuluomuMd010021	0		Attack01	0.1
R3KuluomuMd010021	0		Attack02	0.1
R3KuluomuMd010021	0		Attack03	0.1
R3KuluomuMd010021	0		Attack04	0.1
R3KuluomuMd010021	0		Attack05	0.1
R3KuluomuMd010021	0		Attack06	0.1
R3KuluomuMd010021	0		Attack10	0.1
R3KuluomuMd010021	0		Attack11	0.1
R3KuluomuMd010021	0		Attack21	0.1
R3KuluomuMd010021	0		Attack31	0.1
R3KuluomuMd010021	0		Attack41	0.1
R3KuluomuMd010021	0		Attack42	0.1
R3KuluomuMd010021	0		Attack43	0.1
R3KuluomuMd010021	0		Attack44	0.1
R3KuluomuMd010021	0		Attack51	0.1
R3KuluomuMd010021	0	Stand1	Run	0.2
R3KuluomuMd010021	0	Stand1	Walk	0.1
R3KuluomuMd010021	0	Stand2	Standchange	0.1
R3KuluomuMd010021	0	Stand2	Run	0.2
R3KuluomuMd010021	0	Stand2	Walk	0.3
R3KuluomuMd010021	0	Stand2	Walkb	0.3
R3KuluomuMd010021	0	Stand2	Walkl	0.3
