Role	Layer	State	Target	TransitionDuration
Pet3MaonMd010011	0		Born	0
Pet3MaonMd010011	0		Stand1	0.1
Pet3MaonMd010011	0		Stand2	0.1
Pet3MaonMd010011	0		Stand3	0.1
Pet3MaonMd010011	0		Death	0.1
Pet3MaonMd010011	0		Standchange	0.1
Pet3MaonMd010011	0		Run	0.1
Pet3MaonMd010011	0		Walk	0.1
Pet3MaonMd010011	0		Runb	0.2
Pet3MaonMd010011	0		Runl	0.2
Pet3MaonMd010011	0		Runr	0.2
Pet3MaonMd010011	0		Walkb	0.1
Pet3MaonMd010011	0		Walkl	0.1
Pet3MaonMd010011	0		Walkr	0.1
Pet3MaonMd010011	0		TurnLeft	0.1
Pet3MaonMd010011	0		TurnRight	0.1
Pet3MaonMd010011	0		Move1	0.1
Pet3MaonMd010011	0		Move2	0.1
Pet3MaonMd010011	0		Move3	0.1
Pet3MaonMd010011	0		RunStart	0.1
Pet3MaonMd010011	0		RunStartEnd01	0.1
Pet3MaonMd010011	0		Hit1	0.05
Pet3MaonMd010011	0		Hit2	0.05
Pet3MaonMd010011	0		Hit3	0.05
Pet3MaonMd010011	0		Hit4	0.05
Pet3MaonMd010011	0		Behitfly	0.05
Pet3MaonMd010011	0		Hoverhit	0.05
Pet3MaonMd010011	0		Falldown	0.1
Pet3MaonMd010011	0		Hitdown	0.05
Pet3MaonMd010011	0		Lieonfloor	0.1
Pet3MaonMd010011	0		Standup	0.1
Pet3MaonMd010011	0		Straight	0.1
Pet3MaonMd010011	0		Stun	0.1
Pet3MaonMd010011	0		StraightBefore	0.1
Pet3MaonMd010011	0		StraightAfter	0.1
Pet3MaonMd010011	0		Win	0
Pet3MaonMd010011	0		Win2	0.1
Pet3MaonMd010011	0		Stop	0.1
Pet3MaonMd010011	0		Fail	0.1
Pet3MaonMd010011	0		Save	0.1
Pet3MaonMd010011	0		Caught	0.1
Pet3MaonMd010011	0		RunStartEnd02	0.1
Pet3MaonMd010011	0		StopR	0.1
Pet3MaonMd010011	0		Attack01	0
Pet3MaonMd010011	0		Attack02	0
