Role	Layer	State	Target	TransitionDuration
R2KamuMd010031	0		Born	0
R2KamuMd010031	0		Stand1	0.1
R2KamuMd010031	0		Stand2	0.1
R2KamuMd010031	0		Stand3	0.1
R2KamuMd010031	0		Death	0.1
R2KamuMd010031	0		Standchange	0.1
R2KamuMd010031	0		Run	0.1
R2KamuMd010031	0		Walk	0.1
R2KamuMd010031	0		Runb	0.2
R2KamuMd010031	0		Runl	0.2
R2KamuMd010031	0		Runr	0.2
R2KamuMd010031	0		Walkb	0.1
R2KamuMd010031	0		Walkl	0.1
R2KamuMd010031	0		Walkr	0.1
R2KamuMd010031	0		TurnLeft	0.1
R2KamuMd010031	0		TurnRight	0.1
R2KamuMd010031	0		Move1	0.1
R2KamuMd010031	0		Move2	0.1
R2KamuMd010031	0		Move3	0.1
R2KamuMd010031	0		RunStart	0.1
R2KamuMd010031	0		RunStartEnd01	0.1
R2KamuMd010031	0		Hit1	0.05
R2KamuMd010031	0		Hit2	0.05
R2KamuMd010031	0		Hit3	0.05
R2KamuMd010031	0		Hit4	0.05
R2KamuMd010031	0		Behitfly	0.05
R2KamuMd010031	0		Hoverhit	0.05
R2KamuMd010031	0		Falldown	0.1
R2KamuMd010031	0		Hitdown	0.05
R2KamuMd010031	0		Lieonfloor	0.1
R2KamuMd010031	0		Standup	0.1
R2KamuMd010031	0		Straight	0.1
R2KamuMd010031	0		Stun	0.1
R2KamuMd010031	0		StraightBefore	0.1
R2KamuMd010031	0		StraightAfter	0.1
R2KamuMd010031	0		Win	0
R2KamuMd010031	0		Win2	0.1
R2KamuMd010031	0		Stop	0.1
R2KamuMd010031	0		Fail	0.1
R2KamuMd010031	0		Save	0.1
R2KamuMd010031	0		AttackQte	0
R2KamuMd010031	0		Caught	0.1
R2KamuMd010031	0		Squatdown	0.1
R2KamuMd010031	0		RunStartEnd02	0.1
R2KamuMd010031	0		StopR	0.1
R2KamuMd010031	0		Attack01	0.1
R2KamuMd010031	0		Attack02	0.1
R2KamuMd010031	0		Attack03	0.1
R2KamuMd010031	0		Attack04	0.1
R2KamuMd010031	0		Attack05	0.1
R2KamuMd010031	0		Attack11	0.1
R2KamuMd010031	0		Attack21	0.1
R2KamuMd010031	0		Attack31	0.1
R2KamuMd010031	0		Attack51	0.1
R2KamuMd010031	0		Executioner01	0.1
R2KamuMd010031	0		Executioner02	0.1
R2KamuMd010031	0		Executioner03	0.1
R2KamuMd010031	0	Stand1	Run	0.2
R2KamuMd010031	0	Stand1	Walk	0.1
R2KamuMd010031	0	Stand2	Standchange	0.1
R2KamuMd010031	0	Stand2	Run	0.2
R2KamuMd010031	0	Stand2	Walk	0.3
R2KamuMd010031	0	Stand2	Walkb	0.3
R2KamuMd010031	0	Stand2	Walkl	0.3
R2KamuMd010031	0	Stand2	Walkr	0.3
R2KamuMd010031	0	Stand2	Stand2	0.1
R2KamuMd010031	0	Standchange	Stand1	0.1
R2KamuMd010031	0	Standchange	Run	0.1
R2KamuMd010031	0	Standchange	Walk	0.1
R2KamuMd010031	0	Run	Stop	0.2
R2KamuMd010031	0	Run	Stand2	0.2
R2KamuMd010031	0	Run	Runb	0.2
R2KamuMd010031	0	Run	Runl	0.2
R2KamuMd010031	0	Run	Runr	0.2
R2KamuMd010031	0	Walk	Stand2	0.1
R2KamuMd010031	0	Runb	Stand2	0.2
R2KamuMd010031	0	Runb	Run	0.2
R2KamuMd010031	0	Runb	Runl	0.2
R2KamuMd010031	0	Runb	Runr	0.2
R2KamuMd010031	0	Runl	Stand2	0.2
R2KamuMd010031	0	Runl	Run	0.2
R2KamuMd010031	0	Runl	Runb	0.2
R2KamuMd010031	0	Runl	Runr	0.2
R2KamuMd010031	0	Runr	Stand2	0.2
R2KamuMd010031	0	Runr	Run	0.2
R2KamuMd010031	0	Runr	Runb	0.2
R2KamuMd010031	0	Runr	Runl	0.2
R2KamuMd010031	0	Walkb	Stand2	0.1
R2KamuMd010031	0	Walkb	Walk	0.2
R2KamuMd010031	0	Walkb	Walkl	0.1
R2KamuMd010031	0	Walkb	Walkr	0.1
R2KamuMd010031	0	Walkl	Stand2	0.1
R2KamuMd010031	0	Walkl	Walk	0.1
R2KamuMd010031	0	Walkl	Walkb	0.1
R2KamuMd010031	0	Walkl	Walkr	0.2
