Role	Layer	State	Target	TransitionDuration
Mo1HetipaotaiMd010001	0		Born	0
Mo1HetipaotaiMd010001	0		Stand1	0.1
Mo1HetipaotaiMd010001	0		Stand2	0.1
Mo1HetipaotaiMd010001	0		Stand3	0.1
Mo1HetipaotaiMd010001	0		Death	0.1
Mo1HetipaotaiMd010001	0		Standchange	0.1
Mo1HetipaotaiMd010001	0		Run	0.1
Mo1HetipaotaiMd010001	0		Walk	0.1
Mo1HetipaotaiMd010001	0		Runb	0.2
Mo1HetipaotaiMd010001	0		Runl	0.2
Mo1HetipaotaiMd010001	0		Runr	0.2
Mo1HetipaotaiMd010001	0		Walkb	0.1
Mo1HetipaotaiMd010001	0		Walkl	0.1
Mo1HetipaotaiMd010001	0		Walkr	0.1
Mo1HetipaotaiMd010001	0		TurnLeft	0.1
Mo1HetipaotaiMd010001	0		TurnRight	0.1
Mo1HetipaotaiMd010001	0		Move1	0.1
Mo1HetipaotaiMd010001	0		Move2	0.1
Mo1HetipaotaiMd010001	0		Move3	0.1
Mo1HetipaotaiMd010001	0		RunStart	0.1
Mo1HetipaotaiMd010001	0		RunStartEnd01	0.1
Mo1HetipaotaiMd010001	0		Hit1	0.05
Mo1HetipaotaiMd010001	0		Hit2	0.05
Mo1HetipaotaiMd010001	0		Hit3	0.05
Mo1HetipaotaiMd010001	0		Hit4	0.05
Mo1HetipaotaiMd010001	0		Behitfly	0.05
Mo1HetipaotaiMd010001	0		Hoverhit	0.05
Mo1HetipaotaiMd010001	0		Falldown	0.1
Mo1HetipaotaiMd010001	0		Hitdown	0.05
Mo1HetipaotaiMd010001	0		Lieonfloor	0.1
Mo1HetipaotaiMd010001	0		Standup	0.1
Mo1HetipaotaiMd010001	0		Straight	0.1
Mo1HetipaotaiMd010001	0		Stun	0.1
Mo1HetipaotaiMd010001	0		StraightBefore	0.1
Mo1HetipaotaiMd010001	0		StraightAfter	0.1
Mo1HetipaotaiMd010001	0		Win	0
Mo1HetipaotaiMd010001	0		Win2	0.1
Mo1HetipaotaiMd010001	0		Stop	0.1
Mo1HetipaotaiMd010001	0		Fail	0.1
Mo1HetipaotaiMd010001	0		Save	0.1
Mo1HetipaotaiMd010001	0		AttackQte	0
Mo1HetipaotaiMd010001	0		Caught	0.1
Mo1HetipaotaiMd010001	0		Squatdown	0.1
Mo1HetipaotaiMd010001	0		StopR	0.1
Mo1HetipaotaiMd010001	0		Attack01	0.1
Mo1HetipaotaiMd010001	0		Attack02	0.1
Mo1HetipaotaiMd010001	0		Attack03	0.1
Mo1HetipaotaiMd010001	0		Attack04	0.1
Mo1HetipaotaiMd010001	0		Attack06	0.1
Mo1HetipaotaiMd010001	0		Attack31	0.1
Mo1HetipaotaiMd010001	0		Attack61	0.1
