Id	SendName	Title	Content	ValidTime	RewardIds[1]	RewardIds[2]	RewardIds[3]	RewardIds[4]	RewardIds[5]	RewardIds[6]	RewardIds[7]	RewardIds[8]	RewardIds[9]	RewardIds[10]	RewardIds[11]	RewardIds[12]	RewardIds[13]	RewardIds[14]	RewardIds[15]	RewardIds[16]	RewardIds[17]	RewardIds[18]	RewardIds[19]	RewardIds[20]	RewardIds[21]	RewardIds[22]
11000	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 99% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	500000	500001																				
11001	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 95% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	500010	500011																				
11002	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 90% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	500020	500021																				
11003	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 70% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	500030	500031																				
11004	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 5% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	500040	500041																				
12000	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 99% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	510000	510001																				
12001	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 95% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	510010	510011																				
12002	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 90% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	510020	510021																				
12003	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 70% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	510030	510031																				
12004	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 5% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	510040	510041																				
13000	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 99% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	520000	520001																				
13001	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 95% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	520010	520011																				
13002	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 90% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	520020	520021																				
13003	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 70% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	520030	520031																				
13004	E-02 'Babylonia' Command	Pain Cage Ranking Reward	You scored higher than 5% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	520040	520041																				
14000	E-02 'Babylonia' Command	Phantom Pain Cage Ranking Reward	You scored higher than 99% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	560000	560001	560002																			
14001	E-02 'Babylonia' Command	Phantom Pain Cage Ranking Reward	You scored higher than 95% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	560010	560011	560012																			
14002	E-02 'Babylonia' Command	Phantom Pain Cage Ranking Reward	You scored higher than 90% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	560020	560021	560022																			
14003	E-02 'Babylonia' Command	Phantom Pain Cage Ranking Reward	You scored higher than 70% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	560030	560031																				
14004	E-02 'Babylonia' Command	Phantom Pain Cage Ranking Reward	You scored higher than 5% in this Phantom Pain Cage event. Every battle brings us closer to Eden's return! Here is your reward.	604800	560040	560041																				
17001	E-02 'Babylonia' Command	Phalanx Ranking Reward	You scored higher than 99% of the players in your level range in this round of Phalanx. Every battle brings us closer to Eden's return! Here is your reward.	604800	3702000	3702001	3702002	3702003																		
17002	E-02 'Babylonia' Command	Phalanx Ranking Reward	You scored higher than 95% of the players in your level range in this round of Phalanx. Every battle brings us closer to Eden's return! Here is your reward.	604800	3702010	3702011	3702012	3702013																		
17003	E-02 'Babylonia' Command	Phalanx Ranking Reward	You scored higher than 90% of the players in your level range in this round of Phalanx. Every battle brings us closer to Eden's return! Here is your reward.	604800	3702020	3702021	3702022	3702023																		
17004	E-02 'Babylonia' Command	Phalanx Ranking Reward	You scored higher than 70% of the players in your level range in this round of Phalanx. Every battle brings us closer to Eden's return! Here is your reward.	604800	3702030	3702031	3702032																			
17005	E-02 'Babylonia' Command	Phalanx Ranking Reward	You scored higher than 5% of the players in your level range in this round of Phalanx. Every battle brings us closer to Eden's return! Here is your reward.	604800	3702040	3702041	3702042																			
18001	E-02 'Babylonia' Command	Chestlefield Rewards	You defeated the main target within [1-15 attempts] in this cycle of [Chestlefield]. Every battle brings us closer to Eden's return! Here is your reward.	604800	180010	180011	180012	180013																		
18002	E-02 'Babylonia' Command	Chestlefield Rewards	You defeated the main target within [16-22 attempts] in this cycle of [Chestlefield]. Every battle brings us closer to Eden's return! Here is your reward.	604800	180020	180021	180022	180023																		
18003	E-02 'Babylonia' Command	Chestlefield Rewards	You defeated the main target within [23-29 attempts] in this cycle of [Chestlefield]. Every battle brings us closer to Eden's return! Here is your reward.	604800	180030	180031	180032	180033																		
18004	E-02 'Babylonia' Command	Chestlefield Rewards	You defeated the main target within [30-38 attempts] in this cycle of [Chestlefield]. Every battle brings us closer to Eden's return! Here is your reward.	604800	180040	180041	180042	180043																		
18005	E-02 'Babylonia' Command	Chestlefield Rewards	You defeated the main target within [39-50 attempts] in this cycle of [Chestlefield]. Every battle brings us closer to Eden's return! Here is your reward.	604800	180050	180051	180052	180053																		
18006	E-02 'Babylonia' Command	Chestlefield Rewards	You defeated the main target within [51-100 attempts] in this cycle of [Chestlefield]. Every battle brings us closer to Eden's return! Here is your reward.	604800	180060	180061	180062	180063																		
19101	E-02 'Babylonia' Command	Festival Audition Voting Final Reminder	Dear Commandant, the voting for [Eden Festival] Opening Ceremony Round of 24 will end at 07:00 (UTC) today, after which you will not be able to vote. Go to the activity screen and vote for your favorite candidate!	604800																						
19102	E-02 'Babylonia' Command	Ending: Eden Fest Round of 24	Dear Commandant, the voting for [Eden Festival] Pre-Ceremony Round of 12 will end at 07:00 (UTC) today, after which you will not be able to vote. Go to the activity screen and vote for your favorite candidate!	604800																						
19103	E-02 'Babylonia' Command	Ending: Eden Fest Round of 18 First Half	Dear Commandant, the voting for [Eden Festival] Post-Ceremony Round of 6 will end at 07:00 (UTC) today, after which you will not be able to vote. Go to the activity screen and vote for your favorite candidate!	604800																						
19104	E-02 'Babylonia' Command	Ending: Eden Fest Round of 18 Second Half	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 will end at 07:00 (UTC) today, after which you will not be able to vote. Go to the activity screen and vote for your favorite candidate!	604800																						
