GroupId	CharacterId	Name	Icon	BackGroundImage	ActivityTimeId	ActivityCondition[1]	ActivityCondition[2]	ActivityCondition[3]	ActivityCondition[4]	OpenCondition[1]	OpenCondition[2]	OpenCondition[3]	OpenCondition[4]	PrefabName
1021001	1021001	Lotus	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassB.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1031001	1031001	Eclipse	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassB.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1051001	1051001	Storm	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassB.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1011002	1011002	Palefire	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1071002	1071002	Blast	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1041002	1041002	Zero	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1081002	1081002	Nightblade	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1061002	1061002	Bastion	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1021002	1021002	Dawn	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1031002	1031002	Lux	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1061003	1061003	Tenebrion	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1031003	1031003	Luminance	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1011003	1011003	Entropy	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1071003	1071003	Ember	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1051003	1051003	Pulse	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1021003	1021003	Crimson Abyss	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1091002	1091002	Brilliance	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1081003	1081003	Astral	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1041003	1041003	Veritas	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1111002	1111002	Silverfang	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1121002	1121002	Arclight	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1021004	1021004	Plume	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1511003	1511003	Crocotta	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png						8005				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1131002	1131002	Rozen	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1141003	1141003	Rigor	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1161002	1161002	Qilin	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1521003	1521003	Pavo	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png						8005				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1171003	1171003	Laurel	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1531003	1531003	Tempest	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png						8005				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1211002	1211002	Hypnos	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1121003	1121003	Glory	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
