Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
844001	0|Turn|240|1.2|1	24|Cast|84400104	21|Cast|84400105	0|RecordTarget|1.4|80|4||	15|Move|1|0.4|0||	23|Effect|FxMb1MotherAtk0101||1|	24|Cast|84400109	0|Magic|844070|0	4|Cast|84400113	34|Turn|540|0.4|1	42|Cast|84400119	39|Cast|84400120	34|RecordTarget|0.25|80|4||	38|Move|1|0.3|0||	41|Effect|FxMb1MotherAtk0102||1|	42|Cast|84400124	0|Magic|844087|0	81|Magic|844061|0	56|Turn|720|0.2|1	69|Cast|84400133	66|Cast|84400134	58|RecordTarget|0.25|80|8.5||	60|Move|1|0.3|0||	68|Effect|FxMb1MotherAtk0103||1|	69|Cast|84400138	67|Cast|84400139	66|Magic|844097|0	0|Magic|199945|0	69|Magic|844062|0	81|Magic|844066|0	69|Magic|844090|0	81|Magic|844067|0	82|Effect|FxMb1MotherLuodi|||	6|Magic|844121|0	68|Magic|844122|0	10|Magic|844078|0	80|Magic|844083|0	0|Magic|844019|0	13|Magic|844036|0	68|Magic|844019|0	4|Magic|844072|0	84|Magic|844071|0	0|Effect|FxMb1MotherAtk01Sound||1|																																							
844002	16|Turn|540|0.4|1	8|Magic|844062|0	24|Magic|844066|0	4|Effect|FxMb1MotherAtk02Sound||1|																																																																														
844003	16|Turn|540|0.4|1	8|Magic|844062|0	24|Magic|844066|0	4|Effect|FxMb1MotherAtk02Sound||1|																																																																														
844004	16|Turn|540|0.65|1	42|Turn|540|0.4|1	29|Cast|84400404	25|Cast|84400405	16|RecordTarget|0.6|65|1.5||	21|Move|1|0.5|0||	28|Effect|FxMb1MotherAtk04||1|	42|Magic|844083|0	0|Magic|844073|0	0|Magic|844078|0	29|Cast|84400412	8|Magic|844062|0	24|Magic|844066|0	36|Magic|844062|0	4|Effect|FxMb1MotherAtk04Sound||1|																																																																			
844005	16|Turn|540|0.65|1	42|Turn|540|0.4|1	28|Cast|84400504	24|Cast|84400505	16|RecordTarget|0.6|65|1.5||	21|Move|1|0.45|0||	27|Effect|FxMb1MotherAtk05||1|	42|Magic|844083|0	0|Magic|844073|0	0|Magic|844078|0	28|Cast|84400512	8|Magic|844062|0	24|Magic|844066|0	36|Magic|844062|0	4|Effect|FxMb1MotherAtk04Sound||1|																																																																			
844006	0|Turn|540|0.3|1	13|Cast|84400603	8|Cast|84400604	0|RecordTarget|0.25|65|7||	0|Move|10|0.5|0||	12|Cast|84400607|84400608	12|Effect|FxMb1MotherAtk06||1|	6|Magic|844019|0	28|Magic|844083|0	10|Magic|844097|0	13|Magic|844071|0	0|Magic|844066|0	13|Magic|844062|0	25|Magic|844066|0	13|Magic|844090|0	25|Magic|844067|0	14|Magic|844006|0	14|Magic|844016|0	25|Magic|844061|0	0|Effect|FxMb1MotherAtk06Sound||1|																																																														
844007	0|Magic|844083|0	0|Magic|844071|0	0|Magic|844019|0	10|Magic|844122|0	80|Magic|844028|0	94|Magic|844019|0	96|Magic|844089|0	84|Effect|FxMb1MotherYinshenMA|||	84|Magic|844041|0	0|Magic|844066|0	90|Magic|844062|0	0|Magic|844067|0	90|Magic|844090|0	90|Magic|844094|0	90|Magic|844095|0	0|Magic|844061|0	4|Effect|FxMb1MotherAtk07Sound||1|	0|Effect|FxMb1MotherDaoDiSound||1|	14|Cast|84400721	16|Cast|84400722																																																														
844008	0|Turn|240|1.2|1	24|Cast|84400804	20|Cast|84400805	0|RecordTarget|1.4|80|5.3||	15|Move|1|0.4|0||	23|Effect|FxMb1MotherAtk0101||1|	25|Cast|84400809	34|Turn|540|0.4|1	42|Cast|84400819	38|Cast|84400820	34|RecordTarget|0.25|80|4||	38|Move|1|0.3|0||	41|Effect|FxMb1MotherAtk0102||1|	43|Cast|84400824	56|Turn|720|0.2|1	69|Cast|84400833	65|Cast|84400834	58|RecordTarget|0.25|80|8.5||	60|Move|1|0.3|0||	68|Effect|FxMb1MotherAtk0103||1|	70|Cast|84400838	67|Cast|84400839	6|Magic|844121|0	68|Magic|844122|0	10|Magic|844078|0	80|Magic|844083|0	0|Magic|844019|0	13|Magic|844036|0	68|Magic|844019|0																																																					
844009	0|Turn|540|0.3|1	20|Cast|84400903	0|RecordTarget|0.4|80|5||	0|Move|10|0.7|0||	18|Cast|84400908	10|Magic|844019|0	0|Magic|844083|0	20|Magic|844056|0	16|Magic|844122|0	0|Magic|844066|0	20|Magic|844071|0	15|Magic|844097|0	0|Effect|FxMb1MotherAtk09Bone028|Bone028|1|	0|Effect|FxMb1MotherAtk09Bone02906|bone02906|1|	0|Effect|FxMb1MotherAtk09Bone02916|bone02916|1|	0|Magic|844039|0	20|Magic|844038|0	19|Magic|844133|0	0|Magic|844061|0																																																															
844010	0|Turn|540|1.3|1	0|Effect|FxMb1MotherAtk10Sound|||																																																																																
844011	0|Turn|540|1.2|1	0|Effect|FxMb1MotherAtk11Sound|||	3|Cast|84401104																																																																															
844012	32|Magic|844089|0	4|Magic|844028|0	28|Magic|844019|0	0|Magic|844083|0	0|Magic|844071|0	21|Effect|FxMb1MotherQitiao|||	20|Effect|FxMb1MotherYinshenMA|||	20|Magic|844041|0	22|Magic|844062|0	22|Magic|844090|0	22|Magic|844094|0	22|Magic|844095|0																																																																						
844013	0|Magic|844088|0	0|Magic|844028|0	21|Magic|844019|0	0|Magic|844083|0	0|Magic|844071|0	0|Magic|844062|0	30|Magic|844066|0	33|Effect|FxMb1MotherLuodi|||	0|Effect|FxMb1MotherChuxianMA|||	0|Magic|844094|0	0|Magic|844095|0	30|Magic|844068|0	0|Magic|844065|0	0|Magic|199945|0																																																																				
844014	0|Effect|FxMb1MotherAtk14Sound||1|	0|Turn|240|1.4|1	16|RecordTarget|0.1|35|3||	18|Move|10|0.75|0||	38|Cast|84401406	18|Cast|84401407	36|Cast|84401408	48|Magic|844055|0	37|Magic|844133|0	39|Magic|844056|0	19|Magic|844062|0	37|Magic|844066|0	20|Magic|844039|0	38|Magic|844038|0																																																																				
844015	0|Turn|240|2.3|1	48|Cast|84401503	48|Effect|FxMb1MotherAtk15|HitCase||	23|Effect|FxMb1MotherAtk36Bone082|Bone082||	24|Magic|844033|0	48|Magic|844019|0	47|Magic|844039|0	58|Magic|844038|0	0|Effect|FxMb1MotherAtk15Sound||1|																																																																									
844016	0|Turn|240|0.6|1	20|Cast|84401603	18|Cast|84401604	0|Effect|FxMb1MotherAtk16Sound||1|																																																																														
844017	0|Turn|240|1.7|1	23|Cast|84401703	23|Effect|FxMb1MotherAtk17Bone031|Bone031|1|	21|Turn|720|0.1|1	0|Effect|FxMb1MotherAtk17Sound||1|																																																																													
844018	0|Turn|240|0.75|1	14|Cast|84401803	14|Effect|FxMb1MotherAtk36Bone082|Bone082||	4|Cast|84401805	12|Turn|720|0.1|1																																																																													
844019	27|Cast|84401902	0|Cast|84401903	0|Effect|FxMb1MotherAtk19||1|																																																																															
844020	16|Turn|540|0.4|1	8|Magic|844062|0	24|Magic|844066|0																																																																															
844021	0|Turn|540|0.3|1	13|Cast|84402103	9|Cast|84402104	0|RecordTarget|0.25|65|7||	0|Move|10|0.5|0||	14|Cast|84402107	12|Cast|84402108	12|Effect|FxMb1MotherAtk06||1|	12|Magic|844019|0	28|Magic|844083|0	13|Magic|844071|0	10|Magic|844097|0	0|Magic|844066|0	13|Magic|844062|0	25|Magic|844066|0	13|Magic|844090|0	25|Magic|844067|0	14|Magic|844006|0																																																																
844022	0|Magic|844083|0	0|Magic|844071|0	0|Magic|844019|0	10|Magic|844122|0	64|Magic|844028|0	77|Magic|844019|0	81|Magic|844089|0	69|Effect|FxMb1MotherYinshenMA|||	69|Magic|844041|0	0|Magic|844066|0	75|Magic|844062|0	75|Magic|844090|0	75|Magic|844094|0	75|Magic|844095|0	0|Magic|844061|0	4|Effect|FxMb1MotherAtk50Sound||1|	0|Effect|FxMb1MotherDaoDiSound||1|	14|Cast|84402221	16|Cast|84402222																																																															
844023	0|Magic|844083|0	0|Magic|844071|0	0|Magic|844019|0	10|Magic|844122|0	116|Magic|844028|0	131|Magic|844019|0	135|Magic|844089|0	123|Effect|FxMb1MotherYinshenMA|||	123|Magic|844041|0	0|Magic|844066|0	129|Magic|844062|0	129|Magic|844090|0	129|Magic|844094|0	129|Magic|844095|0	0|Magic|844061|0	4|Effect|FxMb1MotherAtk51Sound||1|	0|Effect|FxMb1MotherDaoDiSound||1|	14|Cast|84402321	16|Cast|84402322																																																															
844024	0|Magic|844083|0	0|Magic|844071|0	0|Magic|844019|0	10|Magic|844122|0	64|Magic|844028|0	77|Magic|844019|0	81|Magic|844089|0	69|Effect|FxMb1MotherYinshenMA|||	69|Magic|844041|0	0|Magic|844066|0	75|Magic|844062|0	75|Magic|844090|0	75|Magic|844094|0	75|Magic|844095|0	0|Magic|844061|0	4|Effect|FxMb1MotherAtk50Sound||1|	0|Effect|FxMb1MotherDaoDiSound||1|	14|Cast|84402421	16|Cast|84402422																																																															
844025	0|Magic|844083|0	0|Magic|844071|0	0|Magic|844019|0	10|Magic|844122|0	80|Magic|844028|0	94|Magic|844019|0	96|Magic|844089|0	84|Effect|FxMb1MotherYinshenMA|||	84|Magic|844041|0	0|Magic|844066|0	90|Magic|844062|0	0|Magic|844067|0	90|Magic|844090|0	90|Magic|844094|0	90|Magic|844095|0	0|Magic|844061|0	4|Effect|FxMb1MotherAtk07Sound||1|	0|Effect|FxMb1MotherDaoDiSound||1|	14|Cast|84402521	16|Cast|84402522																																																														
844026	0|Magic|844083|0	0|Magic|844071|0	0|Magic|844019|0	10|Magic|844122|0	116|Magic|844028|0	131|Magic|844019|0	135|Magic|844089|0	123|Effect|FxMb1MotherYinshenMA|||	123|Magic|844041|0	0|Magic|844066|0	129|Magic|844062|0	129|Magic|844090|0	129|Magic|844094|0	129|Magic|844095|0	0|Magic|844061|0	4|Effect|FxMb1MotherAtk51Sound||1|	0|Effect|FxMb1MotherDaoDiSound||1|	14|Cast|84402621	16|Cast|84402622																																																															
844027	0|Magic|844071|0	0|Magic|844019|0	0|Magic|844083|0	50|Magic|844041|0	0|Magic|844088|0	0|Magic|844069|0	0|Magic|844014|0	0|Magic|844016|0	0|Magic|844047|0	0|Magic|844049|0	0|Magic|844053|0																																																																							
844028	0|Sound|844065|																																																																																	
844029	0|Turn|240|0.66|1	13|Magic|844062|0	0|Magic|844071|0	0|Magic|844019|0	0|Magic|844083|0	13|Magic|844089|0	2|Effect|FxMb1MotherYinshen|||	2|Magic|844041|0	13|Magic|844090|0	0|Effect|FxMb1MotherAtk29Sound|||																																																																								
844030	12|Cast|84403001	4|Effect|FxMb1MotherAtk30Sound|||	41|Magic|844089|0	30|Effect|FxMb1MotherYinshen|||	0|Magic|844061|0	30|Magic|844041|0	0|Magic|844071|0	10|Magic|844019|0	9|Magic|844083|0	0|Magic|844066|0	6|Magic|844062|0	12|Magic|844066|0	41|Magic|844062|0	28|Effect|FxMb1MotherAtk29Sound|||	41|Magic|844090|0																																																																			
