Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
130601	3|Cast|13060102	2|Move|40|0.075|0||	2|Cast|13060104	3|Cast|13060105																																																																														
130602	2|Cast|13060202	6|Cast|13060203	0|Move|5|0.1|0||	5|Move|3|0.05|0||	2|Cast|13060206	1|Turn|7200|0.05|1																																																																												
130603	3|Cast|13060302	2|Move|50|0.1|0||	2|Magic|130606|0	0|Cast|13060305	2|Cast|13060306	2|RecordTarget|0.2|30|0.5|1|1																																																																												
130604	3|Cast|13060403	2|Move|50|0.1|0||	2|Magic|130606|0	0|Cast|13060406	2|Cast|13060407	2|RecordTarget|0.2|30|0.5|1|1	8|Cast|13060413|13060414	7|Cast|13060415	8|Move|-20|0.1|0||	8|Magic|130608|0	8|Cast|13060418																																																																							
130605	6|Cast|13060502	18|Cast|13060503	2|Magic|130610|0	0|Cast|13060505	7|Cast|13060506	17|Cast|13060507	17|Cast|13060508	6|Cast|13060509																																																																										
130606	12|Cast|13060602	2|Magic|130611|0	0|Cast|13060605	11|Cast|13060606	12|Cast|13060607	3|Effect|FxR2NuoanAtk06Xulibone00|bone00|1|																																																																												
130607	0|RecordTarget|0.1|15|-1|0|1	0|Move|5|0.15|0||	3|Move|4|1.35|-1.5||	1|Magic|130665|0	1|Magic|130666|0	16|Magic|130667|0	11|Shake|3|0.15|-1.5|15|0.15|1	2|Cast|13060709	8|Cast|13060710	11|Cast|13060711	0|Cast|13060712	1|Cast|13060713	3|Cast|13060714	0|Magic|930484|0	6|Magic|130615|0	50|Magic|130616|0																																																																		
130608	0|RecordTarget|0.1|15|-1|0|1	0|Move|5|0.15|0||	3|Move|4|1.35|-1.5||	1|Magic|130665|0	1|Magic|130666|0	16|Magic|130667|0	11|Shake|3|0.15|-1.5|15|0.15|1	2|Cast|13060809	8|Cast|13060810	11|Cast|13060811	0|Cast|13060812	0|Cast|13060813	3|Cast|13060814	0|Magic|930484|0	6|Magic|130615|0	50|Magic|130616|0																																																																		
130609	0|RecordTarget|0.1|15|-1|0|1	0|Move|5|0.15|0||	3|Move|4|1.35|-1.5||	1|Magic|130665|0	1|Magic|130666|0	16|Magic|130667|0	11|Shake|3|0.15|-1.5|15|0.15|1	2|Cast|13060909	8|Cast|13060910	11|Cast|13060911	0|Cast|13060912	0|Cast|13060913	3|Cast|13060914	6|Magic|130615|0	50|Magic|130616|0	0|Magic|930484|0	0|Magic|130619|0																																																																	
130610	2|RecordTarget|0.1|10|2|1|1	2|Move|5|0.1|0||	4|Cast|13061006	5|Cast|13061007	4|Cast|13061009	6|Cast|13061010	10|Cast|13061011	11|Cast|13061012	13|Cast|13061013	4|Shake|3|1|-10|12|0.2|1	6|Shake|2|0.15|-0.15|10|0.35|0																																																																							
130611	2|RecordTarget|0.1|10|2|1|1	2|Move|5|0.1|0||	4|Cast|13061106	5|Cast|13061107	4|Cast|13061109	6|Cast|13061110	10|Cast|13061111	11|Cast|13061112	13|Cast|13061113	4|Shake|3|1|-10|12|0.2|1	6|Shake|2|0.15|-0.15|10|0.35|0																																																																							
130612	2|RecordTarget|0.1|10|2|1|1	2|Move|5|0.1|0||	4|Cast|13061205	5|Cast|13061206	4|Cast|13061208	6|Cast|13061209	10|Cast|13061210	11|Cast|13061211	13|Cast|13061212	4|Shake|3|1|-10|12|0.2|1	6|Shake|2|0.3|-0.3|10|0.35|0	0|Magic|130629|0																																																																						
130613	6|Cast|13061302|13061303	0|Cast|13061304	2|Magic|930477|0	36|Magic|930478|0	3|Move|30|0.2|0||	3|RecordTarget|0.2|-1|5|2|1																																																																												
130614	6|Cast|13061402|13061403	0|Cast|13061404	2|Magic|930477|0	36|Magic|930478|0	3|Move|30|0.2|0||	3|RecordTarget|0.2|-1|5|2|1																																																																												
130615	6|Cast|13061502|13061503	0|Cast|13061504	3|Move|30|0.2|0||	3|RecordTarget|0.2|-1|5|2|1	2|Magic|930477|0	36|Magic|930478|0	0|Magic|130639|0																																																																											
130616	8|Magic|100094|0	1|Cast|13061604																																																																																
130617	10|Magic|100094|0	0|Cast|13061704																																																																																
130618	15|Magic|930487|0	6|RecordTarget|0.3|20|2|1|1	6|Move|15|0.25|0||	2|Magic|930477|0	16|Cast|13061806	5|Cast|13061807	8|Cast|13061808	6|Cast|13061809	16|Cast|13061810	16|Cast|13061811	59|Magic|930478|0	0|Magic|930453|0	16|Shake|2|0.45|-1|12|0.35|1	18|Magic|130659|0																																																																				
130619	6|Move|10|0.1|0||	13|Magic|930487|0	14|Cast|13061904	0|Magic|930479|0	14|Shake|3|0.45|-1|12|0.35|1	1|Magic|930482|0	4|Cast|13061908	7|Cast|13061909	54|Magic|930478|0	0|Effect|FxR2NuoanAtk32Xuli||1|	4|Cast|13061912	14|Cast|13061913	20|Magic|130659|0	0|Magic|930455|0																																																																				
130620	0|Move|70|0.1|0||	8|Cast|13062003	8|Shake|3|0.25|-1|12|0.35|1	15|Magic|930487|0	2|Magic|130630|0	0|Turn|7200|0.05|1	0|Magic|930383|0	0|Magic|930384|0	0|Magic|930385|0	2|Magic|930386|0	16|Cast|13062015	16|Shake|3|0.45|-1|12|0.35|1	0|Cast|13062018	6|Cast|13062020	6|Cast|13062021	15|Cast|13062022	0|Magic|930454|0	18|Magic|130659|0	1|Magic|930482|0	51|Magic|930478|0																																																														
130621	2|Cast|13062102	3|Effect|FxR2NuoanAtkQTE||1|	6|Cast|13062105	6|Effect|FxR2NuoanAtkQTE02||1|	1|Cast|13062107	30|Cast|13062108																																																																												
130622	0|Magic|130662|0	0|Cast|13062203	80|Magic|119316|0	80|Magic|100094|0	0|Effect|FxR2NuoanAtk5103||1|	9|Effect|FxR2NuoanAtk5103WeaponCase1|bone00|1|	42|Cast|13062210	41|Cast|13062211	55|Cast|13062213	1|Magic|930482|0	74|Magic|930478|0																																																																							
130623	0|RecordTarget|0.1|15|-1|0|1	0|Move|5|0.15|0||	3|Move|10|0.45|-20||	1|Magic|130665|0	1|Magic|130666|0	16|Magic|130667|0	11|Shake|3|0.15|-1.5|15|0.15|1	2|Cast|13062309	8|Cast|13062310	11|Cast|13062311	0|Cast|13062312	1|Cast|13062313	3|Cast|13062314	6|Magic|130615|0	54|Magic|130616|0	14|Move|8|1|-8||	0|Magic|130619|0																																																																	
130624	0|Effect|FxR2NuoanBornSound||1|																																																																																	
130625	0|Effect|FxR2NuoanWinSound||1|																																																																																	
130626																																																																																		
130627																																																																																		
130628	2|Cast|13062802	23|Cast|13062804	0|Turn|7200|0.05|1	1|RecordTarget|0.05|9999|1|0|1	1|Move|1|0.3|0||	0|Magic|130665|0	0|Effect|FxR2NuoanExecutioner01Sound||1|	18|Magic|930431|0	14|Magic|930429|0	18|Magic|930430|0	25|Magic|930432|0	16|Catch|CatchCase||||Hoverhit|MidCaughtCase	18|CatchLoose|0|0|0.8|130628231|200323|||3	0|Effect|FxR2NuoanAtk43In||1|	26|Cast|13062828	26|Shake|3|0.75|-1|12|0.45|1	1|Cast|13062833	15|Cast|13062834	26|Cast|13062835	1|Effect|FxR2NuoanExecutioner01TrailBip001Spine|Bip001Spine|1|	0|Magic|930434|0	2|Cast|13062841	16|Cast|13062842	26|Cast|13062844|13062845	0|Magic|930493|0																																																									
130629	2|Cast|13062902	23|Cast|13062904	0|Turn|7200|0.05|1	1|RecordTarget|0.05|9999|1|0|1	1|Move|1|0.3|0||	0|Magic|130665|0	0|Effect|FxR2NuoanExecutioner01Sound||1|	18|Magic|930431|0	14|Magic|930429|0	18|Magic|930430|0	25|Magic|930432|0	16|Catch|CatchCase||||Hoverhit|MidCaughtCase	18|CatchLoose|0|0|0.8|130629231|200323|||3	0|Effect|FxR2NuoanAtk43In||1|	26|Cast|13062928	26|Shake|3|0.75|-1|12|0.45|1	1|Cast|13062933	15|Cast|13062934	26|Cast|13062935	1|Effect|FxR2NuoanExecutioner01TrailBip001Spine|Bip001Spine|1|	0|Magic|930434|0	2|Cast|13062941	16|Cast|13062942	26|Cast|13062944|13062945	0|Magic|930493|0																																																									
130630	12|Catch|CatchCase2|130664|||Falldown|MidCaughtCase	32|CatchLoose|-30|0|0.35|130630031|200323|||	2|Cast|13063004	14|Shake|2|0.3|-1|10|0.25|0	18|Shake|4|0.02|0.05|100|0.7|1	32|Shake|1|0.5|-1|20|0.5|3	2|Magic|930410|0	10|Magic|200801|0	11|Magic|930427|0	32|Magic|930428|0	33|Magic|200323|0	32|Cast|13063017	20|Effect|FxR2NuoanXuli01Bao|bone00|1|	26|Effect|FxR2NuoanXuli01Bao|bone00|1|	32|Magic|200811|0	32|Cast|13063024	60|Magic|119316|0	0|Effect|FxR2NuoanExecutioner03Sound||1|																																																																
130631																																																																																		
130632																																																																																		
130633																																																																																		
130634																																																																																		
130635																																																																																		
